指標名,ホール・劇場,,,,,,,,,,,,,,,,,
出典,東京都生活文化局,,,,,,,,,,,,,,,,,
年次,2020年7月,,,,,,,,,,,,,,,,,
URL,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271.html,,,,,,,,,,,,,,,,,
備考,野外会場も含む。（2019年度：439件、2020年度：521件）,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,電話番号,URL,客席数,収容人数,舞台形式,全体形式,客席形式,これまでの利用実績ジャンル,施設に適しているもしくは利用して欲しいジャンル,利用対象,利用条件を設定している場合の条件,利用可能時間帯
千代田区,岩本町２丁目,-,千代田区岩本町2-16-5　ＴＵＣビルＢ1F,35.694588,139.778313,Ｔｏｋｙｏ ＴＵＣ,03-3866-8393,http://tokyotuc.jp/,,, ,,,,,,,
千代田区,岩本町２丁目,-,千代田区岩本町2-6-12　曙ビルＢ1F,35.693408,139.775988,Ｅｇｇｍａｎ ｔｏｋｙｏ ｅａｓｔ,03-5829-6400,http://www.egg-mte.com/,,, ,,,,,,,
千代田区,外神田６丁目,-,千代田区外神田6-11-14,35.704316,139.770804,ちよだアートスクエア（アーツ千代田3331）〔コミュニティスペース〕,03-6803-2441,http://www.3331.jp/,100,, ,,,"演劇,歌舞伎,能・狂言,お笑い・寄席・演劇,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,展示会","演劇,歌舞伎,能・狂言,お笑い・寄席・演劇,ダンス・パフォーマンス,講演会,展示会",一般に貸出している,,
千代田区,外神田４丁目,-,東京都千代田区外神田４－１４－１,35.700325,139.772566,UDX AKIHABARA SPACE〔シアター〕,03-5296-1147,udx-akibaspace.jp/thrater/,172,172,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,ﾛｰﾙﾊﾞｯｸﾁｪｱ,"映像上映会（試写会など）,講演会","映像上映会（試写会など）,講演会",一般に貸出している,<NULL>,
千代田区,外神田４丁目,-,東京都千代田区外神田４－１４－１,35.700325,139.772566,UDX AKIHABARA SPACE〔ギャラリーTｙpeL〕,03-3734-0755,udx-akibaspace.jp/gallery/,288,288, ,"ｱﾘｰﾅ・平土間形式,扇型形式",可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"講演会,展示会,会議セミナー,パーティ懇談会","講演会,展示会,会議セミナー,パーティ懇談会",一般に貸出している,<NULL>,
千代田区,外神田４丁目,-,東京都千代田区外神田４－１４－１,35.700325,139.772566,UDX AKIHABARA SPACE〔NEXT-1〕,03-6734-0755,udx-akibaspace.jp/gallery-n/,180,180, ,"ｱﾘｰﾅ・平土間形式,扇型形式",可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"講演会,展示会,会議セミナー,パーティ懇談会","講演会,展示会,会議セミナー,パーティ懇談会",一般に貸出している,<NULL>,
千代田区,外神田４丁目,-,東京都千代田区外神田４－１４－１,35.700325,139.772566,UDX AKIHABARA SPACE〔NEXT-2〕,03-5296-1147,udx-akibaspace.jp/gallery-n/,120,120, ,ｱﾘｰﾅ・平土間形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"講演会,展示会,会議セミナー,パーティ懇談会","講演会,展示会,会議セミナー,パーティ懇談会",一般に貸出している,<NULL>,
千代田区,外神田４丁目,-,東京都千代田区外神田４－１４－１,35.700325,139.772566,UDX AKIHABARA SPACE〔NEXT-3〕,03-5296-1147,udx-akibaspace.jp/gallery-n/,80,80, ,ｱﾘｰﾅ・平土間形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"講演会,展示会,会議セミナー,パーティ懇談会","講演会,展示会,会議セミナー,パーティ懇談会",一般に貸出している,<NULL>,
千代田区,外神田４丁目,-,東京都千代田区外神田４－１４－１,35.700325,139.772566,UDX AKIHABARA SPACE〔カンファレンスA+B+C〕,03-6734-0755,udx-akibaspace.jp/gallery-n/,216,216, ,,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"講演会,展示会,会議セミナー,パーティ懇談会","講演会,展示会,会議セミナー,パーティ懇談会",一般に貸出している,<NULL>,
千代田区,外神田４丁目,-,東京都千代田区外神田４－１４－１,35.700325,139.772566,UDX AKIHABARA SPACE〔カンファレンスD+E+F〕,03-6734-0755,udx-akibaspace.jp/gallery-n/,60,60, ,,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"講演会,展示会,会議セミナー,パーティ懇談会","講演会,展示会,会議セミナー,パーティ懇談会",一般に貸出している,<NULL>,
千代田区,外神田３丁目,-,千代田区外神田3-2-12 　Ｂｏｘ’Ｒ ＡＫＩＢＡビルB1F,35.700462,139.770127,Ｔｗｉｎ Ｂｏｘ ＡＫＩＨＡＢＡＲＡ,03-3525-4466,http://tb-akihabara.com/,,, ,,,,,,,
千代田区,外神田３丁目,-,千代田区外神田3-2-14 今井ビルB1F,35.700485,139.769736,秋葉原ZEST,03-3527-1701,http://akihabarazest.com/,,, ,,,,,,,
千代田区,外神田３丁目,-,千代田区外神田3-2-12　Ｂｏｘ’Ｒ ＡＫＩＢＡビル1Ｆ,35.700462,139.770127,Ｔｗｉｎ Ｂｏｘ ＧＡＲＡＧＥ,03-3525-4466,http://tp-co.jp/output/twin-box-akihabara-garage/,,, ,,,,,,,
千代田区,外神田２丁目,-,千代田区外神田2-16-2 神田明神文化交流館2F,35.702102,139.767938,神田明神文化交流館・神田明神ホール,03-3526-4301,http://myoujin-hall.jp/,415,700,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"ポップス,クラシック,演歌・歌謡曲,ジャズ,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,展示会",,一般に貸出している,,
千代田区,外神田１丁目,-,千代田区外神田1-7-6 　ＡＫＩＢＡカルチャーズＺＯＮＥ Ｂ1F,35.699510,139.770386,ＡＫＩＢＡカルチャーズ劇場,非公開,http://akibalive.jp/,220,298, ,,固定席,"ポップス,ダンス・パフォーマンス,プレスリリース","ポップス,ダンス・パフォーマンス,プレスリリース",一般に貸出している,,
千代田区,一番町,-,千代田区一番町12,35.686901,139.739576,いきいきプラザ一番町〔カスケードホール〕,03-3265-6311,http://www.ikiikiplaza-eiwa.jp/sub/plaza_B1F.html,198,198, ,ｼｭｰﾎﾞｯｸｽ形式,ﾛｰﾙﾊﾞｯｸﾁｪｱ,"ポップス,クラシック,演歌・歌謡曲,ジャズ,能・狂言,お笑い・寄席・演劇,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会","ポップス,クラシック,演歌・歌謡曲,ジャズ,能・狂言,お笑い・寄席・演劇,合唱,映像上映会（試写会など）,講演会",利用条件の設定,<NULL>,
千代田区,一ツ橋２丁目,-,千代田区一ツ橋2-6-2,35.694277,139.756143,（一財）日本教育会館〔一ツ橋ホール〕,03-3230-2831,https://www.jec.or.jp/,802,,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,固定席,"ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,歌舞伎,世界の民族音楽,お笑い・寄席・演劇,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会","ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,世界の民族音楽,お笑い・寄席・演劇,バレエ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会",一般に貸出している,,
千代田区,一ツ橋２丁目,-,千代田区一ツ橋2-1-2　学術総合センター内,35.692475,139.758073,一橋大学　一橋講堂,03-4212-3900,http://www.hit-u.ac.jp/hall/index.html,521,521,ｵｰﾌﾟﾝ形式,,固定席,"能・狂言,講演会",講演会,一般に貸出している,<NULL>,
千代田区,永田町２丁目,赤坂,千代田区永田町2-16-2,35.676716,139.740808,星陵会館〔ホール〕,03-3581-5650,http://www.seiryokai.org/kaikan.html,400,400,ﾌﾟﾛｾﾆｱﾑ形式,"ｱﾘｰﾅ・平土間形式,扇型形式","固定席,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ)","日本の伝統音楽（邦楽等）,合唱,映像上映会（試写会など）,講演会","日本の伝統音楽（邦楽等）,合唱,映像上映会（試写会など）,講演会",一般に貸出している,,
新宿区,百人町１丁目,-,新宿区百人町 1-5-1　百人町ビル1F,35.698274,139.701192,新宿 ネイキッドロフト,03-3205-1556,http://www.loft-prj.co.jp/naked/,,, ,,,,,,,
新宿区,住吉町,-,新宿区住吉町3-2 　第2山田ビルB1F,35.692247,139.720459,ＢＡＣＫ ＩＮ ＴＯＷＮ,03-3353-4655,http://www.backintown.jp/index.php?z=191302,,, ,,,,,,,
新宿区,市谷本村町,-,新宿区市谷本村町3-19 　千代田ビルB1F,35.690804,139.731070,四谷Honey Burst,03-5261-8312,http://pafrocks.com/index.html,,, ,,,,,,,
新宿区,市谷砂土原町１丁目,-,新宿区市谷砂土原町1-1,35.694147,139.736409,ルーテル市ヶ谷ホール,03-3260-8621,http://www.l-i-c.com/hallindex.html,230,,エンドステージ形式,ｼｭｰﾎﾞｯｸｽ形式,固定席,"ポップス,クラシック,ジャズ,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,合唱,講演会","ポップス,クラシック,世界の民族音楽,合唱",一般に貸出している,,
新宿区,高田馬場３丁目,-,新宿区高田馬場 3-4-11 　BaBa hatch 3F,35.714585,139.702330,四谷天窓,03-5338-6241,http://otonami.com/yotsuya_top,,, ,,,"ポップス,ジャズ,演劇,ミュージカル,お笑い・寄席・演劇,合唱,映像上映会（試写会など）,講演会","ポップス,演劇",一般に貸出している,,
新宿区,高田馬場３丁目,-,新宿区高田馬場 3-4-11 　BaBa hatch 5F,35.714585,139.702330,四谷天窓．ｃｏｍｆｏｒｔ,03-5338-6241,http://otonami.com/com_top,60,70,ﾌﾟﾛｾﾆｱﾑ形式,,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"ポップス,クラシック,ジャズ,ミュージカル","ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,お笑い・寄席・演劇,映像上映会（試写会など）,講演会,展示会",一般に貸出している,,
新宿区,戸塚町,-,新宿区戸塚町1-101,35.709353,139.722095,早稲田小劇場どらま館,03-3202-0706,http://www.waseda.jp/culture/dramakan/,72,72,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"演劇,ミュージカル,お笑い・寄席・演劇,映像上映会（試写会など）,講演会","演劇,ミュージカル,お笑い・寄席・演劇,映像上映会（試写会など）,講演会",一般に貸出している,,
新宿区,戸塚町,-,新宿区戸塚町1-101,35.709353,139.722095,早稲田大学　どらま館,03-3202-0706,https://www.waseda.jp/student/dramakan/index.html,,, ,,,,,,,
新宿区,霞ヶ丘町,-,新宿区霞ヶ丘町4-1,35.674185,139.715415,日本青年館ホール,03-6447-5660,https://seinenkan-hall.com/,1249,1249,ﾌﾟﾛｾﾆｱﾑ形式,ｼｭｰﾎﾞｯｸｽ形式,固定席,"ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,オペラ,ダンス・パフォーマンス,合唱,講演会","ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,お笑い・寄席・演劇,バレエ,ダンス・パフォーマンス,合唱,講演会",,法人であること,<NULL>
新宿区,矢来町,-,新宿区矢来町158,35.704319,139.735025,神楽坂セッションハウス　〔BF1スタジオ〕,03-3266-0461,http://www.session-house.net/index.html,100,100,ｵｰﾌﾟﾝ形式,ｱﾘｰﾅ・平土間形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"ポップス,クラシック,ジャズ,演劇,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,展示会","ポップス,クラシック,ジャズ,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,バレエ,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,展示会",一般に貸出している,,
新宿区,矢来町,-,新宿区矢来町158,35.704319,139.735025,神楽坂セッションハウス　〔２Fギャラリーガーデン〕,03-3266-0461,http://www.session-house.net/index.html,50,50,ｵｰﾌﾟﾝ形式,ｱﾘｰﾅ・平土間形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"演劇,お笑い・寄席・演劇,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,展示会","お笑い・寄席・演劇,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,展示会",一般に貸出している,,
新宿区,矢来町,-,新宿区矢来町60,35.702719,139.732422,矢来能楽堂,03-3268-7311,http://yarai-nohgakudo.com/,237,237, ,,"固定席,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ)","能・狂言,日本の伝統音楽（邦楽等）,講演会",能・狂言,利用条件の設定,能楽関連に限定する,
新宿区,矢来町,-,新宿区矢来町112 　第二松下ビルB1F,35.703925,139.735223,神楽坂ＴＲＡＳＨ－ＵＰ！！,03-3267-8785,http://www.kagurazaka-explosion.com/,,, ,,,,,,,
新宿区,北新宿２丁目,-,新宿区北新宿2-1-2　新宿村CENTRAL B2F,35.697010,139.690104,新宿村LIVE〔新宿村LIVE〕,03-3361-5510,http://www.sihnjukumura-live.com,230,230,ﾌﾟﾛｾﾆｱﾑ形式,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"演劇,ミュージカル,ダンス・パフォーマンス,-,-,-","ポップス,演歌・歌謡曲,演劇,ミュージカル,ダンス・パフォーマンス",一般に貸出している,,
新宿区,百人町３丁目,-,新宿区百人町3-1-2,35.704918,139.700358,東京グローブ座,03-3366-4020,http://www.tglobe.net/,703,703,ｵｰﾌﾟﾝ形式,円形,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ)、一部可動式,"ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,歌舞伎,能・狂言,日本の伝統音楽（邦楽等）,お笑い・寄席・演劇,バレエ,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,展示会","クラシック,ジャズ,演劇,ミュージカル,世界の民族音楽,オペラ",,,
新宿区,百人町２丁目,-,新宿区百人町2-16-17 　ＡＶＡＮＴＩ21 Ｂ1F,35.704069,139.698697,スタジオヴィルトゥオージ,03-3362-6482,http://studiovirtuosi.nomaki.jp/,80,80, ,"ｱﾘｰﾅ・平土間形式,扇型形式",可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"クラシック,合唱","クラシック,合唱,-",一般に貸出している,,
新宿区,百人町２丁目,-,新宿区百人町2-1-1 　K-PLAZA1 B2F,35.701533,139.702204,新大久保ｕｎｉｑｕｅ ＬＡＢＯＲＡＴＯＲＹ,03-6205-6158,http://www.unique-laboratory.com/,,, ,,,,,,,
新宿区,百人町２丁目,-,新宿区百人町2-2-1 5Ｆ,35.701543,139.701482,ＫＰＬ,050-3554-8399,http://kpop-live.com/,,, ,,,,,,,
新宿区,百人町２丁目,-,新宿区百人町2-23-5　矯風会館 1F,35.702511,139.696646,クラッシックスペース★100,03-3362-6764,http://tsocs100.com/index.html,,, ,,,,,,,
新宿区,百人町２丁目,-,新宿区百人町2-8-9　管楽器専門店ダク地下,35.703398,139.699444,スペースＤｏ,03-3361-2211,http://www.kkdac.co.jp/do/,100,100,ｵｰﾌﾟﾝ形式,"ｼｭｰﾎﾞｯｸｽ形式,ｱﾘｰﾅ・平土間形式",可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"ポップス,クラシック,演歌・歌謡曲,ジャズ,ミュージカル,日本の伝統音楽（邦楽等）,世界の民族音楽,ダンス・パフォーマンス,合唱","ポップス,クラシック,ジャズ,ミュージカル,日本の伝統音楽（邦楽等）,世界の民族音楽,合唱",一般に貸出している,,
新宿区,百人町１丁目,-,新宿区百人町1-10-7 　一番街ビルB1F,35.700328,139.699939,新大久保CLUB Voice,03-5338-0938,http://clubvoice.jp/,50,150,ｵｰﾌﾟﾝ形式,ｱﾘｰﾅ・平土間形式,スタンディング,"ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,オペラ,ダンス・パフォーマンス,合唱","ポップス,演歌・歌謡曲,ジャズ,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,オペラ,ダンス・パフォーマンス,合唱",一般に貸出している,,
新宿区,百人町１丁目,-,新宿区百人町1-20-23,35.700496,139.696394,石森管楽器,03-3360-4970,http://www.ishimori-co.com/page/eventspace,,, ,,,,,,,
新宿区,百人町１丁目,-,新宿区百人町1-11-29 　ARSビルB2F,35.700221,139.699592,Quarter Note,03-3363-6631,http://quarter-note.com/index.html,102,, ,,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"ポップス,演歌・歌謡曲,ダンス・パフォーマンス","ポップス,ダンス・パフォーマンス",一般に貸出している,,
新宿区,百人町１丁目,-,新宿区百人町1-17-7　大久保ビルＡ館Ｂ1F,35.701535,139.697632,OKUBO ＨＯＴ ＳＨＯＴ,03-5338-8280,http://homepage3.gourmet.coocan.jp/,,, ,,,,,,,
新宿区,百人町１丁目,-,新宿区百人町1-7-15　韓流百貨店Ｂ1F,35.701270,139.700925,Ｌｉｖｅ Ｂａｒ Ｂｌｕｅ,03-3209-1578,http://www.livebarblue.com/,,, ,,,,,,,
新宿区,内藤町,-,新宿区内藤町87,35.687652,139.714398,新宿区立四谷区民ホール〔四谷区民ホール〕,03-3351-2118,https://www.shinjuku.hall-info.jp/yotsuya/,452,452,ﾌﾟﾛｾﾆｱﾑ形式,ｼｭｰﾎﾞｯｸｽ形式,固定席,"ポップス,クラシック,演歌・歌謡曲,演劇,ミュージカル,日本の伝統音楽（邦楽等）,お笑い・寄席・演劇,バレエ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会","ポップス,クラシック,演歌・歌謡曲,演劇,ミュージカル,日本の伝統音楽（邦楽等）,お笑い・寄席・演劇,バレエ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会",一般に貸出している,,
新宿区,中落合２丁目,-,新宿区中落合2-1-10,35.722253,139.693424,シアター風姿花伝,03-3954-3355,http://www.fuusikaden.com/index.html,80,80,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),演劇,演劇,一般に貸出している,,
新宿区,中井２丁目,-,新宿区中井2-1-28　大本ビル4F,35.719149,139.688611,音楽サロン パパゲーノ,03-3998-5426,http://salon-papageno.com/index.html,,, ,,,,,,,
新宿区,箪笥町,-,新宿区箪笥町15,35.700557,139.734202,新宿区立牛込箪笥区民ホール〔牛込箪笥区民ホール〕,03-3260-3421,http://www.shinjuku.hall-info.jp/pc/event_ushigometansu.html,392,392,ﾌﾟﾛｾﾆｱﾑ形式,,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"クラシック,演劇,お笑い・寄席・演劇,映像上映会（試写会など）,講演会","クラシック,演劇,お笑い・寄席・演劇,映像上映会（試写会など）,講演会",一般に貸出している,,
新宿区,大久保２丁目,-,新宿区大久保2-32-3 　リスボンビルB1F,35.701507,139.702479,新大久保ＥＡＲＴＨＤＯＭ,03-3205-4469,http://www1.odn.ne.jp/shinjuku-dom/index.html/dom.html,,, ,,,,,,,
新宿区,大久保２丁目,-,新宿区大久保2-5-19 　シティプラザ大久保B1F,35.702979,139.708163,新宿ＨＥＡＤ ＰＯＷＥＲ,03-6380-3769,http://headpower.tokyo/,,, ,,,,,,,
新宿区,大久保２丁目,-,新宿区大久保2-6-16　平安ビルB1F,35.701388,139.707839,真昼の月・夜の太陽,03-6380-3260,http://mahiru-yoru.com/index.html,,, ,,,,,,,
新宿区,大久保２丁目,-,新宿区大久保2-6-10 　新宿第2アルプスマンションB1F,35.701775,139.707939,新宿Ｃａｔ’ｓ ｈｏｌｅ,03-6380-3533,http://necoana.com,,, ,,,"ポップス,演歌・歌謡曲,ジャズ,演劇,お笑い・寄席・演劇,ダンス・パフォーマンス,映像上映会（試写会など）,講演会,ロック","ポップス,演歌・歌謡曲,お笑い・寄席・演劇,ダンス・パフォーマンス,ロック",一般に貸出している,,
新宿区,大久保２丁目,-,新宿区大久保2-6-10 　新宿第2アルプスマンションB1F,35.701775,139.707939,新宿グラムシュタイン,03-6380-2517,http://glamstein.syncl.jp/,,, ,,,,,,,
新宿区,大久保１丁目,-,新宿区大久保1-17-8 1Ｆ,35.698299,139.702368,ＳＨＯＷＢＯＸ,03-3208-4522,http://showbox.jp/,,, ,,,,,,,
新宿区,大久保１丁目,-,新宿区大久保1-9-10,35.700407,139.704677,Ｒ’ｓアートコート,03-5273-0806,http://www.ro-on.jp/rsartcourt/,,, ,,,,,,,
新宿区,大久保１丁目,-,新宿区大久保1-11-3　大東ビルＢ1F,35.698574,139.704017,代アニＬＩＶＥステーション,03-6233-8622,http://www.yoani-live.com/,,, ,,,,,,,
新宿区,早稲田町,-,新宿区早稲田町74　ビューロー早稲田B1F,35.705796,139.722834,Space 早稲田,03-3208-3920,http://www.ryuzanji.com/r-waseda.html,,, ,,,,,,,
新宿区,早稲田町,-,新宿区早稲田町74 早稲田オアシスビルB1F,35.705796,139.722834,早稲田RiNen,-,http://waseda-rinen.com/,,, ,,,,,,,
新宿区,西早稲田３丁目,-,新宿区西早稲田3-20-6 スパイラルビルB1F,35.711389,139.711612,西早稲田BLAH BLAH BLAH,03-6380-3113,https://www.blah-blah-blah.tokyo/,,, ,,,,,,,
新宿区,西早稲田３丁目,-,新宿区西早稲田3-27-4　第一キャラット河俣Ｂ1F,35.711688,139.710719,高田馬場ＲＡＢＩＮＥＳＴ,050-3324-6751,http://www.rabinest.com/,,, ,,,,,,,
新宿区,西早稲田２丁目,-,新宿区西早稲田2-3-1,35.707672,139.716198,早稲田奉仕園〔スコットホール・講堂〕,03-3205-5411,http://www.hoshien.or.jp/seminar/scotthall.html,200,200,ﾌﾟﾛｾﾆｱﾑ形式,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"クラシック,オペラ,合唱,映像上映会（試写会など）,講演会","クラシック,合唱,映像上映会（試写会など）,講演会",利用条件の設定,<NULL>,<NULL>
新宿区,西早稲田２丁目,-,新宿区西早稲田2-3-1,35.707672,139.716198,早稲田奉仕園〔リバティホール〕,03-3205-5411,http://www.hoshien.or.jp/seminar/libertyhall.html,80,80,ﾌﾟﾛｾﾆｱﾑ形式,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"クラシック,オペラ,合唱,映像上映会（試写会など）,講演会","クラシック,合唱,映像上映会（試写会など）,講演会",一般に貸出している,,
新宿区,西早稲田２丁目,-,新宿区西早稲田２-３-１８,35.708022,139.716334,Tokyo Concerts Lab.,03-3200-9755,http://tocon-lab.com/,100,100,ｵｰﾌﾟﾝ形式,"ｱﾘｰﾅ・平土間形式,扇型形式",可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"ポップス,クラシック,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,オペラ,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会,-","クラシック,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,世界の民族音楽,オペラ,ダンス・パフォーマンス,合唱,講演会",一般に貸出している,,
新宿区,西新宿８丁目,-,新宿区西新宿8-11-1　日東星野ビル2F,35.694890,139.692447,ムラマツホール,03-3367-6000,https://www.muramatsuflute.com/school/rentalhall.html,,, ,,,"クラシック,-,-","クラシック,-,-",,,
新宿区,西新宿７丁目,-,新宿区西新宿7-13-5　第12山京ビルＢ1F,35.694698,139.696625,ライブハウス新宿21世紀,03-3363-2100,https://www.livehouse21c.com,60,60,ｵｰﾌﾟﾝ形式,,"固定席,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ)","ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,お笑い・寄席・演劇,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会","ポップス,クラシック,演歌・歌謡曲,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会",一般に貸出している,,
新宿区,西新宿７丁目,-,新宿区西新宿7-21-20　関東交通共済協同組合ビルB2F,35.694336,139.695059,関交協ハーモニックホール,03-6904-7052,http://www.silver-hearts.com/harmonichall/index.html,148,154, ,,,"クラシック,演歌・歌謡曲,ジャズ,演劇,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会","ポップス,クラシック,演歌・歌謡曲,ジャズ,日本の伝統音楽（邦楽等）,世界の民族音楽,お笑い・寄席・演劇,ダンス・パフォーマンス,合唱,映像上映会（試写会など）,講演会",一般に貸出している,,
新宿区,西新宿６丁目,-,新宿区西新宿6-5-1 　アイランドホール2F,35.693177,139.693166,新宿ＲｅＮＹ,03-5990-5561,http://ruido.org/reny/,,, ,,,,,,,
新宿区,西新宿４丁目,-,新宿区西新宿4-33-7,35.686211,139.689069,新宿区角筈区民ホール〔角筈区民ホール〕,03-3377-1372,http://www.shinjuku.hall-info.jp/pc/event_tsunohazu.html,236,236,ﾌﾟﾛｾﾆｱﾑ形式,ｼｭｰﾎﾞｯｸｽ形式,固定席,"講演会,-","講演会,-",一般に貸出している,,
新宿区,西新宿３丁目,-,新宿区西新宿3-20-2　東京オペラシティ3Ｆ,35.682840,139.686907,近江楽堂,03-5353-6937,http://www.oumigakudou.com/index.html,120,120, ,,,"クラシック,ジャズ,演劇,ミュージカル,日本の伝統音楽（邦楽等）,ダンス・パフォーマンス,合唱,結婚式","クラシック,演劇,ミュージカル,日本の伝統音楽（邦楽等）,ダンス・パフォーマンス",一般に貸出している,,
新宿区,西新宿３丁目,-,新宿区西新宿3-15-8　西新宿パールビルＢ1F,35.683914,139.689698,ＬＩＶＥ ＨＯＵＳＥ ＷＡＬＬ,03-5351-6241,http://wall-moonstep.com/wall/top.html,,, ,,,,,,,
新宿区,西新宿３丁目,-,新宿区西新宿3-20-2　東京オペラシティ3Ｆ,35.682840,139.686907,東京オペラシティ 〔東京オペラシティ　コンサートホール：タケミツ　メモリアル〕,03-5353-0788,http://www.operacity.jp/,1632,1632,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,固定席,"クラシック,ジャズ,合唱,-","クラシック,ジャズ,合唱,-",一般に貸出している,,
新宿区,西新宿３丁目,-,新宿区西新宿3-20-2　東京オペラシティB1F,35.682840,139.686907,東京オペラシティ 〔東京オペラシティ　リサイタルホール〕,03-5353-0788,http://www.operacity.jp/,265,265,ｵｰﾌﾟﾝ形式,ｼｭｰﾎﾞｯｸｽ形式,可動席(ｽﾀｯｷﾝｸﾞﾁｪｱ),"クラシック,ジャズ,日本の伝統音楽（邦楽等）,世界の民族音楽,合唱,-","クラシック,ジャズ,合唱,-",一般に貸出している,,
