指標名,世界トップ企業,,,,,,,,,,,,,,,,,,,
出典,Forbes/Fortune,,,,,,,,,,,,,,,,,,,
年次,2020年,,,,,,,,,,,,,,,,,,,
URL,https://www.forbes.com/global2000/list/#country:Japan、https://fortune.com/global500/2020/search/,,,,,,,,,,,,,,,,,,,
備考,昨年157件。今年165件。（品川区、江東区追加）,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Forbes,,,,,Fortune,,,,,,
区,町丁,エリア,住所,緯度,経度,企業名（英語）,企業名,ランキング名,Rank,Sales,Profits,Assets,Market Value,Revenues ($M),Profits ($M),Assets ($M),Revenue Percent Change,Profits Percent Change,Employees,Change in Rank
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内２丁目１－１　,35.6791537,139.7620746,Meiji Yasuda Life Insurance,明治安田生命保険相互会社,Fortune Global 2020,-,-,-,-,-,37465.9,1911.7,394317.5,-0.7,-7.7,43676,-10
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内２丁目７－３,35.6786068,139.7649357,Mitsubishi Electric,三菱電機株式会社,Forbes Global 2020,294,$41.3 B,$2.1 B,$40.9 B,$26.9 B,-,-,-,-,-,-,-
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内２丁目６－１,35.6785703,139.7625325,Nippon Steel,日本製鉄株式会社,Forbes Global 2020,404,$55.7 B,$2.3 B,$71.4 B,$7.9 B,-,-,-,-,-,-,-
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１丁目７番１号,35.6831739,139.7671015,Mitsubishi UFJ Financial,三菱UFJフィナンシャル・グループ,Forbes Global 2020,52,$60.1 B,$5.4 B,"$2,893 B",$51.8 B,-,-,-,-,-,-,-
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１丁目６番６号,35.6831865,139.7657663,Hitachi,株式会社 日立製作所,Forbes Global 2020,198,$82.9 B,$1.8 B,$94.6 B,$29.3 B,-,-,-,-,-,-,-
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１丁目６番２号,35.6841216,139.7664151,Advantest,株式会社アドバンテスト,Forbes Global 2020,1815,$2.5 B,$492.2 M,$3.3 B,$9.8 B,-,-,-,-,-,-,-
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１丁目６－６　,35.683181,139.7658021,Hitachi,株式会社 日立製作所,Fortune Global 2020,-,-,-,-,-,80639,805.7,91885.6,-5.7,-59.9,301056,-4
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１丁目２－１　,35.6831182,139.7632777,Tokio Marine Holdings,東京海上ホールディングス株式会社,Fortune Global 2020,-,-,-,-,-,50269.6,2389.2,233681.6,1.8,-3.5,41101,-2
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１丁目１番２号,35.6849754,139.7623658,Sumitomo Mitsui Financial,三井住友フィナンシャルグループ,Forbes Global 2020,80,$48.4 B,$6.4 B,"$1,954.8 B",$36.4 B,-,-,-,-,-,-,-
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１丁目１番２号,35.6849754,139.7623658,Sumitomo,株式会社三井住友銀行,Forbes Global 2020,290,$49.9 B,$2.7 B,$77.1 B,$14.4 B,-,-,-,-,-,-,-
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１丁目１－３　,35.6844706,139.7622458,Mitsui,三井物産株式会社,Fortune Global 2020,-,-,-,-,-,63326.7,3601,109246.7,0.9,-3.6,45624,-15
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１丁目１－２　,35.6849754,139.7623658,Sumitomo Mitsui Financial Group,三井住友フィナンシャルグループ,Fortune Global 2020,-,-,-,-,-,48879.7,6474.1,2034454.7,-5.5,-1.2,86443,-28
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１丁目１－１　,35.6845001,139.7612211,Mitsubishi Chemical Holdings,三菱ケミカル株式会社,Fortune Global 2020,-,-,-,-,-,33417.8,497.4,47489.1,-5.6,-67.5,69609,-25
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１丁目４－１,35.684356,139.764932,Sumitomo Mitsui Trust,三井住友トラスト・ホールディングス株式会社,Forbes Global 2020,383,$13.8 B,$1.8 B,$509.3 B,$11.1 B,-,-,-,-,-,-,-
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１丁目２－１,35.6831182,139.7632777,Tokio Marine Holdings,東京海上ホールディングス株式会社,Forbes Global 2020,151,$48.5 B,$2.6 B,$224.5 B,$33 B,-,-,-,-,-,-,-
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１－９－２,35.6786371,139.7673746,Recruit Holdings,株式会社リクルートホールディングス,Forbes Global 2020,434,$21.9 B,$1.8 B,$18.3 B,$49.1 B,-,-,-,-,-,-,-
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１－５－１,35.6825434,139.7642869,Mitsubishi UFJ Lease,三菱ＵＦＪリース株式会社,Forbes Global 2020,989,$8.5 B,$692.1 M,$54.2 B,$4.3 B,-,-,-,-,-,-,-
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１－１－１,35.6845001,139.7612211,Mitsubishi Chemical,三菱ケミカル株式会社,Forbes Global 2020,599,$34.1 B,$732.2 M,$49.8 B,$8.2 B,-,-,-,-,-,-,-
千代田区,外神田４丁目,-,東京都千代田区外神田４－１４－１,35.7005674,139.7727147,SMC,SMC 株式会社,Forbes Global 2020,1034,$4.9 B,$959.8 M,$13 B,$30.5 B,-,-,-,-,-,-,-
中央区,新川２丁目,-,東京都中央区新川２丁目２７－２　,35.6742508,139.7843206,MS&AD Insurance Group Holdings,MS&ADインシュアランス グループ ホールディングス株式会社,Fortune Global 2020,-,-,-,-,-,47537.2,1315.6,214642.9,-4.2,-24.3,41942,-24
中央区,八重洲２丁目,日八京,東京都中央区八重洲２丁目７番２号,35.6774597,139.7677117,Mebuki Financial Group,株式会社めぶきフィナンシャルグループ,Forbes Global 2020,1380,$2.2 B,$402.8 M,$165.5 B,$2.5 B,-,-,-,-,-,-,-
中央区,八重洲２丁目,日八京,東京都中央区八重洲２丁目７番１５号,35.6772037,139.7682154,Medipal Holdings,株式会社メディパルホールディングス,Forbes Global 2020,1413,$29.7 B,$318.5 M,$16 B,$4.1 B,-,-,-,-,-,-,-
中央区,八重洲２丁目,日八京,東京都中央区八重洲２丁目７－１５　,35.6772037,139.7682154,Medipal Holdings,株式会社メディパルホールディングス,Fortune Global 2020,-,-,-,-,-,29921,349.2,15214.9,4.3,12.7,15422,19
中央区,日本橋本町２丁目,日八京,東京都中央区日本橋本町二丁目１番１号,35.6876723,139.774633,Takeda Pharmaceutical,武田薬品工業株式会社,Forbes Global 2020,490,$29.7 B,$-498.5 M,$119.9 B,$56.6 B,-,-,-,-,-,-,-
中央区,日本橋本町３丁目,日八京,東京都中央区日本橋本町三丁目５番１号,35.6883196,139.7750663,Daiichi Sankyo,第一三共株式会社,Forbes Global 2020,614,$9 B,$1.2 B,$19.5 B,$44.7 B,-,-,-,-,-,-,-
中央区,日本橋本町２丁目,日八京,東京都中央区日本橋本町２－５－１,35.6872625,139.77611,Astellas Pharma,アステラス製薬株式会社,Forbes Global 2020,547,$11.8 B,$2 B,$18.3 B,$30.7 B,-,-,-,-,-,-,-
中央区,日本橋２丁目,日八京,東京都中央区日本橋二丁目７番１号　東京日本橋タワー,35.6818824,139.7744036,Marubeni,丸紅株式会社,Forbes Global 2020,442,$63.6 B,$1.4 B,$62.7 B,$8.5 B,-,-,-,-,-,-,-
中央区,日本橋２丁目,日八京,東京都中央区日本橋二丁目５番１号,35.6814721,139.7738269,TDK,TDK株式会社,Forbes Global 2020,786,$12.6 B,$854.3 M,$18.9 B,$11.1 B,-,-,-,-,-,-,-
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町７番３号,35.6899702,139.7795589,Hulic,ヒューリック株式会社,Forbes Global 2020,1631,$3.6 B,$601.1 M,$17.3 B,$6.7 B,-,-,-,-,-,-,-
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町２丁目１番１号,35.6867956,139.7729814,Mitsui Fudosan,三井不動産株式会社,Forbes Global 2020,367,$17.5 B,$1.5 B,$67.2 B,$18.2 B,-,-,-,-,-,-,-
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町２－４－３　日本橋室町野村ビル,35.6873292,139.7739142,Shinsei Bank,株式会社新生銀行,Forbes Global 2020,1299,$2.8 B,$512.4 M,$93.1 B,$2.9 B,-,-,-,-,-,-,-
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町２－１－１,35.6867956,139.7729814,Toray Industries,東レ株式会社,Forbes Global 2020,829,$20.8 B,$589 M,$25.6 B,$7.5 B,-,-,-,-,-,-,-
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町一丁目１４番１０号,35.6804283,139.7811555,Kao,花王株式会社,Forbes Global 2020,604,$13.7 B,$1.4 B,$14.5 B,$37.4 B,-,-,-,-,-,-,-
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町１丁目２－１０,35.681183,139.7796543,Japan Securities,日本証券金融株式会社,Forbes Global 2020,1645,$267 M,$32.7 M,$90.9 B,$438 M,-,-,-,-,-,-,-
中央区,日本橋兜町,-,東京都中央区日本橋兜町２－１,35.6825369,139.778873,Japan Exchange Group,株式会社日本取引所グループ,Forbes Global 2020,962,$1.1 B,$437.9 M,$623.3 B,$10.1 B,-,-,-,-,-,-,-
中央区,日本橋２丁目,日八京,東京都中央区日本橋２丁目７番１号,35.6819129,139.774275,Concordia Financial Group,株式会社　コンコルディア・フィナンシャルグループ,Forbes Global 2020,1302,$2.8 B,$446.2 M,$175.2 B,$3.6 B,-,-,-,-,-,-,-
中央区,日本橋２丁目,日八京,東京都中央区日本橋２丁目７－１　,35.6819129,139.774275,Marubeni,丸紅株式会社,Fortune Global 2020,-,-,-,-,-,62798.9,-1816.1,58481,-5.9,-187.2,49515,-26
中央区,日本橋２丁目,日八京,東京都中央区日本橋２丁目１－１　,35.6827054,139.7725567,Takeda Pharmaceutical,武田薬品工業株式会社,Fortune Global 2020,-,-,-,-,-,30271.5,406.9,118636.9,60,-58.7,47495,new
中央区,日本橋２丁目,日八京,東京都中央区日本橋２－７－１,35.6819129,139.774275,T&D Holdings,株式会社T&Dホールディングス,Forbes Global 2020,741,$18.6 B,$571.5 M,$150.9 B,$5.3 B,-,-,-,-,-,-,-
中央区,日本橋１丁目,日八京,東京都中央区日本橋１丁目９－１,35.6837775,139.7761508,Nomura,野村證券株式会社,Forbes Global 2020,299,$19.1 B,$2.3 B,$425.5 B,$13 B,-,-,-,-,-,-,-
中央区,築地１丁目,-,東京都中央区築地１丁目１３－１　銀座松竹スクエア,35.6681514,139.769492,Hanwa,阪和興業株式会社,Forbes Global 2020,1794,$17.8 B,$114.8 M,$8.3 B,$658 M,-,-,-,-,-,-,-
中央区,新川２丁目,-,東京都中央区新川２丁目２７番２号　東京住友ツインビルディング西館,35.6742708,139.7843011,MS&AD Insurance,MS&ADインシュアランス グループ ホールディングス株式会社,Forbes Global 2020,215,$50.6 B,$2.6 B,$220.1 B,$16.7 B,-,-,-,-,-,-,-
中央区,新川２丁目,-,東京都中央区新川２丁目２７番１号　東京住友ツインビル（東館）,35.6735923,139.7844476,Sumitomo Chemical,住友化学株式会社,Forbes Global 2020,897,$20.7 B,$611 M,$33.8 B,$5.1 B,-,-,-,-,-,-,-
中央区,銀座８丁目,-,東京都中央区銀座８丁目８,35.6682335,139.7615342,Seven & I Holdings,株式会社セブン＆アイ・ホールディングス,Fortune Global 2020,-,-,-,-,-,60951.8,2001.5,55604,-0.9,8.9,98039,-19
中央区,銀座７丁目,-,東京都中央区銀座７－５－５,35.6698595,139.76134,Shiseido,株式会社　資生堂,Forbes Global 2020,888,$10.4 B,$674.8 M,$11.2 B,$23.8 B,-,-,-,-,-,-,-
中央区,銀座６丁目,-,東京都中央区銀座６丁目１５番１号,35.668185,139.7662463,Electric Power Development,電源開発株式会社,Forbes Global 2020,1508,$8.4 B,$388.8 M,$26 B,$3.7 B,-,-,-,-,-,-,-
中央区,銀座４丁目,-,東京都中央区銀座４丁目７番５号,35.671298,139.7665147,Oji Holdings,王子ホールディングス株式会社,Forbes Global 2020,1207,$13.9 B,$555.2 M,$17.8 B,$5.1 B,-,-,-,-,-,-,-
中央区,銀座２丁目,-,東京都中央区銀座２丁目１６－１０,35.6706883,139.7705441,Yamato Holdings,ヤマトホールディングス株式会社,Forbes Global 2020,1603,$14.9 B,$127.5 M,$10.7 B,$7 B,-,-,-,-,-,-,-
中央区,京橋２丁目,日八京,東京都中央区京橋二丁目１６番１号,35.6764573,139.7730329,Shimizu,清水建設株式会社,Forbes Global 2020,942,$16.1 B,$1.1 B,$16.9 B,$6 B,-,-,-,-,-,-,-
中央区,京橋２丁目,日八京,東京都中央区京橋ニ丁目４番１６号,35.6769281,139.7689714,Meiji Holdings,明治ホールディングス株式会社,Forbes Global 2020,1212,$11.5 B,$481 M,$9.5 B,$10.1 B,-,-,-,-,-,-,-
中央区,京橋３丁目,日八京,東京都中央区京橋３丁目１番１号　,35.6760999,139.7683818,Bridgestone,"	株式会社ブリヂストン",Forbes Global 2020,327,$32.3 B,$2.7 B,$36.3 B,$20.7 B,-,-,-,-,-,-,-
中央区,京橋３丁目,日八京,東京都中央区京橋３丁目１－１　,35.6760999,139.7683818,Bridgestone,"	株式会社ブリヂストン",Fortune Global 2020,-,-,-,-,-,32339.9,2684,36319.8,-2.2,1.6,143589,-13
中央区,京橋１丁目,日八京,東京都中央区京橋１丁目１５番１号,35.676999,139.7733533,Ajinomoto,味の素株式会社,Forbes Global 2020,1505,$10.2 B,$284.1 M,$12.9 B,$9.8 B,-,-,-,-,-,-,-
品川区,北品川５丁目,-,東京都品川区北品川５丁目９－１２,35.6190575,139.7348167,Kobe Steel,株式会社　神戸製鋼所,Forbes Global 2020,1366,$17.5 B,$-17.2 M,$22.2 B,$1.2 B,-,-,-,-,-,-,-
品川区,南品川４丁目,-,東京都品川区南品川４丁目７－１６,35.6132725,139.7362279,Nippon Paint,日本ペイント株式会社,Forbes Global 2020,1433,$6.3 B,$336.8 M,$13.6 B,$18.6 B,-,-,-,-,-,-,-
品川区,南大井６丁目,-,東京都品川区南大井６－２６－１　大森ベルポートＡ館,35.5881688,139.7320723,Isuzu Motors,いすゞ自動車株式会社,Forbes Global 2020,943,$19.1 B,$797.2 M,$19.6 B,$5.7 B,-,-,-,-,-,-,-
品川区,東品川２丁目,-,東京都品川区東品川二丁目４番１１号　野村不動産天王洲ビル,35.619999,139.7511421,Japan Airlines,日本航空株式会社,Forbes Global 2020,951,$13.6 B,$1.1 B,$17.9 B,$6.1 B,-,-,-,-,-,-,-
