指標名,ホール・劇場,,,,,,,,,,,,,,,,,
出典,東京都生活文化局,,,,,,,,,,,,,,,,,
年次,平成31年3月,,,,,,,,,,,,,,,,,
URL,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271.html,,,,,,,,,,,,,,,,,
備考,野外会場も含む,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,電話番号,URL,客席数,収容人数,舞台形式,全体形式,客席形式,これまでの利用実績ジャンル,施設に適しているもしくは利用して欲しいジャンル,利用対象,利用条件を設定している場合の条件,利用可能時間帯
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-42-4　　代々木P1ビルB1F,35.682678,139.699503,代々木Ｂａｒｂａｒａ,03-3320-5895,http://www.yoyogi-barbara.jp/,,,,,,,,,,
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-53-1,35.684217,139.699962,山野ホール,03-3379-0111,http://www.yamanohall.com/,,,,,,,,,,
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-58-11 　中沢ビルB1F,35.684622,139.700358,アトリエ・ムジカ,03-5350-2250,http://home.att.ne.jp/kiwi/musica/,,,,,,,,,,
渋谷区,代官山町,-,東京都渋谷区代官山町20-20 　モンシェリー代官山B2F,35.648082,139.7022345,晴れたら空に豆まいて,03-5456-8880,http://mameromantic.com/,,,,,,,,,,
新宿区,早稲田町,-,東京都新宿区早稲田町74　ビューロー早稲田B1F,35.705862,139.7225385,Space 早稲田,03-3208-3920,http://www.ryuzanji.com/r-waseda.html,,,,,,,,,,
新宿区,早稲田町,-,東京都新宿区早稲田町74 早稲田オアシスビルB1F,35.705862,139.7225385,早稲田RiNen,0,http://waseda-rinen.com/,,,,,,,,,,
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5-24-2 　タカシマヤタイムズスクエア 南館7F,35.685936,139.702536,紀伊國屋サザンシアターＴＡＫＡＳＨＩＭＡＹＡ,03-5361-3321,https://www.kinokuniya.co.jp/c/store/theatre.html,468,468,プロセニアム形式,シューボックス形式,固定席,演劇、ミュージカル、能・狂言、お笑い・寄席・演芸、映像上映会（試写会など）、講演会,演劇、ミュージカル、お笑い・寄席・演芸、映像上映会（試写会など）、講演会,一般に貸出している,,09:00～21:00
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5-24-55,35.688654,139.701231,LUMINE 0〔ホール〕,03-3352-1146,http://www.lumine.ne.jp/luminezero/,368,368,プロセニアム形式,アリーナ・平土間形式、扇形形式,ロールバックチェア、可動席（スタッキングチェア）,ジャズ、演劇、映像上映会（試写会など）、講演会、展示会,ポップス、演歌・歌謡曲、ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会,一般に貸出している,,10:00～22:00
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5-24-55,35.688654,139.701231,LUMINE 0〔スタジオ1〕,03-3352-1146,http://www.lumine.ne.jp/luminezero/,110,110,その他（カンファレンス）,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,講演会、展示会,講演会、展示会,一般に貸出している,,-
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5-24-55,35.688654,139.701231,LUMINE 0〔スタジオ2〕,03-3352-1146,http://www.lumine.ne.jp/luminezero/,110,110,その他（カンファレンス）,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,講演会、展示会,講演会、展示会,一般に貸出している,,-
渋谷区,千駄ケ谷４丁目,-,東京都渋谷区千駄ヶ谷4-18-1,35.680437,139.7082375,国立能楽堂〔能舞台〕,03-3423-1331,https://www.ntj.jac.go.jp/nou.html,627,627,その他（能舞台）,その他,固定席,能・狂言,能・狂言,利用条件を設定している（市・区での活動団体等）,能、狂言での使用を優先,10:00～21:00
渋谷区,千駄ケ谷４丁目,-,東京都渋谷区千駄ヶ谷4-18-1,35.680437,139.7082375,国立能楽堂〔研修能舞台〕,03-3423-1331,https://www.ntj.jac.go.jp/nou.html,100,100,その他（能舞台）,その他,可動席（スタッキングチェア）,能・狂言,能・狂言,利用条件を設定している（市・区での活動団体等）,能、狂言での使用を優先、自主事業（養成事業）での使用が主。,10:00～21:00
渋谷区,千駄ケ谷４丁目,-,東京都渋谷区千駄ケ谷4-25-2,35.681004,139.7049885,ＳＹＤホール〔SYDホール〕,03-3405-5555,https://syd.or.jp/facility/sydhall/,280,280,その他,シューボックス形式,可動席（スタッキングチェア）,ジャズ、お笑い・寄席・演芸、講演会,,,,09:00～21:00
渋谷区,千駄ケ谷４丁目,-,東京都渋谷区千駄ヶ谷4-3-10 　ニューベリー千駄ヶ谷B1F,35.679348,139.703967,北参道ストロボカフェ,03-3405-2005,http://www.strobe-cafe.com/kitasando/,50,60,,,,ポップス、クラシック、ジャズ、お笑い・寄席・演芸、合唱、映像上映会（試写会など）、展示会,ポップス、クラシック、ジャズ、お笑い・寄席・演芸、合唱、映像上映会（試写会など）、展示会,一般に貸出している,,-
港区,赤坂９丁目,六本木,東京都港区赤坂9-6-41　乃木坂ビルB1F,35.667774,139.727772,BAR COREDO〔EVENT SPACE COREDO〕,03-6434-7808,http://www.barcoredo.com/,,,,,,演劇、お笑い・寄席・演芸、ダンス・パフォーマンス、映像上映会（試写会など）、講演会,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、歌舞伎、能・狂言、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会、その他1（レッスン）,一般に貸出している,,10:30～23:00
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4 　東京ミッドタウンガーデンテラス4F,35.66646,139.730283,Ｂｉｌｌｂｏａｒｄ－ＬＩＶＥ東京,03-3405-1133,http://www.billboard-live.com/hall/t_index.html,,,,,,,,,,
港区,赤坂７丁目,赤坂,東京都港区赤坂7-2-21 　草月会館B1F,35.674083,139.7293155,草月会館〔草月ホール〕,03-3408-9113,http://www.sogetsu.or.jp/know/hall/,530,530,プロセニアム形式,その他,固定席、可動席（スタッキングチェア）,ポップス、演劇、お笑い・寄席・演芸、ダンス・パフォーマンス、映像上映会（試写会など）、講演会,ポップス、お笑い・寄席・演芸、映像上映会（試写会など）、講演会,一般に貸出している,,09:00～21:00
港区,赤坂７丁目,赤坂,東京都港区赤坂7-5-56 　OAG ハウス,35.673093,139.730094,ドイツ文化会館 ＯＡＧホール,03-3582-7743,http://www.oag.jp/jp/ueber-die-oag/veranstaltungsraeume/,,,,,,,,,,
港区,赤坂６丁目,赤坂,東京都港区赤坂6-6-4 　赤坂栄ビルB1F,35.670384,139.7375595,赤坂ジャズライブスポットＢ－ｆｌａｔ,03-5563-2563,http://bflat.biz/,150,150,オープン形式,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,ジャズ,ジャズ,一般に貸出している,,09:00～16:00
港区,赤坂５丁目,赤坂,東京都港区赤坂5-3-2　赤坂サカス内,35.672535,139.735296,マイナビBLITZ赤坂,03-3584-8811,http://www.tbs.co.jp/blitz,604,1418,,,,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会、その他1（番組収録など。）,その他1（ジャンル問わず。）,,,
港区,赤坂５丁目,赤坂,東京都港区赤坂5-3-2　赤坂サカス内,35.672535,139.735296,TBS赤坂ACTシアター,03-3589-2277,http://www.tbs.co.jp/act/,1324,1382,プロセニアム形式,その他,固定席,ポップス、演歌・歌謡曲、演劇、ミュージカル、歌舞伎、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、ダンス・パフォーマンス、映像上映会（試写会など）、その他1（株主総会）,ポップス、演歌・歌謡曲、演劇、ミュージカル、歌舞伎、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、ダンス・パフォーマンス、映像上映会（試写会など）、その他1（株主総会）,一般に貸出している,,
港区,赤坂４丁目,赤坂,東京都港区赤坂4-18-13　赤坂コミュニティーぷらざ内,35.674659,139.731849,赤坂区民センター〔区民ホール〕,03-5413-2711,http://www.akasaka-civiccenter.jp/shisetsu/list_1.html,,,,,,,,,,
港区,赤坂３丁目,赤坂,東京都港区赤坂3-10-9　赤坂グランベルホテルB2F,35.675595,139.737087,赤坂RED/THEATER,03-5575-3474,http://www.red-theater.net/,,,プロセニアム形式,,固定席,演劇、ミュージカル、お笑い・寄席・演芸、ダンス・パフォーマンス、講演会,クラシック、ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、お笑い・寄席・演芸、ダンス・パフォーマンス、講演会,一般に貸出している,,10:00～22:30
港区,赤坂３丁目,赤坂,東京都港区赤坂3-11-7 　ソシアル赤坂地下,35.674551,139.7375685,ＣＲＡＷＦＩＳＨ,03-3584-2496,http://crawfish.jp/,,,,,,,,,,
港区,赤坂３丁目,赤坂,東京都港区赤坂3-17-8 　都ビル2F,35.675091,139.736277,ノヴェンバー・イレブンス１１１１ Ｐａｒｔ２,03-3588-8104,http://www.risingdragon.jp/index.html,50,60,オープン形式,その他,可動席（スタッキングチェア）,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、世界の民族音楽、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会,ポップス、ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会,一般に貸出している,,10:00～22:30
港区,赤坂２丁目,赤坂,東京都港区赤坂2-14-1 　赤坂山王会館B1F,35.672877,139.737888,赤坂ＣＬＵＢ ＴＥＮＪＩＫＵ,03-3560-2040,http://www.clubtenjiku.jp/,,,,,,,,,,
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-13-1,35.666955,139.740885,サントリーホール〔ブルーローズ（小ホール）〕,03-3505-1001,http://www.suntory.co.jp/suntoryhall/,,,,,,クラシック、ジャズ、演劇、日本の伝統音楽（邦楽等）、世界の民族音楽、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、その他1（レセプション）、その他2（大ホール併催企画）,クラシック、合唱、その他1（大ホール併催企画）,利用条件を設定している（市・区での活動団体等）,直接問い合わせて下さい。,09:00～21:30
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-13-1,35.666955,139.740885,サントリーホール〔大ホール〕,03-3505-1001,http://www.suntory.co.jp/suntoryhall/,2006,2006,オープン形式,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）（ヴィンヤード形式）,クラシック、ジャズ、日本の伝統音楽（邦楽等）、オペラ、合唱,クラシック、合唱,利用条件を設定している（市・区での活動団体等）,直接問い合わせて下さい。,09:00～21:30
港区,西麻布１丁目,-,東京都港区西麻布1-2-9,35.661456,139.7273355,ＥＸ ＴＨＥＡＴＥＲ ＲＯＰＰＯＮＧＩ,03-6406-2222,http://www.ex-theater.com,920,1746,オープン形式,シューボックス形式,固定席、ロールバックチェア、可動席（スタッキングチェア）,,,利用条件を設定している（市・区での活動団体等）,個人への貸出不可、法人に限る。,09:00～22:00
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田3-20-6 スパイラルビルB1F,35.711379,139.711608,西早稲田BLAH BLAH BLAH,03-6380-3113,https://www.blah-blah-blah.tokyo/,,,,,,,,,,
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田3-27-4　第一キャラット河俣Ｂ1F,35.711685,139.7107125,高田馬場ＲＡＢＩＮＥＳＴ,050-3324-6751,http://www.rabinest.com/,,,,,,,,,,
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-3-1,35.707743,139.7168145,早稲田奉仕園〔スコットホール・講堂〕,03-3205-5411,http://www.hoshien.or.jp/seminar/scotthall.html,200,200,プロセニアム形式,シューボックス形式,可動席（スタッキングチェア）,,,,,
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-3-1,35.707743,139.7168145,早稲田奉仕園〔リバティホール〕,03-3205-5411,http://www.hoshien.or.jp/seminar/libertyhall.html,80,80,プロセニアム形式,シューボックス形式,可動席（スタッキングチェア）,,,,,
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田２-３-１８,35.707986,139.716333,Tokyo Concerts Lab.,03-3200-9755,http://tocon-lab.com/,100,100,オープン形式,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,,,,,09:00～21:00
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-20-14,35.710776,139.7178495,早稲田大学　井深記念ホール,03-3204-2253,http://www.waseda.jp/top/about/work/organizations/academ0ic-affairs-division/international-conference-center,,,,,,,,,,
新宿区,西新宿８丁目,-,東京都新宿区西新宿8-11-1　日東星野ビル2F,35.694801,139.692375,ムラマツホール,03-3367-6000,https://www.muramatsuflute.com/school/rentalhall.html,,,,,,,,,,
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-13-5　第12山京ビルＢ1F,35.694666,139.6966095,ライブハウス新宿21世紀,03-3363-2100,http://21seiki.wix.com/livehouse,,,,,,,,,,
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-21-20　関東交通共済協同組合ビルB2F,35.694351,139.695066,関交協ハーモニックホール,03-6904-7052,http://www.silver-hearts.com/harmonichall/index.html,,,,,,,,,,
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-5-1 　アイランドホール2F,35.693082,139.6931445,新宿ＲｅＮＹ,03-5990-5561,http://ruido.org/reny/,,,,,,,,,,
新宿区,西新宿４丁目,-,東京都新宿区西新宿4-33-7,35.686206,139.68909,新宿区角筈区民ホール〔角筈区民ホール〕,03-3377-1372,http://www.shinjuku.hall-info.jp/pc/event_tsunohazu.html,236,236,プロセニアム形式,シューボックス形式,固定席,講演会、その他1（ピアノ発表会）,講演会、その他1（ピアノ発表会）,一般に貸出している,,09:00～21:45
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-15-8　西新宿パールビルＢ1F,35.683902,139.689693,ＬＩＶＥ ＨＯＵＳＥ ＷＡＬＬ,03-5351-6241,http://wall-moonstep.com/wall/top.html,,,,,,,,,,
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-20-2　東京オペラシティ3Ｆ,35.683002,139.6867545,東京オペラシティ 〔東京オペラシティ　コンサートホール：タケミツ　メモリアル〕,03-5353-0788,https://www.operacity.jp/concert/,1632,1632,オープン形式,シューボックス形式,固定席,クラシック、ジャズ、合唱、その他1（クラシック（現代音楽含む）中心ですが、ジャズ、合唱についてもよくご利用いただいています。）,クラシック、ジャズ、合唱、その他1（従来からのクラシック（現代音楽含む）の他、ジャズ、合唱等の分野で益々のご利用をお待ちしています。）,一般に貸出している,,09:00～21:30
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-20-2　東京オペラシティ3Ｆ,35.683002,139.6867545,近江楽堂,03-5353-6937,http://www.oumigakudou.com/index.html,120,120,,,,,クラシック、演劇、ミュージカル、日本の伝統音楽（邦楽等）、ダンス・パフォーマンス,一般に貸出している,,09:30～21:30
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-20-2　東京オペラシティB1F,35.683002,139.6867545,東京オペラシティ 〔東京オペラシティ　リサイタルホール〕,03-5353-0788,https://www.operacity.jp/concert/,265,265,オープン形式,シューボックス形式,可動席（スタッキングチェア）,クラシック、ジャズ、日本の伝統音楽（邦楽等）、世界の民族音楽、合唱、その他1（クラシック（現代音楽含む）中心ですが、ジャズ、世界の民族音楽、合唱についてもよくご利用いただいています。）,クラシック、ジャズ、合唱、その他1（従来からのクラシック（現代音楽含む）の他、ジャズ、合唱等の分野で益々のご利用をお待ちしています。）,一般に貸出している,,09:00～21:30
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-13-12　西新宿昭和ビル8Ｆ,35.689797,139.696677,ドルチェ楽器　管楽器アヴェニュー東京〔アーティストサロン”Dolce”〕,03-5909-1771,http://www.dolce.co.jp/salon/tokyo.html,,,,,,,,,,
渋谷区,西原３丁目,-,東京都渋谷区西原3-33-1,35.671185,139.6818045,ムジカーザ,03-5454-0054,http://www.musicasa.co.jp/members/index.html,120,120,オープン形式,その他,可動席（スタッキングチェア）,クラシック、ジャズ、演劇、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会,クラシック、日本の伝統音楽（邦楽等）、世界の民族音楽,一般に貸出している,,09:00～21:00
中央区,晴海５丁目,-,東京都中央区晴海5-7-1 4Ｆ,35.646948,139.7733255,晴海客船ターミナルホール〔晴海ターミナルホール〕,03-3536-8651,http://www.tptc.co.jp/terminal/guide/harumi/hall,600,600,その他（可動舞台）,その他,可動席（スタッキングチェア）,ポップス、演歌・歌謡曲、ダンス・パフォーマンス、映像上映会（試写会など）、講演会、展示会、その他1（雑貨販売）、その他2（コスプレイベント）、その他3（プロレス）,ダンス・パフォーマンス、映像上映会（試写会など）、講演会、展示会、その他1（雑貨販売）、その他2（コスプレイベント）、その他3（プロレス）,一般に貸出している,,
中央区,晴海１丁目,-,東京都中央区晴海1-8-9,35.65683,139.7819475,第一生命ホール,03-3532-3535,http://www.dai-ichi-seimei-hall.jp/,767,767,プロセニアム形式,その他（オーバル）,固定席,クラシック、日本の伝統音楽（邦楽等）、合唱、講演会,クラシック、合唱,一般に貸出している,,09:00～21:30
渋谷区,神南２丁目,-,東京都渋谷区神南2-2-1,35.664939,139.696119,NHKホール,03-3465-1751,http://www.nhk-sc.or.jp/nhk_hall/index.html,3601,3601,プロセニアム形式,シューボックス形式,固定席,,,,,
渋谷区,神南１丁目,-,東京都渋谷区神南1-12-10　シダックス カルチャービレッジ8F,35.663634,139.7010015,シダックス・カルチャーホール,03-3770-1426,http://www.shidax.co.jp/ssv/hall/index.html,160,160,オープン形式,シューボックス形式,固定席,ポップス、演歌・歌謡曲、演劇、映像上映会（試写会など）,ポップス、演歌・歌謡曲、演劇,一般に貸出している,,-
渋谷区,神南１丁目,-,東京都渋谷区神南1-15-5 　神南プラザビルB1F,35.663526,139.699548,踊心ダンスシアター,03-6416-3352,http://odorigokoro.jp/theater/,,,,,,,,,,
渋谷区,神南１丁目,-,東京都渋谷区神南1-15-8 　引き出しのような家にB1F,35.663751,139.699368,ｎａｇｏｍｉｘ渋谷,03-6809-0833,http://www.nagomix.co.jp/,,,,,,,,,,
渋谷区,神南１丁目,-,東京都渋谷区神南1-21-3 渋谷MODI 7F,35.661582,139.7004705,HMV&BOOKS TOKYO・7Fイベントスペース,03-5784-3270 ,http://www.hmv.co.jp/store/BTK/,,,,,,,,,,
渋谷区,神南１丁目,-,東京都渋谷区神南1-23-13 B2F,35.660142,139.700979,渋谷ＰＬＵＧ,03-5428-9188,http://shibuya-plug.tv/,,,,,,,,,,
渋谷区,神南１丁目,-,東京都渋谷区神南1-3-4 　神南ビルB1F,35.664723,139.7012445,ＵＮＤＥＲ ＤＥＥＲ ＬＯＵＮＧＥ,03-5728-2655,http://www.under-dl.jp/,50,100,,,,ポップス、クラシック、演歌・歌謡曲、ジャズ、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会,ポップス、クラシック、演歌・歌謡曲、ジャズ、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会,一般に貸出している,,09:00～05:00
渋谷区,神南１丁目,-,東京都渋谷区神南1-6-8,35.664399,139.699386,Ｓｈｉｂｕｙａ ｅｇｇｍａｎ,03-3496-1561,http://www.eggman.jp,,,,,,,,,,
千代田区,神田和泉町,-,東京都千代田区神田和泉町1-2-19 　石井ビルＢ1F,35.699778,139.7762955,秋葉原地下（旧秋葉原 ROCKET GATE）,070-6472-9602,公式ページなし,,,,,,,,,,
千代田区,神田和泉町,-,東京都千代田区神田和泉町1,35.699157,139.776534,ちよだパークサイドプラザ〔多目的ホール〕,03-3864-8931,https://www.city.chiyoda.lg.jp/shisetsu/annai/021.html,0,100,その他（電動壁収納型）,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）（必要に応じﾊﾟｲﾌﾟ椅子使用）,ダンス・パフォーマンス、合唱、その他1（武道の練習）,ダンス・パフォーマンス、合唱,利用条件を設定している（市・区での活動団体等）,区団体登録,18:00～22:00
千代田区,神田淡路町２丁目,-,東京都千代田区神田淡路町2-101 3Ｆ,35.697573,139.7671245,ＷＡＴＥＲＲＡＳ ＣＯＭＭＯＮ ホール,"03-5294-6300
",http://www.waterrascommon.com/hall.html,169,210,オープン形式,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、日本の伝統音楽（邦楽等）、お笑い・寄席・演芸、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会,日本の伝統音楽（邦楽等）、お笑い・寄席・演芸、合唱、映像上映会（試写会など）、講演会、展示会,一般に貸出している,,09:00～22:00
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1-4-6 吉川ビルB1F,35.694756,139.7679795,神田THE SHOJIMARU,03-6206-9596,http://fukumarurec.wixsite.com/shojimaru,60,100,プロセニアム形式,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,,,,,
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1-23　神保町シアタービル2F,35.695035,139.761,神保町花月（神保町シアタービル）,03-3219-0678,http://www.yoshimoto.co.jp/jimbocho/,126,136,プロセニアム形式,シューボックス形式,固定席,演劇、お笑い・寄席・演芸、ダンス・パフォーマンス、映像上映会（試写会など）,演劇、お笑い・寄席・演芸、ダンス・パフォーマンス,一般に貸出している,,11:00～21:00
千代田区,神田小川町１丁目,-,東京都千代田区神田小川町1-4　宮地楽器神田店2Ｆ,35.695305,139.7665575,Ｚｉｐｐａｌ Ｈａｌｌ,070-5599-4157,http://www.miyaji.co.jp/zippalhall/,,,,,,ポップス、演歌・歌謡曲、演劇、お笑い・寄席・演芸、映像上映会（試写会など）、講演会、展示会,ポップス、演歌・歌謡曲,一般に貸出している,,11:00～22:00
千代田区,神田駿河台３丁目,-,東京都千代田区神田駿河台3-6,35.697015,139.765833,全電通ホール,03-3219-2211,http://www.zhall.or.jp/index.html,464,464,オープン形式,シューボックス形式、アリーナ・平土間形式、扇形形式,ロールバックチェア、可動席（スタッキングチェア）,ポップス、演劇、お笑い・寄席・演芸、ダンス・パフォーマンス、映像上映会（試写会など）、講演会、展示会,ポップス、演劇、お笑い・寄席・演芸、ダンス・パフォーマンス、映像上映会（試写会など）、講演会、展示会,一般に貸出している,,09:00～21:00
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台1-8-11 ,35.697879,139.7628225,東京YWCA会館〔カフマンホール〕,03-3293-5423,http://www.tokyo.ywca.or.jp/kashikaijo/,,,,,,,,,,
千代田区,神田司町,-,東京都千代田区神田司町2-16,35.693037,139.768506,神田さくら館〔多目的ホール〕,03-3256-6061,https://www.city.chiyoda.lg.jp/shisetsu/annai/022.html,,,,,,,,,,
千代田区,神田佐久間河岸,-,東京都千代田区神田佐久間河岸55 　ASビルB1F,35.697141,139.776462,秋葉原ＣＬＵＢ ＧＯＯＤＭＡＮ,03-3862-9010,http://clubgoodman.com/,,,,,,,,,,
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-18-8 　ニュー関口ビルB1F,35.664354,139.7026035,クロコダイル,03-3499-5205,http://www.crocodile-Live.jp/,100,250,,,可動席（スタッキングチェア）,その他1（オールジャンル）,ポップス、ジャズ、演劇、ミュージカル、お笑い・寄席・演芸、ダンス・パフォーマンス、映像上映会（試写会など）、講演会、展示会,一般に貸出している,,10:00～24:00
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-34-14　原宿表参道ビルB2F,35.668287,139.7039355,hall 60,03-5467-7051,http://hall60.com/index.html,,,,,,,,,,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-1,35.665785,139.7099295,カワイ表参道〔コンサートサロン　パウゼ〕,03-3409-2511,http://shop.kawai.jp/omotesando/floor/2f.html,,,,,,,,,,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-27-7 B1F,35.664804,139.7035215,Ｇａｌａｘｙ － ｇｉｎｇａｋｅｉ,03-6427-2099,http://www.thegalaxy.jp/,,,,,,,,,,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-44-2 　LAPIN ET HALOT ,35.664345,139.707666,ラパン・エ・アロ,03-5469-2570,http://www.lapin-et.com/index.html,,,,,,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、講演会、展示会,ポップス、演歌・歌謡曲、ジャズ、演劇、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、ダンス・パフォーマンス、講演会、展示会,一般に貸出している,,10:00～22:00
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-53-67,35.663238,139.708116,東京ウィメンズプラザ〔ホール〕,03-5467-1711,http://www1.tokyo-womens-plaza.metro.tokyo.jp/,310,,オープン形式,その他,固定席,講演会,講演会,利用条件を設定している（市・区での活動団体等）,-,09:00～21:00
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前 4-2-12 WES B1F,35.666334,139.7109915,表参道ＧＲＯＵＮＤ,03-5772-8566,http://www.omotesando-ground.jp/,158,,プロセニアム形式,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）、可動席（スタッキングチェア）（スタンディング）,,,一般に貸出している,,09:00～23:00
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-12-10,35.66736,139.708818,表参道ヒルズ　スペース オー,03-3497-0293,http://www.omotesandohills.com/event-space/space-o.html,,,,,,,,,,
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-28-21 　ハーモニー原宿B1F,35.669142,139.70691,Ｍｕｓｉｃ Ｒｅｓｔａｕｒａｎｔ Ｌａ Ｄｏｎｎａ,03-5775-6775,http://www.la-donna.jp/,,,,,,,,,,
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-1-10 ,35.674047,139.706631,千駄ヶ谷区民会館〔集会場〕,03-3402-7854,https://www.city.shibuya.tokyo.jp/shisetsu/chiiki/kumin_kaikan/km_sendagaya.html,327,327,プロセニアム形式,,固定席、可動席（スタッキングチェア）（折りたたみイス）,演劇、ダンス・パフォーマンス、合唱、講演会、その他1（新体操）,演劇、ダンス・パフォーマンス、合唱、講演会,一般に貸出している,,09:00～21:00
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-11-6,35.669088,139.7054025,ラフォーレミュージアム六本木,03-3585-7670,公式ページなし,,,,,,,,,,
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-13-14,35.669601,139.703823,原宿クエストホール,03-3470-6331,http://www.quest-hall.or.jp/,,,,,,,,,,
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-20-13 　ディアテックビル1F,35.671545,139.704498,原宿ストロボカフェ,03-6447-4495,http://www.strobe-cafe.com/harajuku/,,,,,,,,,,
