指標名,ホテル,,,,,,,,
出典,Hotels.com,,,,,,,,
年次,GPCI2019,,,,,,,,
URL,https://hotels.com/,,,,,,,,
備考,GPCI2019データ、そのためホテル名や住所が英語表記,,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,星数,室数,ホテルURL
中央区,日本橋小網町,-,"16-12 Nihonbashikoami-cho, Tokyo, Tokyo, 103-0016, Japan",35.685219,139.780047,VIA INN Nihonbashi Ningyocho,3,240,https://www.hotels.com/ho1182701376/
中央区,日本橋小伝馬町,-,"2-3, Nihonbashikodenmacho, Chuo, Tokyo, 103-0001, Japan",35.690281,139.778024,Dormy Inn Premium Tokyo Kodenmacho Hot Spring,3,134,https://www.hotels.com/ho621547/
中央区,日本橋小舟町,-,"9-14 Kobuna-cho, Nihonbashi, Chuo-ku, Tokyo, Tokyo-to, 103-0024, Japan",35.685518,139.779389,Sumisho Hotel,3,83,https://www.hotels.com/ho332805/
中央区,日本橋小舟町,-,"11-12, Nihombashi kobuna-cho Chuo-ku, Tokyo, Tokyo, 103-0024, Japan",35.687111,139.778723,Toyoko Inn Tokyo Nihombashi Mitsukoshi Mae A4,3,83,https://www.hotels.com/ho672967/
中央区,日本橋小舟町,-,"15-18 Kofunemachi Nihonbashi, Chuo-ku, Tokyo, Tokyo-to, 103-0024, Japan",35.685201,139.779614,Nishitetsu Inn Nihonbashi,3,263,https://www.hotels.com/ho391046/
中央区,日本橋小舟町,-,"9-14, Nihonbashikobunacho, Chuo-ku, Tokyo, Tokyo, 130-0024, Japan",35.685565,139.779383,Sumisho Hotel KABUKI,3,2,https://www.hotels.com/ho672085184/
中央区,日本橋小舟町,-,"14-13, Kobuna-cho, Nihonbashi, Chuo-ku,, Tokyo, Tokyo, Tokyo (prefecture), 103-0024, Japan",35.687637,139.77874,Super Hotel Tokyo Nihonbashi Mitsukoshi Mae,-,1,https://www.hotels.com/ho1168493696/
中央区,日本橋小舟町,-,"7-11 Nihonbashi Kobuna-cho, Tokyo, Tokyo, 103-0024, Japan",35.686384,139.778579,GIS Guest House Tokyo,2.5,3,https://www.hotels.com/ho533476/
中央区,日本橋小舟町,-,"4-9 Nihonbashikobunacho, Chuo, Marukou Nihonbashi Mitsukoshimae Bldg., Tokyo, Toyko, 1030024, Japan",35.6879,139.777251,TokyoGuest Nihombashi,2.5,13,https://www.hotels.com/ho1204988768/
中央区,日本橋室町３丁目,日八京,"3-4-4 Nihonbashi Muromachi, Chuo-ku, Tokyo, Tokyo, 103-0022, Japan",35.688353,139.773057,Mitsui Garden Hotel Nihonbashi Premier,3.5,264,https://www.hotels.com/ho749209440/
中央区,日本橋室町３丁目,日八京,"2-1-1 Nihonbashi Muromachi, Tokyo, Tokyo-to, 103-8328, Japan",35.68742,139.773037,Mandarin Oriental Tokyo,5,179,https://www.hotels.com/ho234710/
中央区,日本橋久松町,-,"4-7 Hisamatsucho Nihonbashi, Chuo, Tokyo, Tokyo-to, 1030005, Japan",35.690422,139.783903,GRIDS TOKYO NIHOMBASHI EAST HOTEL&HOSTEL,2,133,https://www.hotels.com/ho561060/
中央区,日本橋茅場町３丁目,-,"3-8-8 Nihombashi Kayabacho, Chuo-ku, Tokyo, Tokyo, 103-0025, Japan",35.677544,139.778042,MIMARU TOKYO HATCHOBORI,3.5,74,https://www.hotels.com/ho997744256/
中央区,日本橋茅場町３丁目,-,"3-3-3 Kayaba-Cho Nihom-Bashi, Chuo-ku, Tokyo, Tokyo-to, 103-0025, Japan",35.677864,139.777929,Hotel Villa Fontaine Tokyo-Hatchobori,3,115,https://www.hotels.com/ho328479/
中央区,日本橋茅場町２丁目,-,"2-13-5 Nihombashi-Kayabacho, Chuo-ku, Tokyo, Tokyo-to, 103-0025, Japan",35.67911,139.779649,Smile Hotel Tokyo Nihonbashi,3,171,https://www.hotels.com/ho365075/
中央区,日本橋茅場町２丁目,-,"3-7-3 Kayabacho, Nihombashi, Chuo-ku, Tokyo, 103-0025, Japan",35.678378,139.779104,Hotel LiVEMAX Kayabacho,2.5,102,https://www.hotels.com/ho643288/
中央区,日本橋茅場町１丁目,-,"1-3-10 Kayabacho Nihombashi Chuo-ku, Tokyo, Tokyo-to, 103-0025, Japan",35.680706,139.779893,Sotetsu Fresa Inn Nihombashi-Kayabacho,3,196,https://www.hotels.com/ho422808/
中央区,日本橋兜町,-,"18-3 Kabuto-cho, Nihonbashi Chuo-ku, Tokyo, 103-0026, Japan",35.679038,139.775878,Belken Hotel Tokyo,3,99,https://www.hotels.com/ho622321792/
中央区,日本橋兜町,-,"15-13 Nihonbashi Kabuto-cho, Chuo-ku, Tokyo, Tokyo, 103-0026, Japan",35.679423,139.776136,Center Hotel Tokyo,3,107,https://www.hotels.com/ho702337/
中央区,日本橋蛎殻町２丁目,-,"2-1-1 Nihonbashi-Kakigara-cho, Chuo-ku, Tokyo, Tokyo-to, 103-8520, Japan",35.68207,139.78608,Royal Park Hotel Tokyo Nihonbashi,4,419,https://www.hotels.com/ho129082/
中央区,日本橋蛎殻町２丁目,-,"2-16-9, Nihonbashikakigaracho, Chuo-ku, Tokyo, Tokyo, 103-0014, Japan",35.683854,139.787511,City Pension Zem,3,27,https://www.hotels.com/ho646411200/
中央区,日本橋蛎殻町２丁目,-,"4F Nihonbashi Suitengu Building, 2-11-3 Nihonbashikakigaracho Chuo, Tokyo, Tokyo, 1030014, Japan",35.683772,139.786488,withB Hostel Suitengumae,2,34,https://www.hotels.com/ho774291648/
中央区,日本橋蛎殻町１丁目,-,"1-10-2, Nihombashi Kakigara-cho chuo-ku, Tokyo, Tokyo, 103-0014, Japan",35.683288,139.781021,Toyoko Inn Tokyo Nihombashi Ningyocho,3,142,https://www.hotels.com/ho672903/
中央区,日本橋蛎殻町１丁目,-,"1-15-4 Nihonbashi Kakigaracho Chuo-ku, Tokyo, Tokyo-to, 103-0014, Japan",35.6832,139.782432,Sotetsu Fresa Inn Nihombashi-Ningyocho,3,128,https://www.hotels.com/ho421315/
中央区,日本橋蛎殻町１丁目,-,"1 Chome-2-10, Nihonbashikakigaracho, Chuo-ku, Tokyo, Tokyo, 103-0014, Japan",35.680862,139.783261,Kakigara Hotel,2.5,6,https://www.hotels.com/ho698916064/
中央区,日本橋蛎殻町１丁目,-,"1-1-1 Nihonbashi kakigaracho , Chuo-ku,, Tokyo, Tokyo, Tokyo (prefecture), 103-0014, Japan",35.680729,139.783509,Selmeas inn Nihonbashi,-,1,https://www.hotels.com/ho1168418336/
中央区,日本橋蛎殻町１丁目,-,"nihonbashikakikaracho, 1-26- 8, Tokyo, TOKYO, 103-0014, Japan",35.6824,139.784,Hotel Corest – Adults Only,3,18,https://www.hotels.com/ho1104867328/
中央区,日本橋横山町,-,"5F, 5-8 Yokoyamacho, Nihonbashi, Chuo-ku, Tokyo, Tokyo-to, 103-0003, Japan",35.692801,139.783309,Hotel Hoshi Kai Kan,2,21,https://www.hotels.com/ho392532/
中央区,日本橋横山町,-,"6-16 Nihonbashi Yokoyamacho, Chuo-ku, Tokyo, 103-0003, Japan",35.692624,139.783082,First Cabin Nihonbashi Yokoyamacho,1.5,150,https://www.hotels.com/ho668731/
中央区,日本橋横山町,-,"6-17 Nihonbashi Yokoyamacho, Tokyo, Tokyo, 103-0003, Japan",35.692597,139.782831,bed and mikan hostel Nihombashi,2.5,3,https://www.hotels.com/ho1140813184/
中央区,日本橋横山町,-,"5-13 Nihonbashi Yokoyamacho, Chuo, Tokyo, Tokyo, 103-0003, Japan",35.692587,139.783781,IRORI Nihonbashi Hostel and Kitchen,2,4,https://www.hotels.com/ho554342/
中央区,日本橋横山町,-,"3-14 Yokoyamacho Nihonbashi, Tokyo, Tokyo, 103-0003, Japan",35.691718,139.781599,obi Hostel,1,62,https://www.hotels.com/ho670116/
中央区,日本橋横山町,-,"Nihonbashiyokoyamacho, 6-17, Tokyo, Tokyo, 103-0003, Japan",35.69317,139.783609,bed&mikan Nihonbashi-Yokoyamacho,-,3,https://www.hotels.com/ho1012685792/
中央区,日本橋３丁目,日八京,"3-8-13 Nihonbashi, Chuo, Tokyo, Tokyo-to, 1030027, Japan",35.679942,139.773322,Tokyo Ekimae BAY HOTEL,1.5,168,https://www.hotels.com/ho562144/
千代田区,二番町,-,"2, Niban-cho, Chiyoda-ku, Tokyo, Tokyo-to, 102-0084, Japan",35.686497,139.737519,Tokyo Green Palace,3,238,https://www.hotels.com/ho266264/
港区,南麻布１丁目,-,"1-7-37 Minamiazabu, Minato-ku, Tokyo, Tokyo, 106-0047, Japan",35.651896,139.736728,OLYMPIC INN AZABU,3,85,https://www.hotels.com/ho659543008/
港区,南麻布１丁目,-,"1-5-30 Minami Azabu, Minato-ku, Tokyo, Tokyo-to, Japan",35.651714,139.734704,Palace Studio Minami Azabu,3,1,https://www.hotels.com/ho442104/
港区,南青山７丁目,-,"7-1-5 Minami Aoyama, Tokyo, Tokyo, 107-0062, Japan",35.6586,139.71354,Shimane Inn Aoyama,3,48,https://www.hotels.com/ho313859392/
港区,南青山４丁目,-,"4-17-58 MINAMIAOYAMA, MINATO-KU, TOKYO,, Tokyo, Tokyo (prefecture), Japan",35.665305,139.716459,Hotel Floracion Aoyama,3,189,https://www.hotels.com/ho583584/
港区,南青山４丁目,-,"4-3-2 Minamiaoyama, Tokyo, Tokyo, 107-0062, Japan",35.66633,139.720135,Male Only Dormitory Hotel Adonis - Hostel,1,5,https://www.hotels.com/ho1184498240/
港区,南青山３丁目,-,"3-1-5 Minami-Aoyama, Tokyo, Tokyo, 107-0062, Japan",35.668577,139.716683,Albida Hotel Aoyama - Caters to Women,2.5,102,https://www.hotels.com/ho994673856/
港区,南青山２丁目,-,"Minami-aoyama 2-27-18 Minato-ku, Tokyo, Tokyo-to, 107-0062, Japan",35.668631,139.716669,Tokyu Stay Aoyama Premier,3,170,https://www.hotels.com/ho371879/
千代田区,内神田３丁目,-,"3-2-10, Uchikanda, Chiyoda-ku, Tokyo, Tokyo, 101-0047, Japan",35.689408,139.768977,Tosei Hotel Cocone Kanda,3,111,https://www.hotels.com/ho679938144/
千代田区,内神田２丁目,-,"2-1-2 Uchi-Kanda, Chiyoda-ku, Tokyo, Tokyo, Japan",35.689229,139.766828,Mitsui Garden Hotel Otemachi,3.5,191,https://www.hotels.com/ho696463488/
千代田区,内神田２丁目,-,"1-8-8 Uchi Kanda, Chiyoda-ku, Tokyo, Tokyo-to, 101-0047, Japan",35.690508,139.767083,Hotel Villa Fontaine Tokyo-Otemachi,3,143,https://www.hotels.com/ho328477/
千代田区,内神田２丁目,-,"2-8-4, Uchikanda, Chiyoda-ku, Tokyo, 101-0047, Japan",35.690589,139.768418,UNIZO INN Tokyo Kandaeki-West,3,219,https://www.hotels.com/ho650236/
千代田区,内神田２丁目,-,"2-2, Kandatsukasamachi, Chiyoda, Tokyo, Tokyo-to, 101-0048, Japan",35.692348,139.768294,Grand Central Hotel,3,157,https://www.hotels.com/ho415873/
千代田区,内神田１丁目,-,"1-8-10, Uchikanda, Chiyoda-ku, Tokyo, Tokyo-to, 101-0047, Japan",35.690275,139.766992,Toyoko Inn Tokyo Otemachi A1,3,130,https://www.hotels.com/ho619519968/
千代田区,内神田１丁目,-,"Minami Tokkyo Building 5F, 1-6-3, Uchikanda, Chiyoda-ku, Tokyo, Tokyo, 101-0047, Japan",35.689903,139.766428,The Wardrobe Hostel Tree,1,20,https://www.hotels.com/ho1122619360/
千代田区,内幸町１丁目,-,"1-1-1 Uchisaiwaicho Chiyoda-ku, Tokyo, Tokyo-to, 100-8558, Japan",35.67252,139.75738,Imperial Hotel,5,931,https://www.hotels.com/ho118482/
千代田区,内幸町１丁目,-,"1-5-2 Uchisaiwai-cho, Chiyoda-ku, Tokyo, Tokyo-to, 100-0011, Japan",35.669389,139.758353,Daiichi Hotel Annex,4,180,https://www.hotels.com/ho126094/
渋谷区,道玄坂１丁目,-,"26-1 Sakuragaoka-cho, Shibuya-ku, Tokyo, Tokyo-to, 150-8512, Japan",35.65677,139.699614,Cerulean Tower Tokyu Hotel,4.5,408,https://www.hotels.com/ho194685/
渋谷区,道玄坂１丁目,-,"1-12-2, Dogenzaka, Shibuya-ku, Tokyo, Tokyo-to, 150-0043, Japan",35.65848,139.699906,Shibuya Excel Hotel Tokyu,3.5,408,https://www.hotels.com/ho190674/
港区,東麻布２丁目,-,"2-22-6 Higashi Azabu, Tokyo, 106-0044, Japan",35.656753,139.741149,Book Tea Bed AZABU-JUBAN - Hostel,2,34,https://www.hotels.com/ho623929952/
港区,東麻布２丁目,-,"2-26-8, higashiazabu,, Tokyo, Tokyo, 1060044, Japan",35.656166,139.74117,hotel azabu ten,-,9,https://www.hotels.com/ho1239030144/
港区,東麻布１丁目,-,"1-13-7 Higashiazabu, Minato-ku, Tokyo, Tokyo, 106-0044, Japan",35.656412,139.742566,Floral Iron Tower Hotel Tokyo,3,10,https://www.hotels.com/ho1081342528/
港区,東麻布１丁目,-,"1-17-9 Higashi-Azabu, Minato-ku, Tokyo, Tokyo, 106-0044, Japan",35.656012,139.743395,The Guest House Tokyo Azabu,2,2,https://www.hotels.com/ho644760384/
港区,東麻布１丁目,-,"1-8-2, HIGASHI-AZABU, Tokyo, TOKYO, 106-0044, Japan",35.65707,139.74318,NIBUNNO,3,2,https://www.hotels.com/ho867354496/
港区,東麻布１丁目,-,"1-29-20 Higashiazabu, Tokyo, 106-0044, Japan",35.65546,139.74213,HOSTEL & COFFEE SHOP ZABUTTON,2,5,https://www.hotels.com/ho768445984/
中央区,東日本橋３丁目,-,"Sanku Bld.7F, 3-9-2 Higashinihombashi, Chuo-ku, Tokyo, Tokyo, 103-0004, Japan",35.691487,139.78347,FULL CABIN HOSTEL,2,12,https://www.hotels.com/ho652941792/
中央区,東日本橋３丁目,-,"3-12-14, Higashinihonbashi, Chuo, Tokyo, Tokyo-to, 103-0004, Japan",35.69276,139.784883,APA Hotel Higashi-Nihombashi-Ekimae,3,219,https://www.hotels.com/ho461326/
中央区,東日本橋２丁目,-,"2-15-6 Higashi-Nihonbashi, Chuo-ku, Tokyo, Tokyo-to, 103-0004, Japan",35.693941,139.785233,R&B Hotel Higashi Nihonbashi,2.5,203,https://www.hotels.com/ho380239/
中央区,東日本橋２丁目,-,"2-25-4 Higashi-Nihonbashi, Chuo-ku, Tokyo, 103-0004, Japan",35.694286,139.787192,Guest House TRACE Higashi-nihonbashi Riverside - Hostel,1,86,https://www.hotels.com/ho622756608/
中央区,東日本橋２丁目,-,"2-24-9 Higashi-Nihonbashi, Tokyo, Tokyo, 1030004, Japan",35.694482,139.785925,Planetyze Hostel,1,34,https://www.hotels.com/ho670024/
千代田区,東神田２丁目,-,"2-8-16 Higashikanda, Chiyoda-ku, Tokyo, Tokyo-to, 101-0031, Japan",35.696411,139.780393,GRIDS TOKYO AKIHABARA HOTEL&HOSTEL,2,133,https://www.hotels.com/ho516866/
千代田区,東神田１丁目,-,"1-14-1 Higashi Kanda, Tokyo, Tokyo, 101-0031, Japan",35.693651,139.781061,APA Hotel Nihombashi Bakurocho-Ekikita,3,127,https://www.hotels.com/ho710678272/
千代田区,東神田１丁目,-,"1-9-10 Higashi-Kanda, Tokyo, 101-0031, Japan",35.694841,139.779668,Comfort Hotel Tokyo Higashi Kanda,2.5,188,https://www.hotels.com/ho556270816/
千代田区,東神田１丁目,-,"1-3-3 Higashikanda, Tokyo, Tokyo, 101-0031, Japan",35.69344,139.78006,Hotel & Hostel KIKKA Tokyo,1,74,https://www.hotels.com/ho883697600/
港区,東新橋２丁目,虎ノ門広域,"2-14-24 Higashi-Shimbashi, Minato-ku, Tokyo, Tokyo-to, 105-0021, Japan",35.660207,139.756739,Mitsui Garden Hotel Shiodome Italia-gai,3.5,372,https://www.hotels.com/ho338863/
港区,東新橋２丁目,虎ノ門広域,"2-7-8, Higashi-Shinbashi, Minato-ku, Tokyo, Tokyo, 105-0021, Japan",35.661835,139.756605,Anshin Oyado Premier Shinbashi Shiodome,2.5,180,https://www.hotels.com/ho639835/
港区,東新橋１丁目,虎ノ門広域,"1-9-1 Higashi-Shinbashi, Minato-ku, Tokyo, Tokyo-to, 105-7337, Japan",35.66341,139.76136,Conrad Tokyo,5,290,https://www.hotels.com/ho231056/
港区,東新橋１丁目,虎ノ門広域,"1-6-3 Higashi-Shimbashi, Minato-ku, Tokyo, Tokyo, 105-8333, Japan",35.66408,139.76092,The Royal Park Hotel Tokyo Shiodome,4,490,https://www.hotels.com/ho205955/
港区,東新橋１丁目,虎ノ門広域,"1-7-1 Higashi-Shimbashi, Minato-ku, Shiodome Media Tower, Tokyo, Tokyo, 105-7227, Japan",35.6635,139.75965,Park Hotel Tokyo,4,270,https://www.hotels.com/ho208182/
港区,東新橋１丁目,虎ノ門広域,"1-9-2 Higashi-shinbashi, Minato-ku, Tokyo, Tokyo-to, 105-0021, Japan",35.661877,139.759296,Hotel Villa Fontaine Tokyo-Shiodome,3.5,497,https://www.hotels.com/ho328480/
渋谷区,東１丁目,-,"1-29-3, Higashi, Tokyo, Tokyo, 1500011, Japan",35.65349,139.7071,MUSTARD HOTEL SHIBUYA - Hostel,2,106,https://www.hotels.com/ho869619008/
新宿区,天神町,-,"23-1 Tenjin-cho, Shinjuku-ku, Tokyo, 1620808, Japan",35.704931,139.731366,UNPLAN Kagurazaka - Hostel,1.5,7,https://www.hotels.com/ho581157/
新宿区,中落合１丁目,-,"1-1-3 Nakaochiai, Shinjuku-ku, Tokyo, 161-0032, Japan",35.716376,139.694078,Miyabiyado Takemine,3.5,20,https://www.hotels.com/ho536781/
新宿区,中井１丁目,-,"1-2-4 Nakai, Shinjuku-ku, Tokyo, Tokyo, 161-0035, Japan",35.715309,139.686488,Shinjuku Sky Capsule - Hostel,1,60,https://www.hotels.com/ho801957184/
中央区,築地７丁目,-,"7Chome-13-10, Tsukiji, Chuo-ku,Tokyo-to, Tokyo, Tokyo-to, 104-0045, Japan",35.665512,139.775543,Spatium Ginza,3.5,5,https://www.hotels.com/ho1065919200/
中央区,築地７丁目,-,"7-10-11, Tsukiji, Chuo-ku, Tokyo, Tokyo-to, 104-0045, Japan",35.666142,139.774866,APA Hotel Tsukiji-Eki-Minami,3,115,https://www.hotels.com/ho378358/
中央区,築地４丁目,-,"Tsukiji 4-11-5, Chuo-ku, Tokyo, Tokyo-to, 104-0045, Japan",35.665733,139.770954,Tokyu Stay Tsukiji,3,125,https://www.hotels.com/ho371791/
中央区,築地４丁目,-,"4-7-3 Tsukiji, Chuo-ku, Tokyo,, Tokyo, Tokyo (prefecture), 104-0045, Japan",35.666985,139.769764,Keio Presso Inn Higashi Ginza,3,1,https://www.hotels.com/ho704090048/
中央区,築地４丁目,-,"2-15-13 Tsukiji, Tokyo, Tokyo, 104-0045, Japan",35.666924,139.770211,Via Inn Higashi Ginza,3,297,https://www.hotels.com/ho609298272/
中央区,築地３丁目,-,"3 Chome-5-4 Tsukiji, Chuo-ku, Tokyo, 104-0045, Japan",35.669236,139.775012,HOTEL KEIHAN TSUKIJI GINZA GRANDE,3.5,297,https://www.hotels.com/ho718304032/
中央区,築地３丁目,-,"3-17-10 Tsukiji, Chuo-ku, Tokyo, Tokyo-to, 104-0045, Japan",35.665824,139.771462,OYO 43947 Tsukiji Businesshotel Ban,3,32,https://www.hotels.com/ho454753/
中央区,築地３丁目,-,"3-10-4 Tsukiji, Chuo-ku, Tokyo, 1140045, Japan",35.667645,139.773023,HOTEL ANN TSUKIJI,3,56,https://www.hotels.com/ho617772672/
中央区,築地３丁目,-,"3-1-5 Tsukiji Chuo-ku, Tokyo, Tokyo-to, 104-0045, Japan",35.669555,139.774467,Ginza Capital Hotel Akane,3,300,https://www.hotels.com/ho327495/
中央区,築地３丁目,-,"Chuo-ku Tsukiji 3-3-1, Tokyo, Tokyo, 1040045, Japan",35.669189,139.774225,Ginza Capital Hotel Moegi,2.5,136,https://www.hotels.com/ho943960928/
中央区,築地２丁目,-,"2-2-1 Tsukiji, Chuo-ku, Tokyo, Tokyo, 104-0045, Japan",35.66996,139.774034,Henn na Hotel Tokyo Ginza,3,98,https://www.hotels.com/ho621277888/
中央区,築地２丁目,-,"2-9-3, Tsukiji, Chuo-ku, Tokyo, Tokyo, 140-0045, Japan",35.669093,139.772971,"Hotel Oriental Express Tokyo Ginza (Open in July 26, 2019)",3,103,https://www.hotels.com/ho1129622336/
中央区,築地２丁目,-,"2-15-15 Tsukiji, Chuo-ku, Tokyo, 1040045, Japan",35.667385,139.77039,KEIKYU EX INN Higashiginza,3,198,https://www.hotels.com/ho687231/
中央区,築地２丁目,-,"2-1-4 Tsukiji, Chuo-ku, Tokyo, Tokyo-to, 104-0045, Japan",35.670337,139.773588,Ginza Capital Hotel Main,3,256,https://www.hotels.com/ho327492/
中央区,築地２丁目,-,"2-11-10 Tsukiji, Chuo-ku, Tokyo, 104-0045, Japan",35.668464,139.772439,First Cabin Tsukiji,1.5,160,https://www.hotels.com/ho537102/
中央区,築地２丁目,-,"2-12-1 Tsukiji, Chuo, Tokyo, Tokyo-to, 1040045, Japan",35.668548,139.771427,HOTEL LiVEMAX HIGASHI-GINZA,3,57,https://www.hotels.com/ho561331/
中央区,築地１丁目,-,"1-5-1 Tsukiji, Chuo-ku, Tokyo, Tokyo, Japan",35.670314,139.771778,Bed & Breakfast RENGA – Hostel,2,25,https://www.hotels.com/ho639597792/
中央区,築地１丁目,-,"1 Chome-9-4 Tsukiji, Tokyo, Tokyo, 104-0045, Japan",35.669231,139.771668,TSUKI,3.5,31,https://www.hotels.com/ho1059096480/
千代田区,鍛冶町２丁目,-,"2-10-3 Kajicho, Chiyoda-ku, Tokyo, Tokyo, Japan",35.693862,139.772399,APA HOTEL KANDA-EKIMAE,3,142,https://www.hotels.com/ho641866176/
千代田区,鍛冶町２丁目,-,"2-9-4 Kaji-cho, Chiyoda, Tokyo, Japan",35.692956,139.771841,nine hours woman Kanda,2,70,https://www.hotels.com/ho697399/
千代田区,鍛冶町１丁目,-,"1-9-15 Kajicho, Chiyoda-ku, Tokyo, Tokyo, 101-0044, Japan",35.690601,139.773299,ICI HOTEL Kanda by RELIEF,3.5,131,https://www.hotels.com/ho877472640/
千代田区,鍛冶町１丁目,-,"1-4-5 Kaji-cho, Tokyo, Tokyo-to, 1010044, Japan",35.689731,139.770687,Capsule Value Kanda,1.5,100,https://www.hotels.com/ho417443/
千代田区,大手町１丁目,大丸有,"1-9-1 Otemachi, Chiyoda-ku, Tokyo, 100-0004, Japan",35.687991,139.764836,HOSHINOYA Tokyo,5,84,https://www.hotels.com/ho629308/
千代田区,大手町１丁目,大丸有,"1-4-1 Otemachi, Chiyoda-Ku, Tokyo, Tokyo-to, 100-0004, Japan",35.691001,139.760242,KKR Hotel Tokyo,3.5,161,https://www.hotels.com/ho347601/
千代田区,大手町１丁目,大丸有,"The Otemachi Tower, 1-5-6 Otemachi Chiyoda-ku, Tokyo, Tokyo-to, 100-0004, Japan",35.684959,139.765648,Aman Tokyo,4,84,https://www.hotels.com/ho307914752/
千代田区,大手町１丁目,大丸有,"1-1-1 Otemachi, Chiyodaku, Tokyo, 100-0004, Japan",35.687096,139.762619,Ascott Marunouchi Tokyo,4.5,130,https://www.hotels.com/ho574575200/
渋谷区,大山町,-,"17-25 Oyama-cho, Shibuya-ku, Tokyo, Tokyo-to, 151-0065, Japan",35.668436,139.673875,1/3rd Residence Serviced Apartments Shibuya-Yoyogi,3.5,5,https://www.hotels.com/ho486346/
新宿区,大京町,-,"21-25 Daikyouchou, Shinjuku-ku, Tokyo, Tokyo, 160-0015, Japan",35.686329,139.717048,Hostel Pumpkey TOKYO,2,41,https://www.hotels.com/ho636162496/
新宿区,大久保２丁目,-,"Okubo 2-27-17, Tokyo, Tokyo, 169-0072, Japan",35.702453,139.703988,Blanc,-,3,https://www.hotels.com/ho1129689824/
新宿区,大久保１丁目,-,"2-3-15 Kabukicho, Shinjuku-ku, Tokyo, Tokyo-to, 160-0021, Japan",35.697959,139.707085,E Hotel Higashi Shinjuku,3,253,https://www.hotels.com/ho375526/
新宿区,大久保１丁目,-,"1-1-38 Okubo, Shinjuku-ku, Tokyo, Tokyo, 169-0072, Japan",35.699265,139.707117,GLOU Higashi Shinjuku,2.5,16,https://www.hotels.com/ho999090112/
新宿区,大久保１丁目,-,"1-12-27 Okubo, Shinjuku-ku, Tokyo, 169-0072, Japan",35.698936,139.703887,Tokyo House Inn,2.5,24,https://www.hotels.com/ho535873/
新宿区,大久保１丁目,-,"1-15-11 Okubo, Shinjuku-ku, Tokyo, Tokyo, 169-0072, Japan",35.700774,139.703129,Hyu House - Hostel,2,7,https://www.hotels.com/ho670023/
新宿区,大久保１丁目,-,"1-7-26 Okubo, Shinjuku-ku, Tokyo, 169-0072, Japan",35.700114,139.705467,Sophiearth Apartment,1,20,https://www.hotels.com/ho535660/
港区,台場２丁目,-,"2-6-1 Daiba, Minato-ku, Tokyo, Tokyo-to, 135-8701, Japan",35.62506,139.77168,Grand Nikko Tokyo Daiba,4.5,882,https://www.hotels.com/ho138781/
港区,台場１丁目,-,"1-9-1 Daiba, Minato-ku, Tokyo, 135-8625, Japan",35.62692,139.770814,Hilton Tokyo Odaiba,4.5,453,https://www.hotels.com/ho127950/
渋谷区,代々木２丁目,-,"2-2-1 Yoyogi, Shibuya-ku, Tokyo, Tokyo-to, 151-8583, Japan",35.686294,139.700108,Century Southern Tower Hotel,4,375,https://www.hotels.com/ho143931/
渋谷区,代々木２丁目,-,"2-6-2 Yoyogi,shibuya-ku,tokyo 151-0053,, Tokyo, NRT, Japan",35.687759,139.698366,JR Kyusyu Hotel Blossom Shinjuku,3.5,1,https://www.hotels.com/ho381796352/
渋谷区,代々木２丁目,-,"2-3-1 Yoyogi, Shibuya, Tokyo, Tokyo-to, 151-0053, Japan",35.687244,139.699458,Hotel Sunroute Plaza Shinjuku,3.5,624,https://www.hotels.com/ho256969/
渋谷区,代々木１丁目,-,"1-36 Yoyogi, Shibuya-ku, Tokyo, Tokyo (prefecture), 151-0053, Japan",35.683923,139.701177,Zenriren Yoyogi-no-yado,-,1,https://www.hotels.com/ho316111584/
渋谷区,代々木１丁目,-,"1-43-2 Yoyogi, Tokyo, Tokyo, 151-0053, Japan",35.68277,139.69904,Yoyogi House,3,1,https://www.hotels.com/ho1022140448/
渋谷区,代官山町,-,"9-3 Daikanyamacho, Tokyo, Tokyo, 150-0034, Japan",35.650592,139.704148,Bed & Breakfast RENGA Daikanyama - Hostel,2,14,https://www.hotels.com/ho1022143808/
渋谷区,千駄ケ谷５丁目,-,"5-27-9 SENDAGAYA, SHIBUYA-KU,, Tokyo, Tokyo (prefecture), 1510051, Japan",35.686033,139.702923,Shinjuku Park,3,205,https://www.hotels.com/ho403917472/
新宿区,赤城下町,-,"10-10 Akagi Shitamachi, Shinjuku, Tokyo, Tokyo, 162-0803, Japan",35.705621,139.734228,Kagurazaka No Yado,3,1,https://www.hotels.com/ho1241748800/
港区,赤坂９丁目,六本木,"Tokyo Midtown 9-7-1 Akasaka Minato-ku, Tokyo, Tokyo-to, 107-6245, Japan",35.666778,139.731256,"The Ritz-Carlton, Tokyo",5,245,https://www.hotels.com/ho252642/
港区,赤坂８丁目,赤坂,"8-12-12 Akasaka Minato-ku, Tokyo, Tokyo-to, 107--0052, Japan",35.670221,139.729695,1/3rd Residence Serviced Apartments Akasaka,3.5,5,https://www.hotels.com/ho435076/
港区,赤坂８丁目,赤坂,"8-10-32, Akasaka, Minato-ku, Tokyo, Tokyo-to, 107-0052, Japan",35.670731,139.727922,Hotel Asia Center of Japan,3,175,https://www.hotels.com/ho325749/
