指標名,病院・診療所・クリニック,,,,,,
出典,病院なび,,,,,,
年次,2020/2/26取得,,,,,,
URL,https://byoinnavi.jp/,,,,,,
備考,,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ
港区,六本木３丁目,六本木,東京都港区六本木3丁目13-10 北麻布ビル4F,35.66277,139.733595,医療法人スマイル・クリエイト ハピュアデンタルクリニック,歯科
港区,六本木３丁目,六本木,東京都港区六本木三丁目10-9 枻川誠志堂ビル3階,35.663274,139.7332935,医療法人社団 渡邉歯科医院,歯科
港区,六本木３丁目,六本木,東京都港区六本木3丁目1-1 ティーキューブ3F,35.665551,139.7381715,一般財団法人産業医学研究財団 ウイングT-CUBEクリニック,歯科
港区,六本木３丁目,六本木,東京都港区六本木3丁目11-7 石渡ビル7F,35.663103,139.732929,医療法人社団済洋会 久松歯科六本木診療所,歯科
港区,六本木３丁目,六本木,東京都港区六本木3丁目3-7 六本木NKビル3階,35.663436,139.737465,医療法人社団歯周会 豊田歯科,歯科
港区,六本木３丁目,六本木,東京都港区六本木三丁目2-1 住友不動産六本木グランドタワー3F,35.664669,139.737735,六本木グランドタワー歯科,"歯科, 矯正歯科, 歯科口腔外科"
港区,六本木３丁目,六本木,東京都港区六本木3丁目14-9 妹尾ビル2階,35.662293,139.7349045,医療法人社団北斗会 北斗歯科医院,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
港区,六本木３丁目,六本木,東京都港区六本木3-3-18,35.662716,139.737987,岩本歯科医院,"歯科, 歯科口腔外科, 小児歯科"
港区,六本木３丁目,六本木,東京都港区六本木三丁目7-1 THE ROPPONGI TOKYO 206,35.664147,139.734873,医療法人社団世航会 デンタルオフィス六本木東京,"歯科, 小児歯科, 歯科口腔外科"
港区,六本木３丁目,六本木,東京都港区六本木三丁目1番1号 ティーキューブ2階,35.665551,139.7381715,六本木HATクリニック,"内科, 循環器内科"
港区,六本木３丁目,六本木,東京都港区六本木3-7-1 205,35.664147,139.734873,医療法人社団礼恵会 むすび葉クリニック,"内科, 皮膚科"
港区,六本木３丁目,六本木,東京都港区六本木3-8-12 イーストビル2階,35.663175,139.734342,六本木クリニック,"内科, 放射線科"
港区,六本木３丁目,六本木,東京都港区六本木3丁目11-8 みのちビル6F,35.663157,139.7327985,医療法人社団アリア アリア六本木クリニック,"美容外科, 皮膚科"
港区,六本木２丁目,六本木,東京都港区六本木2丁目4-9 アソルティ六本木一丁目2階,35.665713,139.7364435,東京スキンクリニック,皮膚科
港区,六本木１丁目,虎ノ門,東京都港区六本木1丁目7-28 落合麻布台ビル 2F,35.663931,139.7388555,六本木 柴眼科,眼科
港区,六本木１丁目,虎ノ門,東京都港区六本木1-6-1 泉ガーデンタワー4F,35.664597,139.7394315,丸茂レディースクリニック,"産科, 婦人科, 産婦人科"
港区,六本木１丁目,虎ノ門,東京都港区六本木一丁目7-28 落合麻布台ビル2F,35.663931,139.7388555,六本木一丁目歯科クリニック,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
港区,六本木１丁目,虎ノ門,東京都港区六本木1丁目6-3 泉ガーデンウィングB1F,35.66421,139.7390535,医療法人社団樹英会 泉ガーデンデンタルクリニック,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
港区,六本木１丁目,虎ノ門,東京都港区六本木1丁目10-16 ホテルオークラ別館地下1階,35.666154,139.7429865,ミヤタデンタルオフィス,"歯科, 小児歯科, 歯科口腔外科"
港区,六本木１丁目,虎ノ門,東京都港区六本木1丁目6-3 泉ガーデンウィングB1F,35.66421,139.7390535,医療法人社団東京桜十字 泉ガーデンクリニック,"内科, 呼吸器科, 消化器科, 整形外科, 皮膚科"
港区,六本木１丁目,虎ノ門,東京都港区六本木1丁目7-27 全特六本木ビルEAST 1階,35.663823,139.7392605,六本木ファーストクリニック,
千代田区,六番町,-,東京都千代田区六番町1-7 K-PLAZA2階,35.687619,139.7346705,一般社団法人日本うつ病センター 六番町メンタルクリニック,精神科
千代田区,六番町,-,東京都千代田区六番町4 朝日六番町マンション2F,35.688861,139.734783,小林眼科医院,眼科
千代田区,六番町,-,東京都千代田区六番町1-5 布江ビル1F,35.687538,139.7350575,医療法人社団アークブレーンズ アーク歯科クリニック,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
千代田区,六番町,-,東京都千代田区六番町3-1 協和ビル3F,35.687385,139.735665,六番町耳鼻咽喉科,耳鼻いんこう科
千代田区,六番町,-,東京都千代田区六番町7-36,35.687295,139.733766,医療法人社団 小川耳鼻咽喉科,"耳鼻いんこう科, アレルギー科"
千代田区,六番町,-,東京都千代田区六番町7-1 番町グロリアビル1階,35.687349,139.734459,常喜医院,"内科, 皮膚科, 小児科"
千代田区,六番町,-,東京都千代田区六番町6-5 アンドロイドビル2F,35.688384,139.733091,医療法人ふたまた会 ナチュラルアートクリニック,"内科, 麻酔科"
千代田区,六番町,-,東京都千代田区六番町15 主婦会館プラザエフ,35.685981,139.7320695,一般財団法人 主婦会館クリニック,婦人科
新宿区,揚場町,-,東京都新宿区揚場町2-11 原島ビル,35.702334,139.7421225,神楽坂眼科医院,眼科
新宿区,揚場町,-,東京都新宿区揚場町2-19 徳ビル5階,35.70273,139.742937,飯田橋矯正歯科,矯正歯科
新宿区,揚場町,-,東京都新宿区揚場町2-16 ナカシマビル2F,35.702775,139.7424645,飯田橋なかしま歯科医院,"歯科, 矯正歯科, 小児歯科"
新宿区,揚場町,-,東京都新宿区揚場町1-13 ミヤコビル3F,35.702559,139.743864,竹内歯科医療院,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
新宿区,揚場町,-,東京都新宿区揚場町2-20 大和ビル2F,35.702595,139.7430045,奥村歯科医院,"歯科, 小児歯科"
新宿区,揚場町,-,東京都新宿区揚場町2-24 小川ビル4階,35.702622,139.7435085,北村歯科医院,"歯科, 小児歯科, 歯科口腔外科"
新宿区,揚場町,-,東京都新宿区揚場町2-13,35.702568,139.7422665,飯田橋医院,性病科
新宿区,揚場町,-,東京都新宿区揚場町2-14 新陽ビル1F,35.70255,139.742505,飯田橋鈴木内科,"内科, 腎臓内科, 循環器科, 人工透析内科"
新宿区,余丁町,-,東京都新宿区余丁町12-31,35.696628,139.716666,大塚歯科,歯科
新宿区,余丁町,-,東京都新宿区余丁町5-9,35.695917,139.7152845,はただ歯科医院,歯科
新宿区,余丁町,-,東京都新宿区余丁町6-7,35.696115,139.7137455,コモダ歯科医院,"歯科, 小児歯科"
新宿区,余丁町,-,東京都新宿区余丁町9-6 コスモグレイス新宿1F,35.698068,139.7155815,高橋歯科医院,"歯科, 小児歯科, 歯科口腔外科"
新宿区,余丁町,-,東京都新宿区余丁町10-8 第2浜崎ビル,35.69832,139.71609,若松皮ふ科こどもクリニック,"小児科, 皮膚科"
新宿区,余丁町,-,東京都新宿区余丁町6-21 クレスト21ビル2F,35.696943,139.7135115,医療法人社団ときわ会 余丁町クリニック,腎臓移植泌尿器科
新宿区,余丁町,-,東京都新宿区余丁町14-4,35.695413,139.7170665,医療法人社団アパリ アパリクリニック,精神科
新宿区,余丁町,-,東京都新宿区余丁町8-7 抜弁天ビル1階,35.697582,139.7136015,医療法人社団愛智会 抜弁天クリニック,"内科, 小児科"
新宿区,余丁町,-,東京都新宿区余丁町11-19,35.69715,139.716108,医療法人社団 誠晃会 えとう内科クリニック,"内科, 消化器科, アレルギー科"
新宿区,余丁町,-,東京都新宿区余丁町8-16 ネオメディトピア3階,35.697771,139.715172,余丁町皮フ科,皮膚科
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2-10-1 東京交通会館2F,35.674929,139.764366,医療法人新光会 交通会館有楽町眼科,眼科
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町二丁目7-1 有楽町イトシア13F,35.674209,139.7636595,医療法人社団翔友会 品川近視クリニック 東京院,眼科
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2丁目5-1 ルミネ有楽町LUMINE1 7F,35.67357,139.763565,医療法人社団慶緑会 あまきクリニック有楽町眼科,眼科
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2丁目5-1 ルミネ有楽町8F,35.67357,139.763565,医療法人社団マリア会 ホワイトホワイトデンタルクリニックルミネ有楽町店,"歯科, 矯正歯科"
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2丁目3-6 マスヤビル3F,35.673201,139.7616615,福石歯科医院,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2丁目10-1 東京交通会館3F,35.674929,139.764366,酒井歯科,"歯科, 歯科口腔外科"
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2-10-1 交通会館3F,35.674929,139.764366,医療法人社団 西端耳鼻咽喉科,"耳鼻いんこう科, 気管食道科, アレルギー科"
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2丁目10-1 東京交通会館2F,35.674929,139.764366,梅垣医院,"心療内科, 精神科"
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町二丁目7-1 有楽町イトシア オフィスタワー11階,35.674209,139.7636595,医療法人社団医創会 セレンクリニック東京,内科
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2丁目10-1 東京交通会館3F,35.674929,139.764366,宮入内科,"内科, 循環器科"
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町0番地 銀座インズ3・1階,35.67390463,139.7626561,医療法人社団中興会 内外クリニック,"内科, 消化器内科, 皮膚科"
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2丁目7-1 有楽町駅前ビルディング15F,35.674209,139.7636595,医療法人プラタナス イーク有楽町,"内科, 婦人科, 消化器内科"
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町二丁目10-1 東京交通会館1F,35.674929,139.764366,医療法人社団有楽会 有楽町美容外科クリニック,美容外科
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目5-1 日比谷マリンビルB2,35.67456,139.759506,クリニック日比谷,"形成外科, 美容外科, 皮膚科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目2-2 日比谷シャンテB1F,35.673066,139.7599245,医療法人社団白正会 ティースアート 日比谷店,歯科
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目10-1 有楽町ビル4F,35.674965,139.7616255,有楽町ビル駅前眼科,眼科
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町一丁目5-2 東宝ツインタワービル2F,35.674191,139.760091,医療法人社団優医会 有楽町皮膚科,"形成外科, 美容外科, 皮膚科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-6-3 日比谷頴川ビル3F,35.673903,139.7606265,有楽町高野美容クリニック,"形成外科, 美容外科, 皮膚科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町一丁目6-5 くえびこビル3F,35.673768,139.7608065,中広デンタルクリニック,歯科
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町一丁目10-1 有楽町ビル4F,35.674965,139.7616255,医療法人社団慧和会 有楽町ビル岡デンタルクリニック,歯科
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-2-12 ダイハツ有楽町ビル3F,35.672535,139.7600235,医療法人社団有心会 クリア歯科東京院,"歯科, 矯正歯科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町一丁目7-1 有楽町電気ビルヂング北館3階,35.674704,139.761333,医療法人社団明佳会 有楽町デンタルオフィス,"歯科, 矯正歯科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目12-1 新有楽町ビル地下1階,35.675568,139.7619405,高橋歯科医院,"歯科, 矯正歯科, 小児歯科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目7-1 有楽町電気ビル南館地下1階,35.674704,139.761333,有楽町電気ビルタカハシ歯科,"歯科, 矯正歯科, 小児歯科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目6-10 スクワール日比谷ビル7階A室,35.67366,139.7607345,青木歯科医院,"歯科, 歯科口腔外科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-5-1 日比谷マリンビル B2F,35.67456,139.759506,日比谷ガーデンクリニック,"心療内科, 精神科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目7-1 有楽町電気ビル南館,35.674704,139.761333,医療法人社団桜メディスン 有楽町桜クリニック,"心療内科, 精神科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目6-1 NAVIREHIBIYA5F,35.67384,139.7605275,パークサイド日比谷クリニック,"心療内科, 精神科, 内科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目5-2 東宝ツインタワービル地下3F,35.674191,139.760091,日比谷クリニック,内科
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目2-14 紫ビル4階,35.672436,139.7599425,医療法人聖光園 細野診療所 東京診療所,内科
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目6-1 第2日比谷ビル8F,35.67384,139.7605275,医療法人社団公傳会 日比谷トータルクリニック,"内科, アレルギー科, 心療内科, 漢方内科, 皮膚科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-10-1 有楽町ビル4F 416号室,35.674965,139.7616255,有楽町ビル内科・外科・麻酔科,"内科, 外科, 麻酔科, 皮膚科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目7-1 有楽町電気ビル北館10階,35.674704,139.761333,一般財団法人日本がん知識普及協会 有楽町電気ビルクリニック,"内科, 呼吸器科, 消化器科, 循環器科, 皮膚科, 内分泌内科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目7-1 有楽町電気ビル北館5階,35.674704,139.761333,医療法人社団慶真記念会 有楽町睡眠・呼吸器内科クリニック,"内科, 呼吸器内科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目12-1 新有楽町ビル地下1階,35.675568,139.7619405,医療法人社団藍樹会 東商ビル診療所,"内科, 耳鼻いんこう科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目6-1 NAVIRE HIBIYA6F,35.67384,139.7605275,医療法人社団緑和会 ストレスケア日比谷クリニック,"内科, 心療内科, 精神科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目2-14 紫ビル3F,35.672436,139.7599425,アイビークリニック,"内科, 皮膚科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-12-1 新有楽町ビルB1F,35.675568,139.7619405,医療法人社団松慈会 松田内科診療所,"内科, 皮膚科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-7-1 有楽町電気ビル南館16階,35.674704,139.761333,医療法人社団久信会 日比谷ヒフ科クリニック,皮膚科
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目2-6,35.673156,139.7605545,スバル医院,"皮膚科, 泌尿器科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目10-1 有楽町ビル,35.674965,139.7616255,有楽町ビル婦人科クリニック,"皮膚科, 婦人科, 産婦人科"
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目2-14 紫ビル6F,35.672436,139.7599425,シラサキクリニック,
新宿区,矢来町,-,東京都新宿区矢来町115 東海神楽坂マンション,35.704134,139.734414,医療法人社団健鳳会 アイクリニック神楽坂,"眼科, 小児眼科"
新宿区,矢来町,-,東京都新宿区矢来町56-11 神楽坂TNビル1F,35.703891,139.7321325,医療法人社団 のもと皮膚科・形成外科クリニック,"形成外科, 皮膚科"
新宿区,矢来町,-,東京都新宿区矢来町45,35.703189,139.7318175,雨森歯科,歯科
新宿区,矢来町,-,東京都新宿区矢来町65 コーポ松原1階,35.703828,139.732713,神楽坂駅前吉野歯科,"歯科, 矯正歯科, 歯科口腔外科"
新宿区,矢来町,-,東京都新宿区矢来町118-10 石本ビル2F,35.704062,139.734027,医療法人社団仁歯会 高橋歯科医院,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
新宿区,矢来町,-,東京都新宿区矢来町63 後藤ビル201,35.703279,139.7327715,秋山歯科,"歯科, 小児歯科"
新宿区,矢来町,-,東京都新宿区矢来町112-5 安藤ビル1階,35.703909,139.735053,さとし歯科クリニック,"歯科, 小児歯科"
新宿区,矢来町,-,東京都新宿区矢来町61-1,35.702298,139.732587,医療法人社団慶至会 矢来町耳鼻いんこう科医院,耳鼻いんこう科
新宿区,矢来町,-,東京都新宿区矢来町113 神楽坂升本ビル1階,35.704053,139.7348595,とびた整形外科・内科クリニック,"整形外科, 内科, 小児科, 糖尿病内科"
新宿区,矢来町,-,東京都新宿区矢来町28,35.704152,139.7304135,医療法人社団真昌会 神楽坂岡田診療所,内科
新宿区,矢来町,-,東京都新宿区矢来町68,35.703585,139.7337345,医療法人社団優徳会 矢来クリニック,"内科, 消化器科, 小児科, 放射線科"
中央区,明石町,-,東京都中央区明石町12-1 中央区保健所等複合施設1F,35.666622,139.776768,中央区休日応急歯科診療所,歯科
中央区,明石町,-,東京都中央区明石町5-19 横山ビル1階,35.667972,139.777623,ファーストデンタルクリニック,"歯科, 矯正歯科"
中央区,明石町,-,東京都中央区明石町8-1 聖路加ガーデン内セントルークスタワー1階,35.667,139.7786445,医療法人社団成扶会 馬見塚デンタルクリニック,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
中央区,明石町,-,東京都中央区明石町11-3 築地アサカワビル6階A号室,35.667,139.7751615,保坂サイコオンコロジー・クリニック,精神科
中央区,明石町,-,東京都中央区明石町5-19 横山ビル2階,35.667972,139.777623,中央リセルクリニック,内科
中央区,明石町,-,東京都中央区明石町11-3 築地アサカワビル2階,35.667,139.7751615,真山クリニック,内科
