指標名,スタートアップ企業,,,,,,,,,,
出典,INITIAL,,,,,,,,,,
年次,2019/12/2取得,,,,,,,,,,
URL,https://initial.inc/,,,,,,,,,,
備考,JPC2020データ,,,,,,,,,,
,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,企業名,業種,事業内容,設立日,詳細URL,調査状況
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-10-34 原宿コーポ別館415号室,35.670087,139.7045925,株式会社ファーマリー,ビジネスサービス,農機が「探せる」「買える」「売れる」ウェブサービス「ファーマ...,2018/8/6,https://initial.inc/companies/A-32257,調査継続
新宿区,神楽坂４丁目,-,東京都新宿区神楽坂4-1-1 オザワビル7階,35.701902,139.7394045,株式会社シアンス・アール,コンピューター - ソフトウェア,スマホIP無線「Buddycom（バディコム）」（2019年...,2003/9/19,https://initial.inc/companies/A-04747,調査継続
新宿区,神楽坂４丁目,-,東京都新宿区神楽坂4-2-2 東京理科大学森戸記念館3階,35.702118,139.7399445,株式会社イノフィス,産業・エネルギー ICT,人工筋肉を利用した着用型動作補助装置「マッスルスーツ」開発・...,2013/12/27,https://initial.inc/companies/A-15592,調査継続
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂3-6 ヤマダビル5F,35.700975,139.7401965,株式会社インタレスティング,コンピューター - ソフトウェア,メールマガジンの配信や、スマートフォンアプリ向けノンインセン...,2009/5/29,https://initial.inc/companies/A-12458,調査継続
新宿区,神楽坂２丁目,-,東京都新宿区神楽坂2-4 八島ビル 3F,35.700651,139.741812,ストラクチュラルデザインストラテジー株式会社,コンピューター - ITサービス,Webシステムの受託開発事業、アイコニクス有限会社と共同で携...,2008/12/1,https://initial.inc/companies/A-05022,調査継続
新宿区,神楽坂２丁目,-,東京都新宿区神楽坂2丁目13番地 スエヨシビル4階,35.70156,139.7417265,株式会社コーボー・ホールディングス,消費者向けサービス・販売,共同購入型クーポンサイト『GOTi（ゴーチ）』および近畿日本...,2003/5/1,https://initial.inc/companies/A-04002,調査継続
新宿区,神楽坂１丁目,-,東京都新宿区神楽坂1-3 東京理科大学神楽坂キャンパス1号館5階503号室,35.699679,139.7417805,株式会社サイエンス構造,コンピューター - ソフトウェア,グリットに制約されない軸によって形状認識する建物の一貫構造計...,2017/7/1,https://initial.inc/companies/A-31629,調査継続
新宿区,神楽坂１丁目,-,東京都新宿区神楽坂1-3東京理科大学内,35.699679,139.7417805,株式会社マークス･ジャパーン,コンピューター - ITサービス,マッチング・検索エンジン「MJ感性システム」、Flashコン...,2002/4/12,https://initial.inc/companies/A-03053,調査継続
新宿区,神楽坂１丁目,-,東京都新宿区神楽坂1-1 三幸ビル4F,35.698833,139.7408895,株式会社コーテックス,産業・エネルギー,鉄筋コンクリート用せん断補強筋の製造、鉄筋棒鋼類の卸売,1964/5/1,https://initial.inc/companies/A-02066,調査継続
新宿区,神楽坂１丁目,-,東京都新宿区神楽坂1-1 三幸ビル7F,35.698833,139.7408895,日本アイラック株式会社,,事故処理の専門業種として保険・一般企業・大学にノウハウと人的...,1996/5/1,https://initial.inc/companies/A-01821,調査継続
新宿区,神楽坂１丁目,-,東京都新宿区神楽坂1-1,35.698833,139.7408895,株式会社ケイブ,コンピューター - ITサービス,携帯電話コンテンツの有料情報サービスを移動体通信事業者を通じ...,1994/6/15,https://initial.inc/companies/A-00915,
新宿区,神楽河岸,-,東京都新宿区神楽河岸1-1 セントラルプラザ6F,35.700858,139.7435805,株式会社ディバータ,コンピューター - ソフトウェア,CMSの開発。インターネットサイトの企画・構築から運営。イン...,2005/1/27,https://initial.inc/companies/A-04810,調査継続
新宿区,神楽河岸,-,東京都新宿区神楽河岸1-1 セントラルプラザ7階,35.700858,139.7435805,株式会社ポケットソリューション,コンピューター - ソフトウェア,・モバイル向けASP事業 ・データーセンター事業 ・広告代理...,2003/9/1,https://initial.inc/companies/A-04013,調査継続
新宿区,神楽河岸,-,東京都新宿区神楽河岸1-1 セントラルプラザ7F,35.700858,139.7435805,株式会社カケハシスカイソリューションズ,ビジネスサービス,人材採用から様々な層をターゲットにした社員教育・研修のコンサ...,2011/6/1,https://initial.inc/companies/A-11729,調査継続
中央区,新富２丁目,-,東京都中央区新富2-4-12-3F,35.671383,139.773132,株式会社ゼスト,コンピューター - ITサービス,Solve the number one problem i...,1988/12/20,https://initial.inc/companies/A-31354,未評価(会社登録のみ)
中央区,新富２丁目,-,東京都中央区新富2-5-10 新富ビル7F,35.671635,139.7737755,株式会社クロスブリッジ,金融・保険・不動産 ICT,ブロックチェーンを利用した、格安・即時の送金・決済サービスを...,2010/7/10,https://initial.inc/companies/A-29154,調査継続
中央区,新富２丁目,-,東京都中央区新富2-5-10 新富ビル3階,35.671635,139.7737755,株式会社凜研究所,バイオテクノロジー,新規の抗体シーズ数種(大腸がん特異抗体、血液凝固系抗体など)...,2016/1/21,https://initial.inc/companies/A-17250,調査継続
中央区,新富２丁目,-,東京都中央区新富2-15-5 RBM築地ビル7F,35.671149,139.7751345,株式会社モールジャパン,消費者向けサービス・販売,中国富裕層をターゲットとした日本製品専門の中国向けWebショ...,2008/7/8,https://initial.inc/companies/A-04631,調査不能(HPアクセス不能などの事由)
中央区,新富２丁目,-,東京都中央区新富2-4-5 ニュー新富ビル4Ｆ,35.671518,139.7733255,株式会社ビジネス・アーキテクト,,"経営コンサルティングサービス,ＩＴサービス,アウトソーシング...",2000/12/1,https://initial.inc/companies/A-03429,調査継続
中央区,新富１丁目,-,東京都中央区新富1-7-8 イタクラビル8F,35.672265,139.773681,negocia株式会社,ビジネスサービス,広告運営向けSaaS「Commerce Flow」の開発・提...,2017/3/1,https://initial.inc/companies/A-34049,調査継続
中央区,新富１丁目,-,東京都中央区新富1-16-8 新富町営和ビル2F,35.671752,139.774986,オリジナルライフ株式会社,コンピューター - ITサービス,結婚準備のソーシャルニュースアプリ『ウェディングニュース』の...,2015/4/15,https://initial.inc/companies/A-16573,調査継続
中央区,新富１丁目,-,東京都中央区新富1-8-2 八丁堀MIYAMAビル3F,35.672904,139.7744685,株式会社BluAge,金融・保険・不動産 ICT,スマート内見アプリ「Canary（カナリー）」の展開,2018/4/16,https://initial.inc/companies/A-33454,調査継続
中央区,新富１丁目,-,東京都中央区新富1-9-1 shintomi191 8F,35.6724,139.77405,Paw合同会社,ビジネスサービス,動画メディア・映像制作、デザイン・WEB制作、広告 女性向け...,2016/7/1,https://initial.inc/companies/A-27106,調査継続
中央区,新富１丁目,-,東京都中央区新富1-16-8 新富町営和ビル1F,35.671752,139.774986,株式会社インユー,ビジネスサービス,オーガニックウェブマガジン「IN YOU」の運営 ECサイト...,2016/2/1,https://initial.inc/companies/A-30150,調査継続
中央区,新富１丁目,-,東京都中央区新富1-3-2 新富町一丁目ビル5F,35.673417,139.7732805,BOJ株式会社,消費者向けサービス・販売,訪日外国人向けポータルサイトの運営 訪日外国人向けプリペイド...,2014/10/1,https://initial.inc/companies/A-16451,調査継続
中央区,新富１丁目,-,東京都中央区新富1-9-6,35.672022,139.774149,株式会社ホットランド,消費者向けサービス・販売,たこ焼「築地銀だこ」、たい焼「銀のあん」、アイスクリーム「C...,1991/6/10,https://initial.inc/companies/A-15793,
中央区,新川２丁目,-,東京都中央区新川2-8-5 ゼロワンビル7F,35.675604,139.7802195,株式会社サプレ,ビジネスサービス,法人向けWEBマーケティング支援サービス ・Web・スマート...,2005/11/9,https://initial.inc/companies/A-05957,調査継続
中央区,新川２丁目,-,東京都中央区新川2-3-4 新川田所ビル4階,35.676477,139.7800215,株式会社テクニークコンサルティング,半導体/その他電子部品・製品,工場の自動化設備ならびに省人化設備の開発受託事業,2017/3/9,https://initial.inc/companies/A-32350,調査継続
中央区,新川２丁目,-,東京都中央区新川2-9-6 シュテルン中央ビル3階,35.675613,139.7796705,ゲンナイ製薬株式会社,医療・ヘルスケア,妊活サプリ「ミトコプラス」や妊活から授乳期までの時期別葉酸サ...,2009/7/1,https://initial.inc/companies/A-12224,調査継続
中央区,新川２丁目,-,東京都中央区新川2-1-5 THE WALL 6F,35.677161,139.779999,株式会社エイ・エヌ・エス,コンピューター - ITサービス,・システムアウトソーシング事業 ・システムインテグレーショ...,1989/12/1,https://initial.inc/companies/A-12011,調査継続
中央区,新川２丁目,-,東京都中央区新川2-15-7 坂田ビル6F,35.674812,139.7838195,株式会社Ageless,コンピューター - ITサービス,シニアの雇用創出支援事業及び海外進出支援事業をクラウドシステ...,2015/2/18,https://initial.inc/companies/A-17293,調査継続
中央区,新川２丁目,-,東京都中央区新川2-20-8 八丁堀スクエア7F,35.673858,139.7812725,Deaps Technologies株式会社,コンピューター - ソフトウェア,AIを活用したソリューション・サービスの開発および提供 人工...,2016/7/15,https://initial.inc/companies/A-26093,調査継続
中央区,新川２丁目,-,東京都中央区新川2-20-15,35.673462,139.781628,新日鉄住金ソリューションズ株式会社,コンピューター - ITサービス,製鉄所運営で培った技術に定評。データセンター事業拡大中。新日...,1980/10/1,https://initial.inc/companies/A-00608,
中央区,新川２丁目,-,東京都中央区新川2-6-2 石橋ビル3階,35.676585,139.7813445,ロケーションリサーチ株式会社,ビジネスサービス,郷土料理振興事業 グリーン・ツーリズム事業（都市農村交流推進...,2007/9/20,https://initial.inc/companies/A-16189,調査継続
中央区,新川２丁目,-,東京都中央区新川2-28-1 新川スクエア5階,35.67348,139.782762,株式会社メリテック,コンピューター - ソフトウェア,医療施設のサイバーセキュリティに最適化した閉域網通信システム...,2003/8/14,https://initial.inc/companies/A-12007,調査継続
中央区,新川２丁目,-,東京都中央区新川2-30-11 新川OMKビル5F,35.672598,139.782915,メディカル・エキスパート株式会社,医療・ヘルスケア,点滴スタンド付ダンボール製簡易折り たたみ災害医療ベッド「暖...,2003/11/13,https://initial.inc/companies/A-06152,調査継続
中央区,新川２丁目,-,東京都中央区新川2-9-3,35.675865,139.7794545,株式会社インフォース,コンピューター - ITサービス,・システム開発 AccessからSQL Server へのア...,2003/7/24,https://initial.inc/companies/A-04723,調査継続
中央区,新川２丁目,-,東京都中央区新川2-9-9 SHビル4F,35.675361,139.779909,バイオエナジー株式会社,環境関連,食品廃棄物をメタン発酵させ、発生したバイオガスを燃料として発...,2003/7/17,https://initial.inc/companies/A-06143,調査継続
中央区,新川２丁目,-,東京都中央区新川2-1-4 プルーナビル6階,35.67717,139.7800395,IFP株式会社,コンピューター - ソフトウェア,債券ディーリングシステムの開発・販売。 複雑な各種の取引端末...,2000/5/1,https://initial.inc/companies/A-11120,調査不能(HPアクセス不能などの事由)
中央区,新川１丁目,-,東京都中央区新川1-16-4 VORT茅場町イースト9F,35.677413,139.784067,株式会社マインドシフト,コンピューター - ソフトウェア,AIシステムを活用した人工知能（AI）サポートデスクシステム...,2007/2/5,https://initial.inc/companies/A-26390,調査継続
中央区,新川１丁目,-,東京都中央区新川1-17-22 松井ビル1階,35.678241,139.7838105,エヴィクサー株式会社,コンピューター - ITサービス,エヴィクサー株式会社（Evixar Inc.）は、ACR（自...,2004/3/12,https://initial.inc/companies/A-05170,調査継続
中央区,新川１丁目,-,東京都中央区新川1-16-3 住友不動産茅場町ビル7階WA内,35.677503,139.78377,MIKAWAYA21株式会社,消費者向けサービス・販売,全国の新聞販売店や地域密着ビジネスを行う会社を拠点に、30分...,2012/8/10,https://initial.inc/companies/A-16506,調査継続
中央区,新川１丁目,-,東京都中央区新川1-26-2,35.67627,139.7839095,株式会社カイカ,コンピューター - ITサービス,中国の国費留学生創業のシステム開発会社。日中二極で事業展開。...,1989/7/14,https://initial.inc/companies/A-04296,
中央区,新川１丁目,-,東京都中央区新川1-28-23,35.674623,139.7852505,シンプレクス株式会社,コンピューター - ITサービス,金融機関向けディーリングシステムなどの受託開発が主体。情報配...,1997/9/16,https://initial.inc/companies/A-00664,
中央区,新川１丁目,-,東京都中央区新川1-28-25,35.674884,139.7843595,カブドットコム証券株式会社,金融・保険・不動産,ネット証券専業大手。三菱ＵＦＪフィナンシャル・グループ子会社...,1999/11/19,https://initial.inc/companies/A-01107,
中央区,新川１丁目,-,東京都中央区新川1-26-11,35.675919,139.7837565,株式会社テイクオーバーホールディングス,金融・保険・不動産,人工知能を用いた不動産開発事業「AIホーム」 システム開発・...,2012/11/22,https://initial.inc/companies/A-16932,調査継続
中央区,新川１丁目,-,東京都中央区新川1-22-13 新川I&Lビル6F,35.677503,139.7849175,tripla株式会社,コンピューター - ソフトウェア,ホテル・旅行業界特化型ITサービスを展開。 AIとオペレータ...,2015/4/15,https://initial.inc/companies/A-25916,調査継続
中央区,新川１丁目,-,東京都中央区新川1-6-11 ニューリバータワーB103,35.677026,139.7812905,株式会社レグミン,産業・エネルギー,画像解析による作物管理、播種から収穫までの作業支援を行う自律...,2018/5/18,https://initial.inc/companies/A-32237,調査継続
中央区,新川１丁目,-,東京都中央区新川1-25-2 新川STビル2F,35.676747,139.784103,株式会社ActEvolve,消費者向けサービス・販売,VRライブプラットフォーム「VARK」を運営 3VS3のXR...,2017/8/9,https://initial.inc/companies/A-29947,調査継続
中央区,新川１丁目,-,東京都中央区新川1-17-24 NMF茅場町ビル5F,35.678349,139.783572,株式会社メルティンMMI,医療・ヘルスケア ICT,生体信号・ロボット技術を利用したサイボーグ事業 - 医療・福...,2013/7/19,https://initial.inc/companies/A-16781,調査継続
中央区,新川１丁目,-,東京都中央区新川1-16-3 住友不動産茅場町ビル,35.677503,139.78377,セグエグループ株式会社,コンピューター - ITサービス,ITシステムにおけるITインフラ及びネットワークセキュリティ...,2014/12/1,https://initial.inc/companies/A-26709,
中央区,新川１丁目,-,東京都中央区新川1-29-13-8F,35.676018,139.78503,Rapyuta Robotics株式会社,産業・エネルギー ICT,ロボット制御およびマルチロボットシステムの開発事業 クラウド...,2014/7/2,https://initial.inc/companies/A-16196,調査継続
中央区,新川１丁目,-,東京都中央区新川1-25-2 新川STビル2F,35.676747,139.784103,株式会社リクティー,医療・ヘルスケア ICT,VRを活用した、慢性陣痛のリハビリシステムの開発。,2018/6/5,https://initial.inc/companies/A-32836,調査継続
中央区,新川１丁目,-,東京都中央区新川1-16-4 4F,35.677413,139.784067,リアルワールドゲームス株式会社,コンピューター - ソフトウェア,スマートフォン向けリアルワールドゲーム（位置情報・ARゲーム...,2017/2/16,https://initial.inc/companies/A-28944,調査継続
中央区,新川１丁目,-,東京都中央区新川1-16-4 4F,35.677413,139.784067,株式会社リアルアンリアル,コンピューター - ソフトウェア,位置情報を元にしたO2Oアプリケーションの企画・開発・運営。,2001/1/24,https://initial.inc/companies/A-17320,調査継続
中央区,新川１丁目,-,東京都中央区新川1-17-24,35.678349,139.783572,サムシングホールディングス株式会社,産業・エネルギー,住宅地盤の調査、改良事業及び地盤保証事業等を行う子会社の経営...,2000/10/6,https://initial.inc/companies/A-01280,
中央区,新川１丁目,-,東京都中央区新川1-25-2 新川STビル2Ｆ,35.676747,139.784103,株式会社アンビリアル,コンピューター - ソフトウェア,VRコンテンツの企画・開発、VRコンサルティング事業、ゲーム...,2012/5/7,https://initial.inc/companies/A-28775,調査継続
中央区,新川１丁目,-,東京都中央区新川1-5-17 エイハ新川3F,35.677584,139.78134,株式会社クオリティア,コンピューター - ソフトウェア,パッケージソフトウェアの開発・販売、クラウドコンピューティン...,1993/10/1,https://initial.inc/companies/A-05714,調査継続
中央区,新川１丁目,-,東京都中央区新川1-8-8 アクロス新川ビル2F,35.677611,139.78323,アイビーシー株式会社,コンピューター - ITサービス,コンピューターネットワークスシステムに係る性能監視ソフトウェ...,2002/10/16,https://initial.inc/companies/A-16725,
中央区,新川１丁目,-,東京都中央区新川1-3-21 BIZSMART茅場町2F,35.677773,139.780575,AVANCE GROUP株式会社,ビジネスサービス,スタートアップに特化した経営コンサルティング事業を行っており...,2018/1/11,https://initial.inc/companies/A-30010,未評価(会社登録のみ)
中央区,新川１丁目,-,東京都中央区新川1-24-1 秀和第2新川ビル3F,35.676756,139.785183,トレックス・セミコンダクター株式会社,半導体/その他電子部品・製品,半導体デバイスの研究開発、設計製造及び販売,1995/3/31,https://initial.inc/companies/A-12904,
中央区,新川１丁目,-,東京都中央区新川1-17-27 横川ビル6階,35.678493,139.7831085,マップソリューション株式会社,コンピューター - ソフトウェア,昼間人口などの人口統計データや、最小250ｍメッシュの推計消...,2002/2/25,https://initial.inc/companies/A-16314,調査継続
中央区,新川１丁目,-,東京都中央区新川1-10-14 ニューリバービルディング3F・7F,35.676972,139.781754,ネットパイロティング株式会社,コンピューター - ITサービス,・データベース・ナレッジベースの構築・運営・提供 ・業務支援...,2000/2/18,https://initial.inc/companies/A-03949,調査継続
中央区,新川１丁目,-,東京都中央区新川1-10-14 FORECAST茅場町8F,35.676972,139.781754,センチュリーイノヴェーション株式会社,産業・エネルギー,自動車・カーエレクトロニクス、航空・宇宙業界向け関連製品の開...,2011/1/11,https://initial.inc/companies/A-12869,調査継続
中央区,新川１丁目,-,東京都中央区新川1-10-14 ニューリバービルディング 5階,35.676972,139.781754,株式会社網屋,コンピューター - ITサービス,J-SOXサービスプロバイダー事業、セキュリティソリューショ...,1996/12/1,https://initial.inc/companies/A-03674,調査継続
中央区,新川１丁目,-,東京都中央区新川1-3-4 PAビル5F,35.678646,139.782069,株式会社ダイレクトサーチジャパン,コンピューター - ソフトウェア,コワーキングスペース「Co-Edo（コエド）」の運営 Ca...,2007/12/10,https://initial.inc/companies/A-12896,調査継続
中央区,新川１丁目,-,東京都中央区新川1-17-21 茅場町ファーストビル3階,35.678187,139.7840085,株式会社ビーエス・ジェイ,コンピューター - ソフトウェア,1. コンピュータ・ソフトウェアの開発，販売及びリース 2....,2009/11/26,https://initial.inc/companies/A-05803,調査継続
中央区,新川１丁目,-,東京都中央区新川1-27-8 新川大原ビル7F,35.675685,139.783032,ネットエイジア株式会社,ビジネスサービス,携帯電話を利用してのネットリサーチ会社。 携帯電話モニター「...,2005/2/4,https://initial.inc/companies/A-02564,調査継続
中央区,新川１丁目,-,東京都中央区新川1-6-11 ニューリバータワー12階,35.677026,139.7812905,ピツニーボウズ・マップインフォ・ジャパン株式会社,,日本におけるピツニーボウズ製品の輸入、販売、メンテナンス、そ...,2000/4/1,https://initial.inc/companies/A-03526,調査継続
新宿区,新小川町,-,東京都新宿区新小川町8-30 山京ビル,35.705979,139.7412585,株式会社tensorX,コンピューター - ITサービス,デザインコンサルティング、受託開発、デジタルマーケティングサ...,2019/4/1,https://initial.inc/companies/A-33830,未評価(会社登録のみ)
新宿区,新小川町,-,東京都新宿区新小川町9-16 石田ビル2F,35.705547,139.740993,株式会社エックスグラビティ,コンピューター - ITサービス,システム開発事業、 Web更新事業、ホスティング事業,2000/11/9,https://initial.inc/companies/A-04955,調査継続
新宿区,新小川町,-,東京都新宿区新小川町4-1 KDX飯田橋スクエア 3F,35.705223,139.74345,株式会社MUGENUP,コンピューター - ソフトウェア,ポートフォリオ共有サービス「Galleries（ギャラリーズ...,2011/6/14,https://initial.inc/companies/A-10703,調査継続
新宿区,新小川町,-,東京都新宿区新小川町7-17 飯田橋三幸ビル4F,35.707986,139.7411955,株式会社スホ,コンピューター - ITサービス,ITシステムコンサルティング、システム構築、VRコンテンツや...,2010/11/12,https://initial.inc/companies/A-28113,調査継続
新宿区,新小川町,-,東京都新宿区新小川町9-7 第三服部ビル3F,35.704593,139.7410515,アーガイル株式会社,コンピューター - ITサービス,twitterの法人活用支援サービス、Webメディア企画・制...,2009/12/18,https://initial.inc/companies/A-05448,調査継続
新宿区,新小川町,-,東京都新宿区新小川町6-40 入交ビル5F,35.706753,139.7430405,株式会社エービル,環境関連,建物・設備の省エネルギーコンサルティング AIによるエネルギ...,2010/5/20,https://initial.inc/companies/A-05754,調査継続
新宿区,新宿７丁目,-,東京都新宿区新宿7丁目1-4 ARK HOUSE R 2F,35.697978,139.7134935,ボンド株式会社,ビジネスサービス,日本語学習動画プラットフォーム「BOND LINGO(ボンド...,2016/12/1,https://initial.inc/companies/A-28788,調査継続
新宿区,新宿７丁目,-,東京都新宿区新宿7-26-7 ビクセル新宿1F,35.698023,139.709403,株式会社Morphus,コンピューター - ソフトウェア,ジオソーシャルネットワークと人工知能を利用したモバイルアプリ...,2009/9/9,https://initial.inc/companies/A-30056,調査継続
新宿区,新宿７丁目,-,東京都新宿区新宿7-26-7 ピクセル新宿1F,35.698023,139.709403,Ascenders株式会社,コンピューター - ITサービス,アスリートのサポート側のプロフェッショナルを育成する「WPP...,2016/6/9,https://initial.inc/companies/A-31219,未評価(会社登録のみ)
新宿区,新宿７丁目,-,東京都新宿区新宿7-26-7 ビクセル新宿1F,35.698023,139.709403,株式会社ラディウス・ファイブ,コンピューター - ソフトウェア,AIが新しいイラストを生成する技術 「彩(サイ)ちゃん」の開...,2015/9/29,https://initial.inc/companies/A-30746,調査継続
新宿区,新宿７丁目,-,東京都新宿区新宿7-26-7 ビクセル新宿1,35.698023,139.709403,株式会社Spornia.,消費者向けサービス・販売,スポーツをするティーン世代のための動画投稿アプリ『Miez（...,2017/9/13,https://initial.inc/companies/A-31459,調査継続
新宿区,新宿７丁目,-,東京都新宿区新宿7-26-7 ピクセル新宿1F,35.698023,139.709403,株式会社DAncing Einstein,ビジネスサービス,脳x教育xITの掛け合わせたNeuroEdTech分野を用い...,2014/10/10,https://initial.inc/companies/A-27880,未評価(会社登録のみ)
新宿区,新宿７丁目,-,東京都新宿区新宿7-26-7,35.698023,139.709403,株式会社Freely,コンピューター - ITサービス,国内外の仮想通貨に関する情報を提供するサイト『coinlog...,2016/9/1,https://initial.inc/companies/A-29800,未評価(会社登録のみ)
新宿区,新宿７丁目,-,東京都新宿区新宿7-26-7,35.698023,139.709403,株式会社SocialSpot,ビジネスサービス,独自の解析ロジックを実装した学習ロボットがSNSのフォロワー...,2017/3/30,https://initial.inc/companies/A-29674,未評価(会社登録のみ)
新宿区,新宿７丁目,-,東京都新宿区新宿7-26-7,35.698023,139.709403,株式会社リバティーン,コンピューター - ソフトウェア,iPhoneアプリの企画、開発、販売 ウェブサイトの企画、開...,2012/7/2,https://initial.inc/companies/A-13064,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-27-30 新宿イーストサイドスクエア3階 株式会社ネットフロンティア内 株式会社世界,35.696682,139.708782,株式会社世界,コンピューター - ITサービス,インターネットを軸にした多国間不動産トランザクション事業及び...,2012/1/1,https://initial.inc/companies/A-11611,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-7-1 エルプリメント新宿4F,35.693748,139.7093895,株式会社エージェントセブン,ビジネスサービス,チームになってコンサルティングとサポートを行う転職サービスの...,2017/12/1,https://initial.inc/companies/A-34166,未評価(会社登録のみ)
新宿区,新宿６丁目,-,東京都新宿区新宿6-18-8 ラ・ベルティ新宿5階,35.696331,139.7118105,ADlive株式会社,コンピューター - ソフトウェア,中小企業に特化したWebマーケティング、Webサイト制作、保...,2011/10/1,https://initial.inc/companies/A-32240,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-7-1 エルプリメント新宿212,35.693748,139.7093895,株式会社DDR8,コンピューター - ソフトウェア,PHP、Perlを用いたWebアプリケーションや各種システム...,2005/2/8,https://initial.inc/companies/A-05220,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-2-4,35.693721,139.7109465,株式会社シティーデジタル,コンピューター - ITサービス,ブロックチェーンを活用したスニーカー取引コミュニティ「KCK...,2018/7/1,https://initial.inc/companies/A-33469,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-7-1 エルプリメント新宿609,35.693748,139.7093895,無限クリエイションズ合同会社,ビジネスサービス,漫画・ゲーム・アニメなどの翻訳・ローカライズサービス マーケ...,2014/12/3,https://initial.inc/companies/A-29940,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-27-28 コンフォリア新宿イーストサイドタワーアネックス棟205号室,35.696556,139.7079045,株式会社ドクターフェロー,医療・ヘルスケア ICT,医師向けの症例共有サービス「Dr. Fellow（ドクターフ...,2010/5/1,https://initial.inc/companies/A-30291,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-7-1 エルプリメント新宿,35.693748,139.7093895,LiME株式会社,コンピューター - ソフトウェア,美容師のカルテ管理サービス「LiME(ライム)」の展開,2014/8/26,https://initial.inc/companies/A-29705,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-27-30 新宿イーストサイドスクエア3階,35.696682,139.708782,株式会社ネットフロンティア,コンピューター - ITサービス,・バナー広告 ・メール広告 ・リスティング広告 ・アフィリエ...,1997/10/1,https://initial.inc/companies/A-05701,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-27-30 新宿イーストサイドスクエア3階,35.696682,139.708782,株式会社人々,コンピューター - ソフトウェア,1分で誰でも越境ECが作れる「BandEC」の展開。 外国人...,2015/4/7,https://initial.inc/companies/A-30743,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-27-56 新宿スクエア5F,35.697087,139.7097855,株式会社エムエム総研,ビジネスサービス,コールセンターを使った法人営業支援サービス、営業代行、イベン...,1989/3/13,https://initial.inc/companies/A-01833,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-7-1 エルプリメント新宿301,35.693748,139.7093895,株式会社bolome,コンピューター - ソフトウェア,スマートフォンに特化したライブ中継スタイルの越境ECアプリ『...,2015/4/13,https://initial.inc/companies/A-27262,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-27-28 イーストサイドタワーアネックス402,35.696556,139.7079045,ランウェイ・エージェンシー株式会社,コンピューター - ITサービス,ゲーム・アプリ業界特化型人材紹介・求人媒体サイト「RecGa...,2014/1/6,https://initial.inc/companies/A-31093,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-28-7 新宿イーストコート2階,35.69553,139.7073195,株式会社アジャスト,ビジネスサービス,スカイプ英会話「スカイトーク」の運営などインターネットを活用...,1995/8/22,https://initial.inc/companies/A-03663,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-24-20,35.697429,139.7108745,株式会社ECL,ビジネスサービス,オンライン英会話「KiminiBB（キミニビービー）」を提供,2018/1/1,https://initial.inc/companies/A-30595,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-1-1 新宿石井ビル3F,35.694018,139.7123325,株式会社SmartHacks,コンピューター - ITサービス,スマートスピーカー専門ポータルサービス「SmartHacks...,2017/12/1,https://initial.inc/companies/A-29578,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-29-20 マツダビル6F,35.696691,139.707531,株式会社ダイレクトクラウド,コンピューター - ソフトウェア,Ｅコーマス/コミュニティ/電子ブックシステムの開発、販売 ス...,2004/5/12,https://initial.inc/companies/A-04045,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-27-48,35.697348,139.709574,株式会社バク宙,ビジネスサービス,海外人材マッチングサービス「JIKOPY」の運営,2012/9/19,https://initial.inc/companies/A-12432,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-29-6 エルツ6 901,35.697051,139.707585,株式会社Leonis & Co.,コンピューター - ITサービス,戦略コンサルティング事業（O2O関連等） 法人向けアプリ開発...,2011/12/20,https://initial.inc/companies/A-12545,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-7-22 エルプリメント新宿553,35.694207,139.709475,株式会社アシュラスコープインスタレーション,ビジネスサービス,特許技術「Motion Space 2.5D」を活用したプロ...,2011/4/11,https://initial.inc/companies/A-12188,調査継続
新宿区,新宿６丁目,-,東京都新宿区新宿6-28-7 新宿イーストコート7F,35.69553,139.7073195,イシン株式会社,ビジネスサービス,「ベンチャー通信」「経営者通信」など、自社メディアの企画・運...,2005/4/1,https://initial.inc/companies/A-15938,調査継続
