指標名,ナイトライフ施設,,,,,,,,,,,
出典,TOKYO CLUB MAP,,,,,,,,,,,
年次,2020/2/20取得,,,,,,,,,,,
URL,https://www.tokyo-club.net/,,,,,,,,,,,
備考,,,,,,,,,,,,
,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,エリア,業種,ジャンル,電話番号,営業時間,定休日
新宿区,新宿２丁目,-,東京都新宿区新宿2-19-9 カドビルB1F,35.691723,139.707369,DJ BAR Heart,新宿,DJバー,Disco ･ HipHop ･ House ･ Techno ･ Allmix ･ etc.,03-6384-1053,20:00-05:00,日
新宿区,新宿２丁目,-,東京都新宿区新宿2-16-8 新宿北斗ビルB1F,35.691534,139.7085705,NeoMasquerade,新宿,DJBAR ･ CLUB,Allmix ･ House ･ Soul ･ Disco ･ Rock ･ Funk ･ Dance ･ R&B,03-5925-8680,"火-木 19:00-24:00 / バー 24:00-05:00
金･土･祝前 19:00-05:00
日･祝 15:00-22:00
※イベントにより変更の場合有",月 ※貸切除く
新宿区,新宿２丁目,-,東京都新宿区新宿2-12-11 林ビル1F,35.690553,139.7076795,BAR GOLDFINGER,新宿,バー,Allmix,03-6383-4649,"月･水･木･日18:00-02:00
金･土18:00-04:00",火
新宿区,新宿２丁目,-,東京都新宿区新宿2-18-5 石川ビル2F,35.691075,139.707999,NEW SAZAE,新宿,バー ･ ディスコ,Soul ･ Funk ･ 70s ･ 80s ･ Disco ･ House ･ R&B ･ EUROBEAT ･ etc.,03-3354-1745,22:00-07:00 (週末･祝前),(日-木 ※2018年6月以降)
新宿区,新宿２丁目,-,東京都新宿区新宿2-5-15 第一山興ビルB1F,35.689212,139.707243,REGGAE CLUB OPEN,新宿,ミュージックバー,Reggae ･ Live,03-3226-8855,"18:00～
※スケジュールにより異なる。必ず事前にご確認下さい。",
新宿区,新宿２丁目,-,東京都新宿区新宿2-11-7 第33宮廷ビル2F,35.690427,139.7072925,ARTY FARTY,新宿,バー,All Genre,03-5362-9720,19:00-5:00,
新宿区,新宿１丁目,-,東京都新宿区新宿1-34-13 貝塚ビルB1F,35.691255,139.7108655,Wild Side Tokyo,新宿,ライブハウス,Live ･ POPs ･ Rock ･ All Genre ･ HeavyMetal,03-5919-8847,"※ライブ開始時刻は変動
箱貸 14:00-22:00",
新宿区,上落合３丁目,-,東京都新宿区上落合3-9-10 三笠ビルB1F,35.710875,139.683906,soup,新宿,CLUB,Others,03-6909-3000,※イベントにより異なる,
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-5-9 青山ビル1F,35.658639,139.709196,RED BAR,青山,バー,Techno ･ House ･ etc.,03-5888-5847,平日 20:00-05:00 / 週末 20:00-08:00 ※変動する場合あり,40名未満
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-5-9 青山ビルB1,35.658639,139.709196,Aoyama Tunnel,青山,ラウンジ,Jazz ･ Techno ･ House ･ Disco,-,月-木19:00-03:00 / 金-土20:00-06:00,2800円
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-5-9 青山ビルディング2F-4F,35.658639,139.709196,AOYAMA HACHI,青山,ナイトクラブ,House ･ Techno ･ HipHop ･ Allmix ･ Jazz ･ Crossover ･ Electro,03-5766-4887,イベントごとに変動 (終了23:30),200人
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-1-9 第3KKビルB1F,35.65773,139.707837,Test Flight,渋谷,バー兼カフェ,Acoustic ･ POPs ･ Classics ･ Soul ･ 90s ･ Lounge ･ etc.,03-6427-4010,12:00-24:00 ※変動の可能性あり、要事前確認,不定
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-21-3 4F,35.657163,139.70322,Bar&Dining TORRENT,渋谷,バー＆ダイニング,Lounge ･ HipHop ･ House ･ Techno ･ R&B ･ BassMusic ･ Disco ･ etc.,03-6427-1358,"バー営業: 17:00-24:00
(DJ: 20:30-23:30 ※変動の為、要確認)",無し
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-15-2 MTエステートビル4F,35.655939,139.7054655,POINT･66,渋谷,サウンドバー,Allmix,03-3498-6113,19:00-05:00,日 ･ 祝
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-15-5 パールビル B1F,35.655588,139.705902,bar SHIFTY,渋谷,CLUB ･ バー,HipHop ･ Disco ･ Soul ･ Techno ･ House ･ Allmix,03-3407-0725,22:00-05:00 ※スケジュールにより異なる,
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-18-7 渋谷東1号館5F,35.657181,139.7037645,OTO,渋谷,CLUB,Disco ･ Lounge ･ Allmix ･ Techno ･ House ･ HipHop ･ Jazz ･ Electronic ･ R&B,03-3486-8477,※スケジュールにより異なる,
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-26-16,35.654139,139.705569,CIRCUS TOKYO,渋谷,イベントスペース,House ･ Techno ･ Electro ･ etc.,03-6419-7520,※イベントによって異なる,
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-9-13 AiiA ANNEXビルB1F,35.660673,139.707378,0 Zero,青山,クラブ ･ カフェ,House ･ Techno ･ Crossover ･ Electronic ･ Others,03-3797-9933,11:30-05:00 / カフェバータイム11:30-21:00 / CLUBタイム22:00-05:00,100人前後
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-27-1 高架下1F,35.659602,139.701186,Cafe & Bar SCRAMBLE,渋谷,カフェ ･ バー,Allmix,03-5468-1200,09:00-02:00 / 金･土･祝前 09:00-05:00,無休
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-5-6 ラ･コリーナ渋谷B1F,35.661042,139.706001,INC COCKTAILS,渋谷,バー,Jazz ･ Blues ･ Soul ･ etc.,03-6805-1774,19:00-03:00,無し
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-10-2 志水ビルB1F,35.660673,139.705056,club bar FAMILY,渋谷,CLUB,BlackMusic ･ HipHop ･ Techno ･ Allmix ･ R&B,03-3400-9182,HP参照,不定休
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-25-6 パークサイド共同ビル10F,35.659665,139.7014785,DJ BAR Bridge,渋谷,バー,House ･ Disco ･ Reggae ･ DUBSTEP ･ HipHop ･ Jazz,03-6427-6568,月-土 20:00-05:00,不定 (祝前でない日曜は休みとなる場合が多い)
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-11-1 COI西青山bldg.B1F,35.661024,139.7044485,THE GUINGUETTE by MOJA,渋谷,バル,Live ･ Others ･ POPs ･ Electronic ･ Jazz ･ HipHop ･ etc.,03-6418-8984,17:00-02:00 / 週末 17:00-03:00 ※変動する場合あり,不定
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-15-16 ソシアルビル4F,35.660511,139.702914,BLOODY ANGLE,渋谷,ミュージックバー,Popular Song ･ Rare groove ･ Afro Funk ･ POPs ･ Disco ･ Others,03-6427-5178,21:00-03:00,日 ･ 祝
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-6-3,35.660853,139.7057175,COZMO’S,渋谷,カフェ ･ バー ･ イベントスペース,Others ･ Live ･ All Genre,03-3407-5166,18:00～,日
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-25-6 渋谷パークサイド共同ビル9F,35.659665,139.7014785,DJ Bar&Lounge WREP,渋谷,DJバー,HipHop,03-3409-6580,20:00-05:00 (月～土),(日曜日は休みとなる場合がある)
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-10-7 グローリア宮益坂III B1F,35.660484,139.7049525,LUSH,渋谷,CLUB ･ ライブハウス,Live ･ All Genre ･ Others,03-5467-3071,クラブタイム 23:00-05:00,
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-10-7 グローリア宮益坂III B1F,35.660484,139.7049525,Shibuya HOME,渋谷,ライブハウス,All Genre ･ Live,03-5774-5822,※スケジュールにより異なる,
港区,芝公園１丁目,-,東京都港区赤阪8-10-22 ニュー新坂ビルB1F,35.65801708,139.7515459,EDITION,青山,CLUB,House ･ Techno ･ Electro ･ EDM ･ Dance Music,03-6721-1945,,500人
港区,芝５丁目,-,東京都港区芝5-36-7 三田ベルジュビルB1F,35.644725,139.744935,GUARDIAN DININGBAR & SOUL,その他,ダイニングバー,Soul ･ Jazz ･ Lounge ･ Live ･ Others,03-5419-6718,"ランチ 平日11:00-14:30
ディナー 月-木 18:00-23:30 / 金 18:00-03:00",土 ･ 日 ･ 祝 (貸切は営業)
新宿区,四谷２丁目,-,東京都新宿区四谷2-10 第2太郎ビルB1F,35.6877,139.7248965,OUTBREAK,その他,ライブハウス,POPs ･ Live ･ Rock ･ Others,03-5368-0852,※イベントスケジュールにより異なる,
渋谷区,桜丘町,-,東京都渋谷区桜丘町17-10 吉野ビル3F,35.656245,139.701069,Bar star star,渋谷,バー,Rock ･ Allmix ･ POPs ･ Live,03-6427-0186,19:00-03:00,無休
渋谷区,桜丘町,-,東京都渋谷区桜丘町16-7 鈴木ビルB1F,35.656389,139.701096,Shibuya Aurra,渋谷,イベントスペース,HipHop ･ House ･ Trance ･ Reggae ･ R&B ･ Soul,03-3770-8644,24時間,無し
渋谷区,桜丘町,-,東京都渋谷区桜丘町16-7 鈴木ビルB1F,35.656389,139.701096,Woodstock,渋谷,バー,Live ･ Rock ･ etc.,03-6712-7963,19:00-03:00,日
渋谷区,桜丘町,-,東京都渋谷区桜丘町15-19 第8東都ビルB1F,35.656461,139.7016045,THE ROOM,渋谷,CLUB,House ･ Crossover ･ Disco ･ Jazz ･ etc.,03-3461-7167,スケジュールにより異なる,
渋谷区,桜丘町,-,東京都渋谷区桜丘町16-12 MUSIC LAND KEY B1F,35.656794,139.7011005,RUIDO K2,渋谷,ライブハウス ･ CLUB,Live ･ Others ･ POPs ･ Rock ･ Jazz ･ All Genre,03-3462-5310,※スケジュールにより異なる,
渋谷区,桜丘町,-,東京都渋谷区桜丘町26-1 セルリアンタワー東急ホテル2F,35.656353,139.699593,JZ Brat SOUND OF TOKYO,渋谷,ダイニングクラブ,Jazz ･ Soul ･ House ･ POPs ･ R&B ･ Rock,03-5728-0168,17:30-23:30 (クラブイベント開催時は05:00まで営業),
港区,高輪４丁目,-,東京都港区高輪4-10-30 品川プリンスホテルメインタワー39F,35.627625,139.7367045,TABLE 9 TOKYO (NINE BAR),その他,レストラン (NINE BAR: DJバー),Lounge Music ･ House ･ Techno ･ Jazz ･ Disco ･ Soul ･ Black Music,03-5421-1114,"ナインバー: 17:00-04:00
(DJタイム: 火-土 21:00-23:45)",無し
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場3-3-8 B1F,35.713548,139.7017395,AREA,新宿,ライブハウス,Live ･ HardRock ･ Rock ･ POPs ･ HeavyMetal ･ etc.,03-3361-1069,公演により異なる,
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-17-16 スタープラザB1F,35.711946,139.7071935,DJ Bar SIGNAL,新宿,DJバー,HipHop ･ Old school ･ Reggae ･ Allmix,03-3203-5954,20:00-05:00,無休
渋谷区,恵比寿南３丁目,-,東京都渋谷区恵比寿南3-1-2 サウスビル4F,35.645805,139.706847,Cafe&Dining nurikabe,恵比寿,ダイニングバー,Others,03-6451-2022,"12:00-15:00 / 17:00-24:00
イベント時22:00～",無休
渋谷区,恵比寿南３丁目,-,東京都渋谷区恵比寿南3-1-25 ICE CUBE1F/2F,35.646066,139.7063115,Batica,恵比寿,ライブハウス ･ CLUB,Live ･ Techno ･ Allmix ･ House ･ Bass ･ Jazz ･ Rock,03-5734-1995,※イベントにより異なる,不定休
渋谷区,恵比寿南２丁目,-,東京都渋谷区恵比寿南2-3-14 CONZE EBISU B1F,35.645472,139.7075355,NOS EBISU,恵比寿,ダイニングバー,Allmix ･ Live ･ Techno ･ R&B,03-5773-1727,月-木18:00-02:00 / 金･土18:00-05:00 / 日･祝17:00-23:00,無休
渋谷区,恵比寿南２丁目,-,東京都渋谷区恵比寿南2-3-3 B1F,35.645364,139.707927,LIFE IS BEAUTIFUL,恵比寿,バー,Others,03-6303-2353,21:00～,無休
渋谷区,恵比寿西２丁目,-,東京都渋谷区恵比寿西2-9-9 代官山テクノビル2Ｆ,35.649162,139.707198,enjoy!house,恵比寿,バー,House ･ HipHop ･ Techno ･ Allmix ･ Others ･ Jazz ･ Disco ･ Soul ･ TechHouse,03-5489-1591,火-木18:00-02:00 / 金18:00-05:00 / 土15:00-05:00 / 日15:00-02:00,月
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-34-17 ZAHOUSEビル B3F,35.647047,139.7024685,SALOON,恵比寿,ナイトクラブ,Allmix ･ House ･ Techno ･ Drum&Bass ･ All Genre ･ DUBSTEP ･ Others ･ Live,03-5459-8633,※イベントにより異なる,不定休
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-34-17 ZaHOUSEビル,35.647047,139.7024685,UNIT,恵比寿,CLUB ･ ライブハウス,Live ･ House ･ Techno ･ Allmix ･ Electronic ･ Others,03-5459-8630,※ライブ ･ イベントにより異なる,不定
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-34-17 ザ･ハウスビルB1F,35.647047,139.7024685,B1FLAT,恵比寿,イベントスペース,Others ･ All Genre,03-5459-8631,11:30-24:00 ※要確認,不定
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-13-3 ROOB6ビル4F,35.647623,139.7079315,What the Dickens,恵比寿,ライブバー,Rock ･ POPs ･ Blues ･ Folk ･ Oldies ･ Jazz ･ IndieRock ･ ChillOut ･ Metal,03-3780-2099,17:00～,月
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-8-2 ウエストパレス205,35.647776,139.708368,INDUSTRIAL LOUNGE,恵比寿,ラウンジ,Others,03-3461-1989,19:00-04:00,
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-22-7 イーストスクエアビルB1F,35.645049,139.7147535,club aim,恵比寿,ライブハウス,Live ･ Rock ･ POPs ･ Others,03-5422-6657,"※スタートは日程により変動
貸切 12:00-23:00",
中央区,銀座８丁目,-,東京都中央区銀座8-3-12 第2銀座コラムビルB1F,35.66916,139.759164,ThreeHundred Bar GINZA8,銀座,スタンディングバー,Allmix ･ Trance ･ House ･ R&B ･ Electronic,03-3571-8300,17:00-02:00 / 日･祝17:00-23:00,無休
中央区,銀座８丁目,-,東京都中央区銀座8-6-18 銀座カレラ弐番館B2F,35.668359,139.76037,CYGNUS,銀座,ライブバー,Chanson ･ BossaNova ･ Jazz ･ Disco ･ R&B ･ etc.,03-3289-0986,18:30-23:30,日
中央区,銀座８丁目,-,東京都中央区銀座8-12-6 小野商ビルB1F,35.667351,139.762854,Las Risas,銀座,ラテンバー,Latin ･ Salsa,03-3541-3303,19:00-24:00,
中央区,銀座７丁目,-,東京都中央区銀座7-8-13 ブラウンプレイス4F,35.668881,139.761918,GINZA MUSIC BAR,銀座,バー,Jazz ･ Disco ･ Soul ･ Minimal ･ NewWave ･ HipHop ･ Techno ･ Rock ･ 80s ･ 90s ･ Oldies ･ etc.,03-3572-3666,18:00-28:00,日 ･ 祝
中央区,銀座７丁目,-,東京都中央区銀座7-7-9 銀座山市ビル1/2F,35.669106,139.7618955,GINZA MAGIC,銀座,ソウルダイニング,Soul ･ Disco ･ 70s ･ 80s,03-3575-0511,19:00-04:00,日 ･ 祝
中央区,銀座７丁目,-,東京都中央区銀座7-5-5 長谷第一ビルB1F,35.669916,139.761378,The Soul Garden,銀座,ミュージックバー,Soul ･ Funk ･ Disco ･ R&B ･ AOR,03-6280-6012,18:00-27:00,日 ･ 祝
中央区,銀座６丁目,-,東京都中央区銀座6-4-8 ニューギンザビル3号館 B1F,35.671059,139.7613465,333,銀座,スポーツバー,Others ･ Allmix,03-3572-1333,"月-木 17:00-03:00
金･土･祝前 17:00-04:00
日･祝 17:00-24:00",無休
中央区,銀座６丁目,-,東京都中央区銀座6-9-15 TACT1ビルB1F,35.669961,139.7630745,TACT,銀座,ライブハウス,Live ･ Blues ･ Folk ･ Acoustic ･ Oldies ･ Jazz ･ Rock ･ POPs ･ Hawaiian ･ Country ･ Ballade ･ Others,03-3571-3939,スケジュールによる,無し
中央区,銀座６丁目,-,東京都中央区銀座6-4-6 / 646ビル3F-6F,35.671338,139.761666,GENIUS TOKYO,銀座,CLUB ･ ディスコ,Allmix ･ HipHop ･ Disco ･ Others,03-3571-5830,"火-木 20:00-01:00
金 20:00-04:00
土 20:00-03:00",日曜と月曜はパーティーイベントのみ
中央区,銀座４丁目,-,東京都中央区銀座4-3-5 ハトリビル4F,35.672364,139.764753,POP INN,銀座,バー,R&B ･ HipHop ･ 90s ･ 80s ･ Funk ･ Soul ･ Classics ･ Disco ･ Reggae ･ Allmix,03-6271-0785,月-木 18:00-24:00 / 週末 18:00-02:00,日
中央区,銀座４丁目,-,東京都中央区銀座4-2-17 銀座111レジャービル B1F-1F,35.672625,139.7639925,LAPIS TOKYO,銀座,CLUB,Allmix ･ R&B ･ EDM ･ HipHop ･ etc.,03-6228-6516,"日～木: 18:00-24:00
金･土･祝前日: 19:00-04:30
特別なイベント等の事情により変動の場合あり、予めご確認下さい",月
中央区,銀座２丁目,-,東京都中央区銀座2-4-18 アルボーレ銀座7F,35.674281,139.766445,Ginza Roots Tokyo,銀座,ラウンジ ･ ダイニングバー,Allmix ･ Soul ･ Jazz ･ 70s ･ 80s ･ 90s,03-5579-9330,月-木･土18:00-05:00 / 金18:00-05:00 / 日･祝18:00-00:00,無休
中央区,銀座１丁目,-,東京都中央区銀座1-8-19 キラリトギンザ12F･RF,35.674254,139.7686095,PLUSTOKYO,銀座,クラブ ･ ラウンジ,Techno ･ House ･ Drum&Bass ･ Electro ･ EDM ･ DUBSTEP ･ Disco ･ BassMusic ･ Trap ･ etc.,03-3563-3776,"月-木 17:00-24:00
金･土･祝前 17:00-04:00 更新の可能性あり、要事前確認",日
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-7-3 東京ビルTOKIA1F,35.678574,139.7649105,P.C.M. PUB CARDINAL MARUNOUCHI,その他,バー ･ ラウンジ,Lounge ･ Allmix ･ etc.,03-5222-1251,月-土11:00-04:00 / 日･祝11:00-23:00,無休
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-7-3 東京ビルTOKIA 2F,35.678574,139.7649105,COTTON CLUB,その他,ライブレストラン,Others ･ Live ･ Jazz,03-3215-1555,月-金 17:00-23:00 / 土･日･祝 16:00-22:30,不定休
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-5-1 新丸ビル7F,35.682714,139.764249,(marunouchi)HOUSE,その他,レストランフロア,Jazz ･ Disco ･ 80s ･ Lounge ･ HipHop ･ House ･ Techno ･ Allmix ･ Live ･ Others,03-5218-5100,11:00-04:00 / 日･祝 11:00-23:00,不定休 (新丸の内ビルディングの営業日に準ずる)
港区,海岸２丁目,-,東京都港区海岸2-7-104,35.650962,139.7604825,JICOO,その他,船上バーラウンジ,Allmix ･ Techno ･ Others ･ Electronic ･ Jazz,0120-049-490,木･金･土 20:00-23:00,
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-37-3 丸友ビルB1F,35.696034,139.701888,TOKYO LOOSE,新宿,バー ･ クラブ,Reggae ･ R&B ･ Techno ･ Trance ･ House ･ HipHop ･ Soul ･ Latin,03-3207-5677,20:00～,無休
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-45-4 第2与三郎ビル3F,35.696448,139.700484,あるけみすたぁ,新宿,バー,A-POP,03-6302-1724,19:00-24:00 / 金･土･祝前 19:00-05:00,無し
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-27-12 Lee2ビル4F-E,35.695791,139.703211,HONEY BEE,新宿,バー,HipHop ･ Reggae ･ Soul ･ etc.,-,20:00-05:00 ※変動する可能性あり、要事前確認,
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-45-1 第1トキワビルB1F,35.69634,139.700574,MARZ,新宿,ライブハウス,Rock ･ All Genre ･ Others ･ House ･ Techno ･ Live,03-3202-8248,※スケジュールにより異なる,
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-36-3 アシベ会館B2F,35.695908,139.70241,ACB HALL,新宿,ライブハウス,Rock ･ POPs ･ Acoustic ･ All Genre,03-3205-0901,"公演により変動
貸切対応 9:00-23:00",
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-1-2 HANROKUビルB1F,35.695008,139.7063925,NINE SPICES,新宿,ライブハウス,All Genre ･ Live,03-3205-1439,,
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-45-2 ジャストビル5F,35.696358,139.70043,Motion,新宿,ライブハウス,POPs ･ Rock ･ All Genre ･ Others,03-3209-1278,※毎ライブごとに変動,
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-45-2 カイダ第3ジャストビルB1F,35.696358,139.70043,Marble,新宿,ライブハウス,Rock ･ POPs ･ Live ･ Others,03-5272-3558,,
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-42-16 第二大滝ビルB1F,35.697861,139.7017755,SAMURAI,新宿,ライブハウス,POPs ･ Rock ･ Others ･ Live ･ etc.,03-5287-3390,※スケジュールによる,
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-24-3 興和ビルB2F,35.695719,139.7036925,HOLIDAY SHINJUKU,新宿,ライブハウス,Rock ･ Live ･ etc.,03-5292-0591,※スケジュールにより異なる,
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-25-6 永和第6ビルB1F,35.695476,139.703571,club SCIENCE,新宿,ライブハウス,Rock ･ POPs ･ Live,03-6233-9006,,
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-28-16 ウィザードセブンB1F,35.696106,139.703409,FATE,新宿,ライブハウス,POPs ･ V-ROCK ･ A-POP ･ Others,03-6278-9332,※ライブにより変動,
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-6-13 良川ビル7 B1F,35.693928,139.7029545,AL,新宿,イベント会場,HipHop ･ All Genre,03-3207-9664,"15:00-05:00
(営業時間外の貸切も応相談)",無休
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-14-7 新宿ハヤシビル3F,35.694594,139.7021805,DREAM STORE,新宿,ダイニングバー ･ イベントスペース,All Genre ･ Others ･ Live,03-5287-2286,17:00-25:00,無休
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-15-9 B1F,35.694162,139.702293,BE-WAVE,新宿,カフェ ･ バー,All Genre ･ Others,03-5292-0853,17:00-05:00,無休
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-7-1 J2ビルディングB1-B2F,35.694207,139.702761,CASABLANCA ex. CROSSOVER,新宿,クラブバー,R&B ･ POPs ･ Reggae ･ HipHop ･ House ･ Trance ･ Allmix ･ Electro,03-6457-6501,20:00-05:00,無休
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-13-7 Tokyo19ビルB1F,35.694567,139.7025495,MUSIC BAR L.G,新宿,バー,HipHop ･ rap ･ J-POP ･ etc.,-,20:00-06:00,無し
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-16-10 第27東京ビルB2F,35.693847,139.702176,GOLDEN EGG,新宿,ライブバー,Jazz ･ POPs ･ Soul ･ Funk ･ Rock ･ Others,03-3203-0405,"平日 19:00前後から
土日 ライブにより変動",無し
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-2-5 東陽ビルB2F,35.693685,139.703994,Zirco Tokyo,新宿,ライブハウス,All Genre ･ Rock ･ POPs ･ Others,03-6278-9190,※ライブにより変わる,不定
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-21-1 第二東亜会館B1-B2F,35.695242,139.7012625,WARP SHINJUKU,新宿,CLUB,Allmix ･ EDM ･ House ･ Techno ･ HipHop ･ Trap ･ DUBSTEP ･ BassMusic ･ etc.,03-6278-9197,19:00～ラスト,不定
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-13-11 甲斐ビルB1F,35.694315,139.702608,CLUB23 TOKYO,新宿,バー,HipHop ･ Allmix ･ Reggae ･ R&B ･ EUROBEAT ･ etc.,03-6380-2006,20:00-05:00,不定
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-23-13 第1大滝ビル5F,35.69427,139.701024,カブキラウンジ,新宿,バー,HipHop ･ Disco ･ Soul ･ Funk ･ Techno ･ R&B,03-6205-5125,18:00-24:00 / 週末 18:00-05:00,年末年始
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-2-13 新光ビル2F B号室,35.694693,139.7044215,CLUB & DJ BAR BUMP,新宿,CLUB ･ DJバー,ALL Genre,03-6457-3765,"18:00～翌朝7:00
Dinner Time 18:00～21:00
Club Time 21:00～Last
→Happy Hour 21:00～23:00
(但し、イベント開催時は除く)",年中無休
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-3 梅村ビル5F,35.694639,139.703814,ORIZURU,新宿,クラブ,House ･ Techno ･ Dub ･ etc.,03-6273-9519,"木 21:00-05:00
金･土 21:00-05:00 / 06:00-10:00
※変更の可能性がある為、事前に要確認",日
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-1-7 マルハビル3F,35.694135,139.7044935,URACUE,新宿,バー,Reggae ･ HipHop ･ Soul ･ Funk ･ Jazz ･ Techno ･ House ･ etc.,-,20:00-06:00,
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-20-1 ヒューマックスパビリオン新宿歌舞伎町7F,35.695836,139.7014605,SHINJUKU FACE,新宿,イベントホール,Others ･ Live ･ All Genre,03-3200-1300,スケジュールによる,
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-16-6 ポールスタービル7F,35.693946,139.701789,Garam,新宿,クラブ,Reggae ･ HipHop ･ Disco,03-3205-8668,※スケジュールにより異なる,
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-21-7 ヒューマックスパビリオン新宿アネックスB2F,35.695323,139.7009925,BLAZE,新宿,ライブハウス,Live ･ POPs ･ Rock ･ Others,03-5155-5990,スケジュールにより変動,
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-12-9 タテハナビルB2F,35.695341,139.7025765,LOFT,新宿,ライブハウス,POPs ･ Live ･ Rock ･ Jazz ･ Crossover ･ etc.,03-5272-0382,※イベント･スケジュールにより異なる,
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-2-13 新光ビル5F,35.694693,139.7044215,DECABAR Z,新宿,バー,Allmix ･ Techno ･ Electro ･ EDM ･ Others,03-6273-8415,17:00～,
渋谷区,猿楽町,-,東京都渋谷区猿楽町3-9 アベニューサイド代官山3F,35.652078,139.704255,NOMAD,渋谷,ライブハウス,Live ･ Others,03-3770-3723,"ライブ開始は変動
(公演可能時間: 10:00-15:00 / 15:30-22:00)",不定
渋谷区,猿楽町,-,東京都渋谷区猿楽町2-11 B1-B2F,35.653293,139.7045115,SPACE ODD,恵比寿,イベント会場,All Genre ･ POPs ･ Live,03-6452-5671,公演ごとに変動,不定
渋谷区,円山町,-,東京都渋谷区円山町2-4 ドクタージーカンズビル4F-6F,35.658288,139.6952685,ATOM TOKYO,渋谷,CLUB ･ イベントスペース,Allmix ･ Electro ･ R&B ･ HipHop ･ House ･ Trance ･ J-POP,03-3464-0703,22:00-04:30 ※イベントにより変動,無休
渋谷区,円山町,-,東京都渋谷区円山町2-3 2F,35.658486,139.695246,TSUTAYA O-WEST,渋谷,ライブハウス,Others ･ POPs ･ Rock ･ Jazz ･ Live,03-5784-7088,※スケジュールにより異なる,無休
