指標名,病院・診療所・クリニック,,,,,,,
出典,病院なび,,,,,,,
年次,2022/1/18取得,,,,,,,
URL,https://byoinnavi.jp/,,,,,,,
備考,"（2020年度：6,158件、2021年度：6,304件）",,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,URL
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-5-1 日本橋高島屋三井ビルディング10F,35.681368,139.77378,医療法人舘出張 佐藤会 フィーカレディースクリニック,"婦人科, 内科",https://byoinnavi.jp/clinic/269931
中央区,月島３丁目,-,東京都中央区月島3-30-3 ベルウッドビル2～4階,35.660898,139.779433,医療法人社団小坂成育会 こども元気!!クリニック/病児保育室,"小児科, アレルギー科, 内科",https://byoinnavi.jp/clinic/890
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町13-8 メディカルプライム日本橋小伝馬町8F,35.691028,139.781088,おりたメンタルクリニック,"心療内科, 精神科",https://byoinnavi.jp/clinic/272594
中央区,月島１丁目,-,東京都中央区月島1丁目13-6 ウェルネス月島3階,35.665415,139.782613,医療法人社団惟心会 りんかい月島クリニック,"心療内科, 精神科",https://byoinnavi.jp/clinic/96
中央区,八重洲２丁目,日八京,東京都中央区八重洲2-5-12 プレリー八重洲ビル6F,35.677838,139.768758,医療法人社団ウェルエイジング つなぐクリニックTOKYO,"循環器内科, 呼吸器内科, 内科, アレルギー科",https://byoinnavi.jp/clinic/271280
中央区,銀座１丁目,-,東京都中央区銀座1丁目3-13 THE ORB PREMIERE3F,35.675346,139.766178,医療法人社団三幸会 銀座フェミークリニック,美容皮膚科,https://byoinnavi.jp/clinic/175793
中央区,銀座４丁目,-,東京都中央区銀座4丁目14-17 渡邊ビル4階,35.669278,139.768897,銀座藤井クリニック,美容皮膚科,https://byoinnavi.jp/clinic/178409
中央区,銀座４丁目,-,東京都中央区4-12-15 歌舞伎座タワー16F,35.670072,139.768011,東銀座クリニック,"内科, 心療内科, 精神科",https://byoinnavi.jp/clinic/95
中央区,京橋３丁目,日八京,東京都中央区京橋3-1-1 東京スクエアガーデン2F,35.676035,139.768714,医療法人社団港成会 京橋 銀座みらい歯科,"歯科, 歯科口腔外科, 小児歯科",https://byoinnavi.jp/clinic/277112
中央区,銀座３丁目,-,東京都中央区銀座三丁目12-11 第2タチバナ銀座ビル3階,35.670233,139.768672,松屋通りクリニック,"心療内科, 神経科",https://byoinnavi.jp/clinic/78
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町1丁目5-6 第10中央ビル1F,35.68674,139.776027,日本橋室町クリニック,"内科, 消化器内科",https://byoinnavi.jp/clinic/77598
中央区,銀座３丁目,-,東京都中央区銀座3-2-15 ギンザ・グラッセ5F,35.673222,139.764595,ホワイトエッセンス銀座,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/554
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-2-8 東京風月堂日本橋ビル9F,35.681926,139.773041,日本橋エムズクリニック,漢方内科,https://byoinnavi.jp/clinic/255805
中央区,銀座２丁目,-,東京都中央区銀座二丁目8番4号 泰明ビル2階,35.673177,139.768261,銀座コレージュ耳鼻咽喉科,耳鼻いんこう科,https://byoinnavi.jp/clinic/162183
中央区,晴海２丁目,-,東京都中央区晴海2丁目1-40 晴海フロント2F,35.655899,139.783977,医療法人社団恵颯会 かたくら歯科クリニック晴海,"歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/254398
中央区,銀座４丁目,-,東京都中央区銀座4丁目13-18 医療ビル1階,35.66955,139.768814,医療法人社団範慶会 白倉内科診療所,内科,https://byoinnavi.jp/clinic/201
中央区,銀座１丁目,-,東京都中央区銀座1丁目5-15 5F,35.674994,139.767222,東京ブレスクリニック,歯科,https://byoinnavi.jp/clinic/264502
中央区,八重洲２丁目,日八京,東京都中央区八重洲2-5-6 KBYビル6F,35.677952,139.768808,アスゲンクリニック,腫瘍内科,https://byoinnavi.jp/clinic/254522
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2丁目2-3 アライヴ人形町6F,35.684749,139.784038,みんなの内科クリニック 人形町・水天宮,"内科, 腎臓内科",https://byoinnavi.jp/clinic/271737
中央区,京橋２丁目,日八京,東京都中央区京橋2丁目12-9 寺沢ビル6階,35.675791,139.771419,メディカルクリニックルナ東京,"心療内科, 精神科",https://byoinnavi.jp/clinic/281715
中央区,銀座７丁目,-,東京都中央区銀座7-9-11 モンブラン銀座ビル6F,35.668486,139.762478,東京美容外科 銀座院,"美容外科, 形成外科, 皮膚科",https://byoinnavi.jp/clinic/255811
中央区,日本橋室町３丁目,日八京,東京都中央区日本橋室町3-3-1 ETS室町ビル3階,35.68774,139.773594,ルネスクリニック日本橋,内科,https://byoinnavi.jp/clinic/279598
中央区,日本橋人形町３丁目,-,東京都中央区日本橋人形町三丁目3-10 日本橋TECビル2F,35.685885,139.780713,人形町きんざ通り歯科クリニック,"歯科, 矯正歯科, 小児歯科",https://byoinnavi.jp/clinic/252408
中央区,晴海１丁目,-,東京都中央区晴海1-8-16 晴海トリトン2F,35.65731,139.782419,晴海眼科,眼科,https://byoinnavi.jp/clinic/262318
中央区,明石町,-,東京都中央区明石町8-1 聖路加タワー2階,35.667036,139.778671,医療法人社団中央みなと会 中央みなとクリニック,"内科, 心療内科, 消化器科, 循環器科, 整形外科, 皮膚科, 泌尿器科, 婦人科, 乳腺内科",https://byoinnavi.jp/clinic/113
中央区,銀座６丁目,-,東京都中央区銀座6丁目9-6,35.670047,139.763384,銀座しもでらクリニック,"心療内科, 内科, 神経内科, 精神科",https://byoinnavi.jp/clinic/273233
中央区,銀座１丁目,-,東京都中央区銀座1丁目3-3 G-1ビル5F・6F,35.675357,139.766422,銀座ケイスキンクリニック,皮膚科,https://byoinnavi.jp/clinic/119628
中央区,日本橋本石町３丁目,日八京,東京都中央区日本橋本石町3丁目2-12 社労士ビル1F,35.687437,139.770833,日本橋メンタルクリニック,"心療内科, 精神科",https://byoinnavi.jp/clinic/91
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2丁目21-1,35.685943,139.784452,高柳耳鼻咽喉科,耳鼻いんこう科,https://byoinnavi.jp/clinic/1012
中央区,銀座５丁目,-,東京都中央区銀座5-14-14 サンリット銀座ビルII 3F,35.668644,139.766947,エミーナジョイクリニック銀座,"内科, 心療内科, アレルギー科",https://byoinnavi.jp/clinic/176389
中央区,日本橋３丁目,日八京,東京都中央区日本橋3丁目3-12 E-1ビル3F,35.680015,139.771449,日本橋榎本内科,"内科, アレルギー科, 消化器科",https://byoinnavi.jp/clinic/645
中央区,銀座２丁目,-,東京都中央区銀座2丁目2-17 龍保険ビル4階,35.674569,139.765547,医療法人社団三喜会 有楽橋クリニック,"内科, 糖尿病内科, 脂質代謝内科, 脳神経内科, 胃腸科, 循環器内科",https://byoinnavi.jp/clinic/360
中央区,銀座８丁目,-,東京都中央区銀座8-5-6 並木通り 中島商事ビル5F,35.668966,139.760409,KISHI CLINICA FEMINA,"婦人科, 女性内科",https://byoinnavi.jp/clinic/254540
中央区,銀座１丁目,-,東京都中央区銀座1丁目6-8 DEARGINZA8F,35.67443,139.767478,東京コムロ美容外科,美容外科,https://byoinnavi.jp/clinic/254791
中央区,日本橋２丁目,日八京,東京都中央区日本橋2丁目1-19 三幸ビル1F,35.682432,139.772202,中山眼科医院,眼科,https://byoinnavi.jp/clinic/1061
中央区,八丁堀４丁目,-,東京都中央区八丁堀4-9-9 八丁堀フロンティアビル4F,35.674238,139.777624,八丁堀メンタルクリニック,"心療内科, 精神科",https://byoinnavi.jp/clinic/250944
中央区,佃１丁目,-,東京都中央区佃1-11-8 リバーシティ21 ピアウエストスクエア 2階,35.669775,139.784415,リバーシティすずき整形外科,"整形外科, リハビリテーション科, リウマチ科",https://byoinnavi.jp/clinic/258037
中央区,京橋１丁目,日八京,東京都中央区京橋1-1-5 セントラルビル7階,35.679279,139.770922,イムス東京健診クリニック,内科,https://byoinnavi.jp/clinic/260749
中央区,京橋２丁目,日八京,東京都中央区京橋2丁目5-22 キムラヤビル2階,35.676496,139.77023,医療法人社団順医会 京橋クリニック,"内科, 呼吸器内科, 循環器内科, アレルギー科",https://byoinnavi.jp/clinic/378
中央区,京橋２丁目,日八京,東京都中央区京橋二丁目11番5号 パインセントラルビル5階,35.676191,139.77193,松本内科院,内科,https://byoinnavi.jp/clinic/739
中央区,日本橋小網町,-,東京都中央区日本橋小網町16-14,35.685146,139.780302,TOKYO歯周&矯正クリニック,"歯科, 小児歯科, 矯正歯科",https://byoinnavi.jp/clinic/422
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町1丁目4-9 ミヤギ日本橋ビル3階,35.686487,139.776374,日本橋アレイラクリニック,内科,https://byoinnavi.jp/clinic/272333
中央区,銀座８丁目,-,東京都中央区銀座8-5-4 マディソンビル 7F,35.669283,139.760717,医療法人社団 創文会 銀座並木通り心療内科・内科クリニック,"心療内科, 内科",https://byoinnavi.jp/clinic/162648
中央区,月島１丁目,-,東京都中央区月島1丁目8-1 アイ・マークタワー203,35.664462,139.783193,アイル女性クリニック,婦人科,https://byoinnavi.jp/clinic/338
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町17-8,35.680444,139.785071,TGC東京がんクリニック,腫瘍内科,https://byoinnavi.jp/clinic/272728
中央区,晴海１丁目,-,東京都中央区東京都中央区晴海1-8-16 晴海トリトンスクエア3F,35.656121,139.781838,医療法人社団 新未来 晴海トリトン 夢未来クリニック,"小児科, 皮膚科, 耳鼻いんこう科, アレルギー科",https://byoinnavi.jp/clinic/263579
中央区,築地４丁目,-,東京都中央区築地4丁目3-8 登喜和ビル2F,35.666628,139.768536,東銀座メディカルクリニック,"心療内科, 精神科, 神経科, 内科",https://byoinnavi.jp/clinic/115
中央区,日本橋３丁目,日八京,東京都中央区日本橋3丁目8番14号 日本橋ビル3F,35.68011,139.773294,東京CRクリニック,"腫瘍内科, 内科, リハビリテーション科",https://byoinnavi.jp/clinic/273282
中央区,銀座１丁目,-,東京都中央区銀座1-6-8 Dear Ginza Bldg6F,35.67443,139.767478,東京銀座スキンケアクリニック,"皮膚科, 形成外科, 美容皮膚科",https://byoinnavi.jp/clinic/182273
中央区,佃１丁目,-,東京都中央区佃1-11-8 ピアウエストスクエア1F,35.669775,139.784415,佃リバーシティ皮膚科,"皮膚科, 小児皮膚科, 美容皮膚科",https://byoinnavi.jp/clinic/261243
中央区,日本橋２丁目,日八京,東京都中央区東京都中央区日本橋2-2-2 マルヒロ日本橋ビル 5階,35.682324,139.772002,ブレインクリニック東京,"精神科, 神経内科",https://byoinnavi.jp/clinic/275034
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町32-9 イノコビル1階,35.680852,139.787438,箱崎診療所,"小児科, 内科",https://byoinnavi.jp/clinic/262834
中央区,東日本橋３丁目,-,東京都中央区東日本橋三丁目11番8号 MKT東日本橋ビル2階,35.692367,139.784724,東日本橋内科クリニック,"内科, 循環器内科",https://byoinnavi.jp/clinic/281146
中央区,佃２丁目,-,東京都中央区佃2-20-5 月島医療ステーション4F,35.665767,139.785718,いけした女性クリニック,婦人科,https://byoinnavi.jp/clinic/73783
中央区,銀座２丁目,-,東京都中央区銀座2-7-10 5F,35.672794,139.767328,銀座A.A.Iクリニック,"形成外科, 美容外科",https://byoinnavi.jp/clinic/177071
中央区,銀座６丁目,-,東京都中央区銀座6-2-3 Daiwa銀座アネックス4F,35.671858,139.761089,泰明小前クリニック,"内科, 消化器内科, 心療内科, 外科",https://byoinnavi.jp/clinic/180766
中央区,八丁堀３丁目,-,東京都中央区八丁堀3-12-8,35.675538,139.775191,Tooth Create Tokyo,"歯科, 小児歯科, 歯科口腔外科, 矯正歯科",https://byoinnavi.jp/clinic/270202
中央区,勝どき１丁目,-,東京都中央区勝どき1丁目3-1 アパートメンツタワー勝どき3階,35.660775,139.776948,サクマ眼科クリニック,眼科,https://byoinnavi.jp/clinic/1068
中央区,八重洲２丁目,日八京,東京都中央区八重洲2-11-2 城辺橋ビル1階,35.675857,139.766647,ヘルス・マネジメント・クリニック,内科,https://byoinnavi.jp/clinic/270264
中央区,銀座３丁目,-,東京都中央区銀座3丁目11-16 VORT銀座イースト2F,35.670833,139.768594,吉田歯科診療室デンタルメンテナンスクリニック,"歯科, 矯正歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/169415
中央区,月島２丁目,-,東京都中央区月島2-15-16 月島眼科2F,35.662315,139.783477,月島矯正歯科,矯正歯科,https://byoinnavi.jp/clinic/257951
中央区,銀座１丁目,-,東京都中央区銀座一丁目4-8 銀座ビックウエスト5号館5F,35.674788,139.766564,山田歯科医院,歯科,https://byoinnavi.jp/clinic/423
中央区,日本橋２丁目,日八京,東京都中央区日本橋2丁目15-10 宝明治安田ビル1階,35.681285,139.775899,日本橋さくら歯科,"歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/246
中央区,日本橋３丁目,日八京,東京都中央区日本橋3丁目2-6 岩上ビル3階,35.680426,139.771855,別部オーラルヘルスケア&クリニック,歯科,https://byoinnavi.jp/clinic/286
中央区,銀座１丁目,-,東京都中央区銀座一丁目16-7 友泉銀座ビル1F,35.674185,139.770363,医療法人社団慧生会 銀座さくら通り歯科,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/150708
中央区,勝どき２丁目,-,東京都中央区勝どき2丁目9-14 勝どき2丁目富永ビル2階,35.659323,139.778127,ハロー・デンタル・クリニック,"歯科, 矯正歯科, 小児歯科",https://byoinnavi.jp/clinic/2036
中央区,銀座７丁目,-,東京都中央区銀座7丁目10-5 DUPLEX銀座3F,35.668628,139.763323,アテナクリニック東京銀座院,"美容外科, 泌尿器科, 婦人科",https://byoinnavi.jp/clinic/178802
中央区,日本橋２丁目,日八京,東京都中央区日本橋2丁目16-13 ランディック日本橋ビル2階,35.680946,139.776338,ランディック日本橋クリニック,"心療内科, 精神科, 神経科",https://byoinnavi.jp/clinic/106
中央区,日本橋本町２丁目,日八京,東京都中央区日本橋本町2丁目8-6 日本橋ビル1F,35.688592,139.777377,児玉歯科クリニック,歯科,https://byoinnavi.jp/clinic/1679
中央区,佃１丁目,-,東京都中央区佃1丁目11-8 ピアウエストスクエア1階,35.669775,139.784415,医療法人社団スマイルデント ピアウエストスクエア歯科,"歯科, 矯正歯科, 小児歯科",https://byoinnavi.jp/clinic/1691
中央区,京橋２丁目,日八京,東京都中央区京橋2丁目5-18 京橋創生館3階,35.676274,139.77023,宮下眼科医院,眼科,https://byoinnavi.jp/clinic/1065
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1丁目13-4 2F,35.686379,139.774774,日本橋室町デンタルクリニック,"歯科, 矯正歯科, 小児歯科",https://byoinnavi.jp/clinic/268777
中央区,銀座２丁目,-,東京都中央区銀座2丁目5-4 ファサード銀座3F,35.674041,139.767017,医療法人社団オルソ・マキシマス オルソクリニック銀座,内科,https://byoinnavi.jp/clinic/176734
中央区,日本橋１丁目,日八京,東京都中央区日本橋一丁目2-10 東洋ビル4F,35.683268,139.773732,医療法人社団愛歯会 愛歯歯科医院,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/618
中央区,日本橋室町４丁目,日八京,東京都中央区日本橋室町4丁目1-6 クアトロ室町ビル1F,35.689212,139.771471,神田駅前歯科クリニック,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/263249
中央区,銀座３丁目,-,東京都中央区銀座3丁目10-7 銀座京屋ビル2F,35.671069,139.767997,銀座はけた歯科医院,"歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/182115
中央区,銀座２丁目,-,東京都中央区銀座2丁目2-4 ヒューリック西銀座第2ビル3F,35.674752,139.765928,香杏舎銀座クリニック,内科,https://byoinnavi.jp/clinic/38787
中央区,銀座１丁目,-,東京都中央区銀座1丁目7-10 ヒューリック銀座ビル3F,35.674202,139.767705,小山嵩夫クリニック,婦人科,https://byoinnavi.jp/clinic/1232
中央区,入船２丁目,-,東京都中央区入船2丁目3-6 細矢ビル2F,35.671397,139.777107,八丁堀みらい歯科,"歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/263250
中央区,日本橋兜町,-,東京都中央区日本橋兜町8-8,35.681257,139.777741,医療法人社団兜中央会 中島クリニック,"内科, 外科, 消化器科, 整形外科, 眼科, 放射線科",https://byoinnavi.jp/clinic/456
中央区,日本橋３丁目,日八京,東京都中央区日本橋3丁目2-6 岩上ビル2階,35.680426,139.771855,医療法人社団遼風会 栗原クリニック東京・日本橋,"内科, 泌尿器科, 消化器内科, 肝臓内科, 糖尿病内科, 代謝内科",https://byoinnavi.jp/clinic/626
中央区,銀座３丁目,-,東京都中央区銀座3丁目10-16 マルイト銀座第三ビル10F,35.67155,139.768578,武本ホーム・ドクター・クリニック,"内科, 消化器科",https://byoinnavi.jp/clinic/520
中央区,月島１丁目,-,東京都中央区月島1丁目26-4 長正社ビル2F,35.663301,139.782874,医療法人社団医伸会 つきしま歯科,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/1947
中央区,銀座１丁目,-,東京都中央区銀座1丁目5-14 銀座コスミオンビル2F,35.674894,139.767141,スウェーデン矯正歯科,矯正歯科,https://byoinnavi.jp/clinic/258910
中央区,銀座８丁目,-,東京都中央区銀座8丁目12-5 峯田ビル3F,35.667467,139.762984,医療法人社団正和会 栗原クリニック,"内科, 消化器科, 循環器科",https://byoinnavi.jp/clinic/1607
中央区,銀座３丁目,-,東京都中央区銀座3丁目2-10 並木ビル7階,35.673249,139.764906,銀座クリスタルデンタルオフィス,歯科,https://byoinnavi.jp/clinic/260551
中央区,八重洲１丁目,日八京,東京都中央区八重洲一丁目6-2 八重洲一丁目ビル4F,35.681529,139.770356,医療法人社団 金匱会診療所,漢方内科,https://byoinnavi.jp/clinic/758
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町一丁目4-2 勝村ビル2F,35.680535,139.779943,茅場町メンタルクリニック,"内科, 心療内科",https://byoinnavi.jp/clinic/173883
中央区,八重洲１丁目,日八京,東京都中央区八重洲1丁目5-20 石塚八重洲ビル7F,35.681876,139.770444,一般財団法人日本健康開発財団 東京・八重洲総合健診センター,内科,https://byoinnavi.jp/clinic/347
中央区,日本橋３丁目,日八京,東京都中央区日本橋3丁目2-5 毎日日本橋ビル1F,35.680365,139.771669,北村クリニック,"形成外科, 美容外科",https://byoinnavi.jp/clinic/15
中央区,日本橋２丁目,日八京,東京都中央区日本橋2丁目1-10 柳屋ビルB2階,35.682393,139.773074,医療法人明宝会 みどり眼科クリニック,眼科,https://byoinnavi.jp/clinic/1091
中央区,銀座７丁目,-,東京都中央区銀座7-10-5 ランディック第3銀座ビル3階,35.668628,139.763323,永峯クリニック銀座(旧:東銀座ウェルズクリニック),"整形外科, 形成外科, 皮膚科",https://byoinnavi.jp/clinic/75792
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2丁目1-1 日本橋三井タワー5F,35.686393,139.772921,医療法人社団中央みなと会 三井タワークリニック,"内科, 外科, 心療内科, 消化器科, 循環器科, 整形外科, 皮膚科, 泌尿器科, 婦人科, 眼科, ...もっと見る乳腺内科",https://byoinnavi.jp/clinic/120
中央区,銀座５丁目,-,東京都中央区銀座5-1-15 5階,35.672213,139.760803,医療法人社団 泰明 銀座泰明クリニック,"精神科, 心療内科, 神経科",https://byoinnavi.jp/clinic/76
中央区,銀座３丁目,-,東京都中央区銀座3丁目8-10 銀座朝日ビル8F,35.671302,139.767183,医療法人社団快眠会 スリープクリニック銀座,"内科, 心療内科, 精神科, 耳鼻いんこう科",https://byoinnavi.jp/clinic/117
中央区,銀座２丁目,-,東京都中央区銀座2-8-18 グランベル銀座5階,35.673074,139.767928,グランプロクリニック銀座,"内科, 美容内科, 美容皮膚科",https://byoinnavi.jp/clinic/276601
中央区,銀座８丁目,-,東京都中央区銀座8-9-16 長崎センタービル3F,35.668044,139.762062,銀座小町クリニック,"皮膚科, 美容皮膚科, 形成外科, 美容外科",https://byoinnavi.jp/clinic/55
中央区,八丁堀３丁目,-,東京都中央区八丁堀3丁目20番5号 S-GATE八丁堀2階,35.675081,139.774653,医療法人社団三和会 中央診療所,"内科, 外科, 整形外科, 皮膚科",https://byoinnavi.jp/clinic/361
中央区,八重洲１丁目,日八京,東京都中央区八重洲1丁目6-17 大久保ビルディング 8F,35.681399,139.770005,医療法人社団大樹会 浜松町第一クリニック東京駅前院,"泌尿器科, 内科, 皮膚科",https://byoinnavi.jp/clinic/266573
中央区,銀座８丁目,-,東京都中央区銀座8-10-2 ルアンビル8階,35.668053,139.762695,東京トータル美容クリニック,"皮膚科, 形成外科, 美容皮膚科, 美容外科",https://byoinnavi.jp/clinic/276605
中央区,銀座５丁目,-,東京都中央区銀座5-14-5 光澤堂GINZAビル2F,35.668736,139.767403,プライム銀座美容クリニック,"美容外科, 皮膚科",https://byoinnavi.jp/clinic/265024
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-3-14 東京駅センタービル,35.680085,139.771202,東京駅センタービルクリニック,内科,https://byoinnavi.jp/clinic/743
中央区,銀座４丁目,-,東京都中央区銀座4丁目2-17 銀座111レジャービル13階,35.672799,139.764183,Zetith Beauty Clinic,"美容外科, 美容皮膚科",https://byoinnavi.jp/clinic/279051
中央区,銀座５丁目,-,東京都中央区銀座5-9-15,35.670069,139.764925,医療法人社団医成会 銀座さわだ内科クリニック,"内科, 胃腸科, 皮膚科",https://byoinnavi.jp/clinic/208
中央区,銀座２丁目,-,東京都中央区銀座2丁目10-11 マロニエ通り銀座館 6F,35.672041,139.768369,リアス銀座クリニック,"頭部皮膚科, 美容皮膚科",https://byoinnavi.jp/clinic/277173
中央区,銀座６丁目,-,東京都中央区銀座6-8-19 VORT銀座miyuki st.4F,35.670661,139.763222,医療法人社団未央会 銀座もりしま歯科口腔外科,"歯科, 歯科口腔外科",https://byoinnavi.jp/clinic/1739
中央区,銀座５丁目,-,東京都中央区5丁目5-16 銀座テーラービルディング7F,35.671472,139.763609,デンタルクリニックアレーズ銀座,"歯科, 矯正歯科",https://byoinnavi.jp/clinic/155831
中央区,銀座２丁目,-,東京都中央区銀座2-2-2 ヒューリック西銀座ビル4F,35.674971,139.765986,シロノクリニック銀座,皮膚科,https://byoinnavi.jp/clinic/169471
中央区,日本橋茅場町２丁目,-,東京都中央区日本橋茅場町2丁目2-1 東石ビル1階,35.679527,139.777643,茅場町パークサイドクリニック,"内科, 皮膚科, 糖尿病内科",https://byoinnavi.jp/clinic/396
中央区,銀座４丁目,-,東京都中央区銀座4丁目12-19 日章興産ビル7F,35.669619,139.767481,医療法人社団UC会 銀座UCデンタルインプラント,歯科,https://byoinnavi.jp/clinic/1742
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2丁目2-3 アライヴ人形町3F,35.684749,139.784038,医療法人社団東京慈光会 ひふのクリニック人形町,皮膚科,https://byoinnavi.jp/clinic/255298
中央区,銀座４丁目,-,東京都中央区銀座4丁目11-4,35.670011,139.768467,医療法人社団宮﨑会 木挽町医院,"内科, 外科, 脳神経外科, 消化器科, 整形外科, 放射線科",https://byoinnavi.jp/clinic/431
中央区,勝どき４丁目,-,東京都中央区勝どき4-8-5 アクティ東仲通り1F,35.656735,139.77588,勝どきみなみクリニック,"耳鼻いんこう科, アレルギー科, 小児耳鼻いんこう科",https://byoinnavi.jp/clinic/255891
中央区,京橋２丁目,日八京,東京都中央区京橋2丁目17-3 芳沢ビル1階,35.675646,139.77306,京橋デンタルクリニック,歯科,https://byoinnavi.jp/clinic/284
中央区,京橋２丁目,日八京,東京都中央区京橋2丁目8-21 昭和ビル別館2F,35.677457,139.770824,後藤皮膚科クリニック,皮膚科,https://byoinnavi.jp/clinic/714
中央区,銀座２丁目,-,東京都中央区銀座2-11-15 SF銀座ビル 7F,35.672163,139.768766,アレジオ銀座クリニック,"耳鼻いんこう科, 漢方内科, 疼痛緩和内科, アレルギー科",https://byoinnavi.jp/clinic/161338
中央区,八丁堀２丁目,-,東京都中央区八丁堀2-20-8 八丁堀東急ビル9F,35.675702,139.777071,医療法人社団 八丁堀医院,"内科, 胃腸科, 循環器科, 皮膚科, 肛門科",https://byoinnavi.jp/clinic/387
中央区,日本橋本町４丁目,日八京,東京都中央区日本橋本町四丁目1-1 加島商館ビル2F,35.689059,139.773582,ほうじょう歯科医院新日本橋,"歯科, 小児歯科",https://byoinnavi.jp/clinic/255023
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1丁目29-6 水天宮前東急ビル3階,35.68331,139.783882,皮フ科早川クリニック,皮膚科,https://byoinnavi.jp/clinic/727
中央区,銀座５丁目,-,東京都中央区銀座5丁目12-13 銀座伊藤ビル4階,35.669211,139.765778,リリアーナデンタルクリニックGINZA,"歯科口腔外科, 矯正歯科",https://byoinnavi.jp/clinic/268624
