指標名,コワーキング施設,,,,,,
出典,コワーキングスペース検索,,,,,,
年次,2022/1/6取得,,,,,,
URL,https://coworking-search.jp/zenkoku/,,,,,,
備考,2020：346件、2021：369件,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,URL
中央区,日本橋小網町,-,東京都中央区日本橋小網町11-5　リードシー日本橋小網町ビル8F,35.682770,139.781278,BIZcomfort 日本橋小網町,https://coworking-search.jp/space/1899/
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1-13-1　ユニゾ蛎殻町北島ビル B1F-A,35.683738,139.782002,日本橋第2ビジネスセンター,https://coworking-search.jp/space/182/
中央区,八重洲２丁目,日八京,東京都中央区八重洲2丁目8-7　福岡ビル4F,35.676586,139.767964,DIAGONAL RUN TOKYO,https://coworking-search.jp/space/1214/
中央区,八重洲２丁目,日八京,東京都中央区八重洲2-4-10　第一幸田ビル 5F,35.678252,139.769301,ウィズスクエア八重洲店,https://coworking-search.jp/space/397/
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1-24-4 井川ビル2F,35.681575,139.784055,ソーシャルビジネスラボ,https://coworking-search.jp/space/1098/
中央区,京橋３丁目,日八京,東京都中央区京橋3-3-13　平和ビル3号館 3F,35.675620,139.768103,THE HUB 有楽町EAST,https://coworking-search.jp/space/2143/
中央区,築地１丁目,-,"東京都中央区築地1-7-10　2F, 3F, 4F",35.669545,139.770585,TIMBER's DESK 銀座,https://coworking-search.jp/space/814/
中央区,銀座６丁目,-,東京都中央区銀座6-14-8　銀座石井ビル4～7F,35.668438,139.765266,THE OFFICE 銀座,https://coworking-search.jp/space/175/
中央区,八重洲１丁目,日八京,東京都中央区八重洲1-8-17 新槇町ビル6F,35.680872,139.769722,ビジネストランスファー 八重洲,https://coworking-search.jp/space/511/
中央区,新川１丁目,-,東京都中央区新川1-6-12　AIビル茅場町2〜5F,35.677174,139.781052,日本橋茅場町ビジネスセンター,https://coworking-search.jp/space/179/
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-1-3　アーバンネット日本橋二丁目ビル,35.682604,139.772596,EXPERT OFFICE 東京,https://coworking-search.jp/space/590/
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-3-3　八重洲山川ビル 2F,35.680201,139.771298,THE HUB SOLO 八重洲,https://coworking-search.jp/space/2399/
中央区,銀座６丁目,-,東京都中央区銀座6-12-2,35.669293,139.764891,Addroom-Ginza-,https://coworking-search.jp/space/349/
中央区,日本橋小網町,-,東京都 中央区日本橋小網町11-9　ザ・パークレックス小網町第2ビル5階,35.682595,139.781124,flat5,https://coworking-search.jp/space/1780/
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町1-2　THE SHORE 日本橋茅場町 2F,35.679044,139.784153,箱崎インキュベーションセンター,https://coworking-search.jp/space/1526/
中央区,日本橋１丁目,日八京,東京都中央区日本橋1-6-7 日本橋関谷ビル6F,35.682650,139.775374,シェアル,https://coworking-search.jp/space/784/
中央区,入船１丁目,-,東京都中央区入船一丁目1番24号 ドルフィンkoto入船ビル 6 / 7F,35.673445,139.777089,はぐみっく子連れコワーキングスペース,https://coworking-search.jp/space/1623/
中央区,新川１丁目,-,東京都中央区新川1-3-4　PAビル5F,35.678638,139.782082,コワーキングスペース 茅場町 Co-Edo®,https://coworking-search.jp/space/1852/
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1-5-8 東京証券会館1階,35.680610,139.779346,CAFE SALVADOR BUSINESS SALON,https://coworking-search.jp/space/1743/
中央区,銀座３丁目,-,東京都中央区銀座3丁目7-6 Circles銀座2F,35.671996,139.767384,Think Lab銀座店,https://coworking-search.jp/space/2313/
中央区,銀座６丁目,-,東京都中央区銀座6丁目13-5 三愛・星名ビル2階,35.669055,139.765134,いいオフィス 銀座 by MeRISE,https://coworking-search.jp/space/1876/
中央区,八重洲２丁目,日八京,東京都中央区八重洲2丁目4-13　ユニゾ八重洲二丁目ビル 7F,35.678144,139.768942,NewWork 東京八重洲2nd,https://coworking-search.jp/space/2042/
中央区,銀座３丁目,-,東京都中央区銀座3-14-13　第一厚生館ビル5F,35.669922,139.769179,銀座ビジネスセンター,https://coworking-search.jp/space/178/
千代田区,内幸町２丁目,-,東京都千代田区内幸町2-1-1　飯野ビルディング9階,35.670921,139.752670,クロスオフィス日比谷,https://coworking-search.jp/space/2133/
新宿区,神楽坂６丁目,-,東京都新宿区神楽坂6−８ 文悠ビルB1,35.702897,139.737331,BOOK&OFFICE 文悠,https://coworking-search.jp/space/1989/
千代田区,飯田橋３丁目,-,東京都千代田区飯田橋3-6-8　飯田橋T&Sビル 3F,35.701809,139.746141,THE HUB SOLO 飯田橋,https://coworking-search.jp/space/2397/
千代田区,岩本町１丁目,-,東京都千代田区岩本町1-2-13 渡東ビルディング3F,35.691713,139.776351,シェアル岩本町,https://coworking-search.jp/space/2000/
千代田区,内神田３丁目,-,東京都千代田区内神田3-12-4　第一岸ビル 4-5F,35.691251,139.770025,THE HUB 神田西口,https://coworking-search.jp/space/2312/
千代田区,神田三崎町２丁目,-,"東京都千代田区神田三崎町2-12-9　B1,2F,3F,4F,5F",35.701010,139.753702,東京レンタル自習室 水道橋,https://coworking-search.jp/space/1613/
千代田区,神田三崎町３丁目,-,東京都千代田区神田三崎町3-1-3　一輝ビル 3F,35.699121,139.753009,シェアオフィスMIXER 神保町・水道橋,https://coworking-search.jp/space/639/
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋4-4-6 SJビル2F,35.700660,139.746389,勉強カフェ　飯田橋スタジオ,https://coworking-search.jp/space/1579/
千代田区,岩本町３丁目,-,東京都千代田区岩本町3-8-8　中和秋葉原ビル,35.696402,139.777302,BIZcomfort 秋葉原岩本町,https://coworking-search.jp/space/1900/
千代田区,神田錦町２丁目,-,東京都千代田区神田錦町2-4 ダヴィンチ小川町 3F,35.693847,139.763655,FUSION_N,https://coworking-search.jp/space/1531/
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2-7-1,35.692274,139.771765,ビジョンオフィス神田ＡＮＮＥＸ,https://coworking-search.jp/space/332/
千代田区,外神田６丁目,-,東京都千代田区外神田6-14-1 日興ビル2F,35.703189,139.771268,勉強カフェ　秋葉原スタジオ,https://coworking-search.jp/space/1578/
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2-10-1,35.674890,139.764331,goodoffice 東京有楽町,https://coworking-search.jp/space/1845/
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2-10-1　東京交通会館ビル6階,35.674890,139.764331,LEAGUE有楽町,https://coworking-search.jp/space/717/
新宿区,袋町,-,東京都新宿区袋町5番地1 FARO神楽坂,35.701264,139.738243,FARO神楽坂,https://coworking-search.jp/space/1863/
千代田区,岩本町１丁目,-,東京都千代田区岩本町1-3-1　神田ビジネスセンター,35.691604,139.775199,神田ビジネスセンター,https://coworking-search.jp/space/173/
千代田区,麹町２丁目,-,東京都千代田区麹町2-2-4 麹町セントラルビル4F,35.684511,139.740939,CーWORK 半蔵門,https://coworking-search.jp/space/1451/
千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町1-14　第2東ビル303,35.697792,139.774374,秋葉原コワーキングスペース「Rampart」,https://coworking-search.jp/space/1400/
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-5-1　丸の内二丁目ビル 4F,35.680003,139.763182,point 0 marunouchi,https://coworking-search.jp/space/2360/
千代田区,神田松永町,-,東京都千代田区神田松永町13,35.699742,139.775198,NUWORKS TOKYO,https://coworking-search.jp/space/2331/
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-11-1　山王パークタワー 3階,35.673148,139.740694,エグゼクティブセンター 山王パークタワー,https://coworking-search.jp/space/158/
千代田区,神田小川町２丁目,-,東京都千代田区神田小川町2-1　檜ビル3F,35.694015,139.764869,シェアオフィスKOTO-BA,https://coworking-search.jp/space/707/
千代田区,神田三崎町１丁目,-,東京都千代田区神田三崎町1-3-12　水道橋ビル1F,35.700831,139.755981,Be Smart 水道橋,https://coworking-search.jp/space/2269/
千代田区,神田佐久間町２丁目,-,東京都千代田区神田佐久間町2-18-5　アークビル 2F,35.698638,139.775844,THE HUB SOLO 秋葉原,https://coworking-search.jp/space/2398/
千代田区,九段南２丁目,-,東京都千代田区九段南2-4-11,35.693399,139.744249,HIVE TOKYO,https://coworking-search.jp/space/546/
千代田区,神田多町,-,東京都千代田区神田多町2-1　神田東山ビル7F/8F,35.692978,139.769547,Connect-Lounge神田,https://coworking-search.jp/space/1894/
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-6-2 新丸の内センタービル 21階,35.684176,139.766406,エグゼクティブセンター 新丸の内センタービル,https://coworking-search.jp/space/105/
千代田区,神田司町,-,東京都千代田区神田司町2-13,35.694099,139.767266,ワイムビジネスプラザ神田,https://coworking-search.jp/space/446/
千代田区,神田多町,-,東京都千代田区神田多町2-11 カツミビル601,35.694524,139.768822,ソフトオフィス神田,https://coworking-search.jp/space/404/
新宿区,神楽坂２丁目,-,東京都新宿区神楽坂2-12,35.701233,139.741548,TOKI CAFE,https://coworking-search.jp/space/2137/
千代田区,飯田橋３丁目,-,東京都千代田区飯田橋3-11-13　飯田橋i-MARK ANNEX 9F,35.702747,139.748239,NewWork 飯田橋,https://coworking-search.jp/space/2158/
千代田区,神田錦町１丁目,-,東京都千代田区神田錦町1-17-1 神田髙木ビル7階,35.691102,139.763787,BIRTH 神田,https://coworking-search.jp/space/1946/
千代田区,内神田１丁目,-,東京都千代田区内神田1-15-10,35.692179,139.765629,the C,https://coworking-search.jp/space/711/
千代田区,神田小川町１丁目,-,東京都千代田区神田小川町1-8-3　小川町北ビルB1F、3F〜5F、7F,35.695049,139.765747,THE OFFICE 神田,https://coworking-search.jp/space/172/
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋4-8-13　山商ビル5F,35.701124,139.746382,ジェネラボ 飯田橋,https://coworking-search.jp/space/1302/
千代田区,平河町２丁目,-,東京都千代田区平河町2-5-3 Nagatacho GRID 5F,35.679827,139.739605,みどり荘　永田町,https://coworking-search.jp/space/1169/
千代田区,外神田１丁目,-,東京都千代田区外神田1-1-10,35.697757,139.770374,パセラリゾーツAKIBAマルチエンターテインメント,https://coworking-search.jp/space/2262/
千代田区,神田須田町２丁目,-,東京都千代田区神田須田町2-19-23　野村第3ビル4階,35.696550,139.771821,コワーキングスペース 秋葉原 Weeyble,https://coworking-search.jp/space/1631/
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1-2-7　淡路町駅前ビル3階,35.695245,139.767750,プレミアムオフィス神田,https://coworking-search.jp/space/389/
千代田区,東神田１丁目,-,"東京都千代田区東神田1-15-9　2F,3F",35.694935,139.782685,クロックカフェ,https://coworking-search.jp/space/1773/
千代田区,東神田３丁目,-,東京都千代田区東神田3-4-12　Green&Archビル,35.697387,139.781603,Funshareシェアオフィス・コワーキングスペース,https://coworking-search.jp/space/2361/
千代田区,一番町,-,東京都千代田区一番町6　相模屋本社ビル7F,35.687589,139.741854,一番町インキュベーションセンター,https://coworking-search.jp/space/1527/
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町1-3　東京ガーデンテラス17F,35.679993,139.737936,オープンコラボレーションスペース「LODGE」永田町,https://coworking-search.jp/space/1332/
千代田区,神田神保町３丁目,-,東京都千代田区神田神保町3-11-1 安田神保町マンション,35.695375,139.754487,BIZcomfort 神保町,https://coworking-search.jp/space/1882/
千代田区,鍛冶町２丁目,-,東京都千代田区鍛治町2-12-12　2階,35.692905,139.771560,KANDA LOUNGE,https://coworking-search.jp/space/1084/
千代田区,内幸町１丁目,-,東京都千代田区内幸町1丁目3-1　幸ビルディング,35.669827,139.756024,EXPERT OFFICE GRAND新橋／内幸町,https://coworking-search.jp/space/592/
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-12-1　新有楽町ビル11階,35.675560,139.762093,PORTAL POINT YURAKUCHO,https://coworking-search.jp/space/1977/
千代田区,平河町１丁目,-,"東京都千代田区平河町一丁目3番6号　BIZMARKS 麹町 2,3,5,6F",35.682862,139.739746,BIZMARKS 麹町,https://coworking-search.jp/space/1864/
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町2-12-3　安富ビル,35.696576,139.756899,EDITORY 神保町,https://coworking-search.jp/space/1129/
千代田区,一番町,-,東京都千代田区一番町10-8　一番町ウェストビル5階,35.686839,139.740021,パズル一番町,https://coworking-search.jp/space/452/
千代田区,岩本町３丁目,-,東京都千代田区岩本町3-6-5 木所ビル 3階,35.696128,139.778011,GARAGE AKIHABARA,https://coworking-search.jp/space/1495/
千代田区,神田小川町１丁目,-,東京都千代田区神田小川町1-6-1 宝ビル8F,35.695250,139.766308,イノバゼスト 神田,https://coworking-search.jp/space/1630/
千代田区,麹町２丁目,-,東京都千代田区麹町2丁目10-3　エキスパートオフィス麹町,35.685070,139.740443,EXPERT OFFICE 麹町,https://coworking-search.jp/space/591/
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-13-1　オカムラ赤坂ビル 9F,35.674799,139.738719,NewWork 赤坂見附,https://coworking-search.jp/space/2157/
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1-16-5　ヒューリック神田ビル 1F,35.695202,139.770524,アクセア 神田店,https://coworking-search.jp/space/1952/
千代田区,外神田１丁目,-,東京都千代田区外神田1-16-10　ニュー秋葉原センター32号,35.697443,139.772667,プログラマー自習室&コワーキングスペース『ギークライブラリー』,https://coworking-search.jp/space/2251/
千代田区,外神田４丁目,-,東京都千代田区外神田4-9-2　1F/2F,35.702149,139.772517,1/3rd Life（ワンサードライフ）,https://coworking-search.jp/space/2148/
千代田区,九段南１丁目,-,東京都千代田区九段南1-5-6　りそな九段ビル5F KSフロア,35.695082,139.751761,ナレッジソサエティ,https://coworking-search.jp/space/344/
千代田区,外神田２丁目,-,東京都千代田区外神田1丁目13-2　うすやビル 1F,35.699344,139.768019,カラオケパセラ 秋葉原電気街店,https://coworking-search.jp/space/2238/
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-6-3　日比谷頴川エイセンビル 6F〜11F,35.673898,139.760676,Vision Works 有楽町,https://coworking-search.jp/space/1328/
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1-4-6　クロサワビル6F,35.696194,139.759837,コワーキングスペース『BasisPoint 神保町』,https://coworking-search.jp/space/1420/
千代田区,神田神保町２丁目,-,"東京都千代田区神田神保町2-2　B1,3F",35.696250,139.757242,東京レンタル自習室 神保町,https://coworking-search.jp/space/1612/
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞が関1-4-1　日土地ビル2階,35.670806,139.750594,SENQ 霞が関,https://coworking-search.jp/space/957/
千代田区,二番町,-,東京都千代田区二番町9-3　THE BASE 麹町,35.685048,139.736722,THE HUB 麹町,https://coworking-search.jp/space/1470/
千代田区,神田佐久間河岸,-,東京都千代田区神田佐久間河岸78-3 柴田ビル3階,35.697074,139.778048,アイラボ・シェアオフィス 秋葉原,https://coworking-search.jp/space/1535/
千代田区,神田神保町２丁目,-,"東京都千代田区神田神保町2丁目3-1　神保町ブックセンター 1F,3F",35.695749,139.757555,LEAGUE神保町,https://coworking-search.jp/space/1522/
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町２－２－２,35.691342,139.771540,ビジョンオフィス神田,https://coworking-search.jp/space/331/
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-1-12,35.694721,139.698993,クロスオフィス新宿,https://coworking-search.jp/space/2279/
新宿区,新宿３丁目,-,東京都新宿区新宿3丁目1-24　京王新宿三丁目ビル 1F,35.690200,139.705378,HAKADORU 新宿三丁目店,https://coworking-search.jp/space/2237/
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-2-5　TH西新宿ビル 5階／6階,35.695287,139.698715,知恵の場オフィス 本館,https://coworking-search.jp/space/1856/
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-22-3　BPビル,35.695027,139.695231,BASE POINT,https://coworking-search.jp/space/2211/
千代田区,六番町,-,東京都千代田区六番町5-5 飯田ビル,35.686590,139.733709,シェアオフィス六番町,https://coworking-search.jp/space/1239/
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１丁目３２−１０　新宿消費生活センター分館 併設,35.710858,139.703742,新宿区立高田馬場創業支援センター,https://coworking-search.jp/space/1172/
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-28-10　三慶ビル4F,35.712100,139.704719,シェアオフィス＆コワーキングスペース「CASE Shinjuku」,https://coworking-search.jp/space/899/
新宿区,新宿２丁目,-,東京都新宿区新宿2-11-7-5F,35.690419,139.707327,CO-Work&...新宿,https://coworking-search.jp/space/2059/
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-18-2晴花ビル６F,35.688809,139.698590,ビジョンオフィス新宿,https://coworking-search.jp/space/1551/
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場1-26-12　高田馬場ビル802号室,35.713023,139.706199,おとな自習室 高田馬場,https://coworking-search.jp/space/1965/
千代田区,二番町,-,東京都千代田区二番町2番　平田ビル1階,35.686923,139.737466,社会起業家コワーキングスペース,https://coworking-search.jp/space/1610/
千代田区,六番町,-,東京都千代田区六番町6-4　LH番町スクエア4～6階（総合受付は5階）,35.688085,139.732543,四ツ谷ビジネスラウンジ,https://coworking-search.jp/space/1303/
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-18-18　新宿税理士ビル1F,35.695894,139.696902,勉強カフェ　新宿ベースポイントスタジオ,https://coworking-search.jp/space/1958/
新宿区,新宿１丁目,-,東京都新宿区新宿1-36-12　サンカテリーナビル 6F,35.690833,139.710567,新宿ビジネスセンター,https://coworking-search.jp/space/195/
新宿区,四谷１丁目,-,東京都新宿区四谷1-9 天龍ビル 6階,35.686010,139.728264,フレンドリンクメンバーズオフィス,https://coworking-search.jp/space/1611/
新宿区,四谷三栄町,-,東京都新宿区四谷本塩町4-15,35.688538,139.726928,Froh Coworking 四ツ谷,https://coworking-search.jp/space/1096/
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-14-1 新宿松本ビル6F,35.686855,139.696741,勉強カフェ　新宿スタジオ,https://coworking-search.jp/space/1584/
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-2-9　新宿ワシントンビル本館 2F,35.686809,139.693047,THE HUB 新宿ワシントン,https://coworking-search.jp/space/2125/
新宿区,西新宿８丁目,-,東京都新宿区西新宿8-3-1　西新宿GFビル1～4F,35.695158,139.693916,西新宿ビジネスセンター,https://coworking-search.jp/space/194/
新宿区,舟町,-,"東京都新宿区舟町7　舟町ビル1F,3F",35.689156,139.720341,ワイムポート新宿舟町,https://coworking-search.jp/space/1881/
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-4-4 武蔵ビル5F,35.696006,139.698596,HAPON 西新宿,https://coworking-search.jp/space/638/
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-17-1　日本生命新宿西口ビル 9F,35.689295,139.698397,NewWork 新宿,https://coworking-search.jp/space/1360/
新宿区,矢来町,-,東京都新宿区矢来町16,35.702106,139.730695,神楽坂クロススタジオ,https://coworking-search.jp/space/1607/
新宿区,天神町,-,東京都新宿区天神町7-11,35.704810,139.731424,BIZcomfort 神楽坂天神,https://coworking-search.jp/space/1907/
新宿区,早稲田町,-,東京都新宿区早稲田町12-5　ニュー早稲田ビル 5F,35.705501,139.722634,BIZcomfort 早稲田,https://coworking-search.jp/space/2123/
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-12-11　山銀ビル4F,35.689990,139.697140,新宿VIPラウンジ,https://coworking-search.jp/space/1817/
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町518 早稲田玉井ビル 3階,35.708189,139.722452,GARAGE 早稲田,https://coworking-search.jp/space/1496/
新宿区,新宿６丁目,-,東京都新宿区新宿6丁目29番11号　新宿イーストクロスタワー10F,35.697723,139.707724,BIZcomfort 東新宿,https://coworking-search.jp/space/2344/
新宿区,新宿４丁目,-,東京都新宿区新宿4-3-15　レイフラット新宿B棟 3F,35.688542,139.703634,THE HUB 新宿,https://coworking-search.jp/space/1135/
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-5-12　ニューセントラルビル 8-9F,35.692971,139.698198,THE HUB 新宿西口,https://coworking-search.jp/space/2308/
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-1-6,35.688572,139.699697,12 SHINJUKU,https://coworking-search.jp/space/1981/
千代田区,麹町４丁目,-,東京都千代田区麹町4-8　高善ビル5F,35.684264,139.736398,未来ファクトリー,https://coworking-search.jp/space/494/
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-25-1 新宿センタービル49階,35.691750,139.695419,#NAME?,https://coworking-search.jp/space/1534/
新宿区,新宿３丁目,-,東京都新宿区新宿3-26-14 新宿ミニムビルⅠ 4階,35.691786,139.702345,TSUTAYA BOOK APARTMENT,https://coworking-search.jp/space/1608/
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-4-7　イマス浜田ビル 5階,35.696143,139.698536,知恵の場オフィス 別館,https://coworking-search.jp/space/1857/
新宿区,新宿５丁目,-,東京都新宿区新宿5-15-14,35.693697,139.707347,INBOUND LEAGUE,https://coworking-search.jp/space/995/
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-1-15　東信同和ビル9階,35.693079,139.704560,東信ビジネスセンター,https://coworking-search.jp/space/1744/
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-5-1　新宿アイランドタワー20F,35.693132,139.693142,モバフ新宿アイランド,https://coworking-search.jp/space/1574/
新宿区,四谷１丁目,-,東京都新宿区四谷1-13-15　URBANE BUILDING SAKAS8 C棟,35.684977,139.728023,lifework space KANPAI H・te,https://coworking-search.jp/space/2040/
新宿区,四谷３丁目,-,東京都新宿区四谷3-12,35.687549,139.719610,ワイムビジネスプラザ四谷,https://coworking-search.jp/space/464/
